title,url,metadesc,norm_summary
Trigeminal Neuralgia,https://medlineplus.gov/trigeminalneuralgia.html,"Trigeminal neuralgia (TN or tic douloureux) causes extreme, sudden burning or shock-like pain in the face. Learn about the causes and treatments."," Trigeminal neuralgia (TN) is a type of chronic pain that affects your face. It causes extreme, sudden burning or shock-like pain. It usually affects one side of the face. Any vibration on your face, even from talking, can set it off. The condition may come and go, disappearing for days or even months. But the longer you have it, the less often it goes away. TN usually affects people over 50, especially women. The cause is probably a blood vessel pressing on the trigeminal nerve, one of the largest nerves in the head. Tumors and multiple sclerosis can also cause TN, but in some cases the cause is unknown. There is no specific test for TN. It can be hard to diagnose, since many other conditions can cause facial pain. Treatment options include medicines, surgery, and complementary techniques. NIH: National Institute of Neurological Disorders and Stroke"
Triglycerides,https://medlineplus.gov/triglycerides.html,"Triglycerides are a type of fat in your blood. Having a high level may raise the risk of heart disease, especially in women. Learn how to lower it."," What are triglycerides? Triglycerides are a type of fat. They are the most common type of fat in your body. They come from foods, especially butter, oils, and other fats you eat. Triglycerides also come from extra calories. These are the calories that you eat, but your body does not need right away. Your body changes these extra calories into triglycerides and stores them in fat cells. When your body needs energy, it releases the triglycerides. Your VLDL cholesterol particles carry the triglycerides to your tissues. Having a high level of triglycerides can raise your risk of heart diseases , such as coronary artery disease . What causes high triglycerides? Factors that can raise your triglyceride level include Regularly eating more calories than you burn off, especially if you eat a lot of sugar Being overweight or having obesity Cigarette smoking Excessive alcohol use Certain medicines Some genetic disorders Thyroid diseases Poorly controlled type 2 diabetes Liver or kidney diseases How are high triglycerides diagnosed? There is a blood test that measures your triglycerides, along with your cholesterol. Triglyceride levels are measured in milligrams per deciliter (mg/dL). The guidelines for triglyceride levels are Category Triglcyeride Level Normal Less than 150mg/dL Borderline high 150 to 199 mg/dL High 200 to 499 mg/dL Very high 500 mg/dL and above Levels above 150mg/dl may raise your risk for heart disease. A triglyceride level of 150 mg/dL or higher is also a risk factor for metabolic syndrome . What are the treatments for high triglycerides? You may be able to lower your triglyceride levels with lifestyle changes: Controlling your weight Regular physical activity Not smoking Limiting sugar and refined foods Limiting alcohol Switching from saturated fats to healthier fats Some people will also need to take cholesterol medicines to lower their triglycerides."
Tsunamis,https://medlineplus.gov/tsunamis.html,"Although there are no guarantees of safety during a tsunami, you can take actions to protect yourself. Read about what you can do."," A tsunami is a series of huge ocean waves created by an underwater disturbance. Causes include earthquakes , landslides, volcanic eruptions , or meteorites--chunks of rock from space that strike the surface of Earth. A tsunami can move hundreds of miles per hour in the open ocean. It can smash into land with waves as high as 100 feet or more and cause devastating floods . Drowning is the most common cause of death related to a tsunami. Although there are no guarantees of safety during a tsunami, you can take actions to protect yourself. You should have a disaster plan . Being prepared can help reduce fear, anxiety, and losses. If you do experience a disaster, it is normal to feel stressed. You may need help in finding ways to cope . Federal Emergency Management Agency"
Tubal Ligation,https://medlineplus.gov/tuballigation.html,Tubal ligation (getting your tubes tied) is surgery to prevent a woman from getting pregnant. Learn more about this permanent form of birth control.," Tubal ligation (getting your ""tubes tied"") is a type of surgery. It prevents a woman from getting pregnant. It is a permanent form of birth control , and is effective right away. The surgery cuts, ties, or seals the fallopian tubes. This blocks the path between the ovaries and the uterus. The sperm cannot reach the egg to fertilize it, and the egg cannot reach the uterus. You get the surgery in a hospital or outpatient surgical center. It usually takes about 30 minutes. Almost all women go home the same day. They can return to most normal activities within a few days. Tubal ligation can sometimes be reversed. The reversal is major surgery, and does not always work."
Tuberculosis,https://medlineplus.gov/tuberculosis.html,"Tuberculosis (TB) is a disease caused by bacteria that attacks the lungs. Skin tests, blood tests, and x-rays can tell if you have TB. Learn more."," Tuberculosis (TB) is a disease caused by bacteria called Mycobacterium tuberculosis. The bacteria usually attack the lungs, but they can also damage other parts of the body. TB spreads through the air when a person with TB of the lungs or throat coughs, sneezes, or talks. If you have been exposed, you should go to your doctor for tests. You are more likely to get TB if you have a weak immune system. Symptoms of TB in the lungs may include A bad cough that lasts 3 weeks or longer Weight loss Loss of appetite Coughing up blood or mucus Weakness or fatigue Fever Night sweats Skin tests, blood tests, x-rays, and other tests can tell if you have TB. If not treated properly, TB can be deadly. You can usually cure active TB by taking several medicines for a long period of time."
Tuberous Sclerosis,https://medlineplus.gov/tuberoussclerosis.html,Tuberous sclerosis (TSC) is a rare genetic disease. It causes benign tumors in the brain and other organs. Learn about symptoms and what can help.," Tuberous sclerosis is a rare genetic disease that causes benign tumors to grow in the brain and other organs. Symptoms vary, depending on where the tumors grow. They could include Skin problems, such as light patches and thickened skin Seizures Behavior problems Intellectual disabilities Kidney problems Some people have signs of tuberous sclerosis at birth. In others it can take time for the symptoms to develop. The disease can be mild, or it can cause severe disabilities. In rare cases, tumors in vital organs or other symptoms can be life-threatening. Tuberous sclerosis has no cure, but treatments can help symptoms. Options include medicines, educational and occupational therapy, surgery, or surgery to treat specific complications. NIH: National Institute of Neurological Disorders and Stroke"
Tumors and Pregnancy,https://medlineplus.gov/tumorsandpregnancy.html,"Tumors during pregnancy are rare, but they can happen. Treatment depends on the type of tumor, whether it has spread, and your overall health."," Tumors during pregnancy are rare, but they can happen. Tumors can be either benign or malignant. Benign tumors aren't cancer. Malignant ones are. The most common cancers in pregnancy are breast cancer, cervical cancer, lymphoma, and melanoma. Cancer itself rarely harms the baby, and some cancer treatments are safe during pregnancy. You and your health care provider will work together to find the best treatment. Your options will depend on how far along the pregnancy is, as well as the type, size, and stage of your cancer. Another type of tumor that women can get is called a gestational trophoblastic disease (GTD). It happens when a fertilized egg doesn't become a fetus. GTD is not always easy to find. It is usually benign, but some types can be malignant. The most common type of GTD is a molar pregnancy. In its early stages, it may look like a normal pregnancy. You should see your health care provider if you have vaginal bleeding (not menstrual bleeding). Treatment depends on the type of tumor, whether it has spread to other places, and your overall health."
Turner Syndrome,https://medlineplus.gov/turnersyndrome.html,Turner syndrome is a genetic disorder that affects a girl's development. The cause is a missing or incomplete X chromosome. Learn more.," Turner syndrome is a genetic disorder that affects a girl's development. The cause is a missing or incomplete X chromosome. Girls who have it are short, and their ovaries don't work properly. Other physical features typical of Turner syndrome are Short, ""webbed"" neck with folds of skin from tops of shoulders to sides of neck Low hairline in the back Low-set ears Swollen hands and feet Most women with Turner syndrome are infertile . They are at risk for health difficulties such as high blood pressure, kidney problems, diabetes, cataracts, osteoporosis, and thyroid problems. Doctors diagnose Turner syndrome based on symptoms and a genetic test. Sometimes it is found in prenatal testing. There is no cure for Turner syndrome, but there are some treatments for the symptoms. Growth hormone often helps girls reach heights that are close to average. Hormone replacement can help start sexual development. Assisted reproduction techniques can help some women with Turner syndrome get pregnant. NIH: National Institute of Child Health and Human Development"
"Twins, Triplets, Multiple Births",https://medlineplus.gov/twinstripletsmultiplebirths.html,Parenting multiples can be a challenge. Find out what to expect.," If you are pregnant with more than one baby, you are far from alone. Multiple births are up in the United States. More women are having babies after age 30 and more are taking fertility drugs. Both boost the chance of carrying more than one baby. A family history of twins also makes multiples more likely. Years ago, most twins came as a surprise. Now, most women know about a multiple pregnancy early. Women with multiple pregnancies should see their health care providers more often than women who are expecting one baby. Multiple pregnancy babies have a much higher risk of being born prematurely and having a low birth weight . There is also more of a risk of disabilities. Some women have to go on bed rest to delay labor. Finally, they may deliver by C-section , especially if there are three babies or more. Parenting multiples can be a challenge. Volunteer help and support groups for parents of multiples can help. Dept. of Health and Human Services Office on Women's Health"
Ulcerative Colitis,https://medlineplus.gov/ulcerativecolitis.html,Ulcerative Colitis (UC) can cause long-lasting swelling and ulcers in the large intestine. It is a type of inflammatory bowel disease. Find out more.," Ulcerative colitis (UC) is a disease that causes inflammation and sores, called ulcers, in the lining of the rectum and colon. It is one of a group of diseases called inflammatory bowel disease. UC can happen at any age, but it usually starts between the ages of 15 and 30. It tends to run in families. The most common symptoms are pain in the abdomen and blood or pus in diarrhea. Other symptoms may include Anemia Severe tiredness Weight loss Loss of appetite Bleeding from the rectum Sores on the skin Joint pain Growth failure in children About half of people with UC have mild symptoms. Doctors use blood tests, stool tests, colonoscopy or sigmoidoscopy, and imaging tests to diagnose UC. Several types of drugs can help control it. Some people have long periods of remission, when they are free of symptoms. In severe cases, doctors must remove the colon. NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Uncommon Infant and Newborn Problems,https://medlineplus.gov/uncommoninfantandnewbornproblems.html,It can be scary when your baby is sick. You may not know whether the problem is serious or how to treat it. Read about what to do.," It can be scary when your baby is sick, especially when it is not an everyday problem like a cold or a fever. You may not know whether the problem is serious or how to treat it. If you have concerns about your baby's health, call your health care provider right away. Learning information about your baby's condition can help ease your worry. Do not be afraid to ask questions about your baby's care. By working together with your health care provider, you make sure that your baby gets the best care possible."
Underage Drinking,https://medlineplus.gov/underagedrinking.html,"Kids often begin drinking to look ""cool"" or fit in with their peers. Parents can help their kids avoid alcohol problems. Learn more."," Alcohol is the most widely misused substance among America's youth. Drinking by young people has big health and safety risks. It is dangerous because it Causes many deaths and injuries Can lead to poor decisions about engaging in risky behavior, such as drinking and driving or unprotected sex Increases the risk of physical and sexual assault Can lead to other problems, such as trouble in school May interfere with brain development Increases the risk of alcohol problems later in life Kids often begin drinking to look ""cool"" or fit in with their peers. Parents can help their kids avoid alcohol problems. Open communication and conversations about drinking are important. So is being involved in your child's life. Get help for your child if you suspect a drinking problem. NIH: National Institute on Alcohol Abuse and Alcoholism"
Understanding Medical Research,https://medlineplus.gov/understandingmedicalresearch.html,It seems to happen almost every day - you hear about the results of a new medical research study. Learn how to evaluate medical findings.," It seems to happen almost every day - you hear about the results of a new medical research study. Sometimes the results of one study seem to disagree with the results of another study. It's important to be critical when reading or listening to reports of new medical findings. Some questions that can help you evaluate health information include: Was the study in animals or people? Does the study include people like you? How big was the study? Was it a randomized controlled clinical trial ? Where was the research done? If a new treatment was being tested, were there side effects? Who paid for the research? Who is reporting the results? NIH: National Institutes of Health"
Ureteral Disorders,https://medlineplus.gov/ureteraldisorders.html,"Ureteral disorders occur when ureters become blocked or injured, which affect the flow of urine to the bladder. Read more about the ureter function"," Your kidneys make urine by filtering wastes and extra water from your blood. The urine travels from the kidneys to the bladder in two thin tubes called ureters. The ureters are about 8 to 10 inches long. Muscles in the ureter walls tighten and relax to force urine down and away from the kidneys. Small amounts of urine flow from the ureters into the bladder about every 10 to 15 seconds. Sometimes the ureters can become blocked or injured. This can block the flow of urine to the bladder. If urine stands still or backs up the ureter, you may get a urinary tract infections . Doctors diagnose problems with the ureters using different tests. These include urine tests, x-rays, and examination of the ureter with a scope called a cystoscope. Treatment depends on the cause of the problem. It may include medicines and, in severe cases, surgery. NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Urethral Disorders,https://medlineplus.gov/urethraldisorders.html,"Urethral disorders may cause pain or your ability to urinate. Learn how the common disorders, urethritis and urethral stricture, affect each gender"," The urethra is the tube that allows urine to pass out of the body. In men, it's a long tube that runs through the penis. It also carries semen in men. In women, it's short and is just above the vagina. Urethral problems may happen due to aging, illness, or injury. They include Urethral cancer - a rare cancer that happens more often in men Urethral stricture - a narrowing of the opening of the urethra Urethritis - inflammation of the urethra, sometimes caused by infection Urethral problems may cause pain or difficulty passing urine. You may also have bleeding or discharge from the urethra. Doctors diagnose urethral problems using different tests. These include urine tests, x-rays and an examination of the urethra with a scope called a cystoscope. Treatment depends on the cause of the problem. It may include medicines and, in severe cases, surgery."
Urinalysis,https://medlineplus.gov/urinalysis.html,A urinalysis is a test of your urine. Doctors use urine tests to find issues including UTI and diabetes. Learn about the test and what it checks for.," A urinalysis is a test of your urine . It is often done to check for a urinary tract infections , kidney problems , or diabetes . You may also have one during a checkup, if you are admitted to the hospital, before you have surgery, or if you are pregnant. It can also monitor some medical conditions and treatments. A urinalysis involves checking the urine for Its color Its appearance (whether it is clear or cloudy) Any odor The pH level (acidity) Whether there are substances that are not normally in urine, such as blood, too much protein, glucose, ketones, and bilirubin Whether there are cells, crystals, and casts (tube-shaped proteins) Whether it contains bacteria or other germs"
Urinary Incontinence,https://medlineplus.gov/urinaryincontinence.html,"People with urinary incontinence suffer from a lack of bladder control, which can cause accidents. Learn about the other causes of stress incontinence"," What is urinary incontinence (UI)? Urinary incontinence (UI) is the loss of bladder control, or being unable to control urination. It is a common condition. It can range from being a minor problem to something that greatly affects your daily life. In any case, it can get better with proper treatment. What are the types of urinary incontinence (UI)? There are several different types of UI. Each type has different symptoms and causes: Stress incontinence happens when stress or pressure on your bladder causes you to leak urine. This could be due to coughing, sneezing, laughing, lifting something heavy, or physical activity. Causes include weak pelvic floor muscles and the bladder being out of its normal position. Urge, or urgency, incontinence happens when you have a strong urge (need) to urinate, and some urine leaks out before you can make it to the toilet. It is often related to an overactive bladder . Urge incontinence is most common in older people. It can sometimes be a sign of a urinary tract infection (UTI) . It can also happen in some neurological conditions , such as multiple sclerosis and spinal cord injuries . Overflow incontinence happens when your bladder doesn't empty all the way. This causes too much urine to stay in your bladder. Your bladder gets too full, and you leak urine. This form of UI is most common in men. Some of the causes include tumors, kidney stones , diabetes , and certain medicines. Functional incontinence happens when a physical or mental disability , trouble speaking , or some other problem keeps you from getting to the toilet in time. For example, someone with arthritis may have trouble unbuttoning his or her pants, or a person with Alzheimer's disease may not realize they need to plan to use the toilet. Mixed incontinence means that you have more than one type of incontinence. It's usually a combination of stress and urge incontinence. Transient incontinence is urine leakage that is caused by a temporary (transient) situation such as an infection or new medicine. Once the cause is removed, the incontinence goes away. Bedwetting refers to urine leakage during sleep. This is most common in children, but adults can also have it. Bedwetting is normal for many children. It is more common in boys. Bedwetting is often not considered a health problem, especially when it runs in the family. But if it still happens often at age 5 and older, it may be because of a bladder control problem. This problem could be caused by slow physical development, an illness, making too much urine at night, or another problem. Sometimes there is more than one cause. In adults, the causes include some medicines, caffeine , and alcohol . It can also be caused by certain health problems, such as diabetes insipidus , a urinary tract infection (UTI), kidney stones, enlarged prostate (BPH), and sleep apnea . Who is at risk for urinary incontinence (UI)? In adults, you are at higher risk of developing UI if you Are female, especially after going through pregnancy, childbirth, and/or menopause Are older. As you age, your urinary tract muscles weaken, making it harder to hold in urine. Are a man with prostate problems Have certain health problems, such as diabetes, obesity , or long-lasting constipation Are a smoker Have a birth defect that affects the structure of your urinary tract In children, bedwetting is more common in younger children, boys, and those whose parents wet the bed when they were children. How is urinary incontinence (UI) diagnosed? Your health care provider may use many tools to make a diagnosis: A medical history, which includes asking about your symptoms. Your provider may ask you to keep a bladder diary for a few days before your appointment. The bladder diary includes how much and when you drink liquids, when and how much you urinate, and whether you leak urine. A physical exam, which can include a rectal exam. Women may also get a pelvic exam. Urine and/or blood tests Bladder function tests Imaging tests What are the treatments for urinary incontinence (UI)? Treatment depends on the type and cause of your UI. You may need a combination of treatments. Your provider may first suggest self-care treatments, including Lifestyle changes to reduce leaks: Drinking the right amount of liquid at the right time Being physically active Staying at a healthy weigh Avoiding constipation Not smoking Bladder training. This involves urinating according to a schedule. Your provider makes a schedule from you, based on information from your bladder diary. After you adjust to the schedule, you gradually wait a little longer between trips to the bathroom. This can help stretch your bladder so it can hold more urine. Doing exercises to strengthen your pelvic floor muscles . Strong pelvic floor muscles hold in urine better than weak muscles. The strengthening exercises are called Kegel exercises. They involve tightening and relaxing the muscles that control urine flow. If these treatments do not work, your provider may suggest other options such as Medicines , which can be used to Relax the bladder muscles, to help prevent bladder spasms Block nerve signals that cause urinary frequency and urgency In men, shrink the prostate and improve urine flow Medical devices , including A catheter, which is a tube to carry urine out of the body. You might use one a few times a day or all the time. For women, a ring or a tampon-like device inserted into the vagina. The devices pushes up against your urethra to help decrease leaks. Bulking agents , which are injected into the bladder neck and urethra tissues to thicken them. This helps close your bladder opening so you have less leaking. Electrical nerve stimulation , which involves changing your bladder's reflexes using pulses of electricity Surgery to support the bladder in its normal position. This may be done with a sling that is attached to the pubic bone. NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Urinary Tract Infections,https://medlineplus.gov/urinarytractinfections.html,You may have a urinary tract infection (UTI) if you feel a burn while urinating or suffer from lower body pressure. Uncover a list of UTI symptoms," The urinary system is the body's drainage system for removing wastes and extra water. It includes two kidneys, two ureters, a bladder, and a urethra. Urinary tract infections (UTIs) are the second most common type of infection in the body. You may have a UTI if you notice Pain or burning when you urinate Fever, tiredness, or shakiness An urge to urinate often Pressure in your lower belly Urine that smells bad or looks cloudy or reddish Pain in your back or side below the ribs People of any age or sex can get UTIs. But about four times as many women get UTIs as men. You're also at higher risk if you have diabetes, need a tube to drain your bladder, or have a spinal cord injury. If you think you have a UTI it is important to see your doctor. Your doctor can tell if you have a UTI with a urine test . Treatment is with antibiotics. NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Urine and Urination,https://medlineplus.gov/urineandurination.html,"A healthy bladder can hold up to 16 ounces of urine for 2 to 5 hours. If this isn't the norm, read about the problems it may be attributed to."," Your kidneys make urine by filtering wastes and extra water from your blood. The waste is called urea. Your blood carries it to the kidneys. From the kidneys, urine travels down two thin tubes called ureters to the bladder. The bladder stores urine until you are ready to urinate. It swells into a round shape when it is full and gets smaller when empty. If your urinary system is healthy, your bladder can hold up to 16 ounces (2 cups) of urine comfortably for 2 to 5 hours. You may have problems with urination if you have Kidney failure Urinary tract infections An enlarged prostate Bladder control problems like incontinence , overactive bladder , or interstitial cystitis A blockage that prevents you from emptying your bladder Some conditions may also cause you to have blood or protein in your urine. If you have a urinary problem, see your health care provider. Urinalysis and other urine tests can help to diagnose the problem. Treatment depends on the cause. NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Usher Syndrome,https://medlineplus.gov/ushersyndrome.html,Usher syndrome is an inherited disease that causes serious hearing loss and retinitis pigmentosa (eye disorder). Read the three types of the syndrome.," Usher syndrome is an inherited disease that causes serious hearing loss and retinitis pigmentosa , an eye disorder that causes your vision to get worse over time. It is the most common condition that affects both hearing and vision. There are three types of Usher syndrome: People with type I are deaf from birth and have severe balance problems from a young age. Vision problems usually start by age 10 and lead to blindness. People with type II have moderate to severe hearing loss and normal balance. Vision problems start in the early teens and get worse more slowly than in type I. People with type III are born with normal hearing and near-normal balance but develop vision problems and then hearing loss. There is no cure. Tools such as hearing aids or cochlear implants can help some people. Training such as Braille instruction, low-vision services, or auditory training can also help. NIH: National Institute on Deafness and Other Communication Disorders"
Uterine Cancer,https://medlineplus.gov/uterinecancer.html,"Uterine cancer is cancer of the uterus. The most common type, endometrial cancer, happens most often in women over 55. Know the signs and symptoms."," The uterus , or womb, is the place where a baby grows when a women is pregnant. There are different types of uterine cancer. The most common type starts in the endometrium, the lining of the uterus. This type is also called endometrial cancer. The symptoms of uterine cancer include Abnormal vaginal bleeding or discharge Trouble urinating Pelvic pain Pain during intercourse Uterine cancer usually happens after menopause. It is more common in women who have obesity. You also have a higher risk if you took estrogen-only hormone replacement therapy (menopausal hormone therapy) for many years. Tests to find uterine cancer include a pelvic exam, imaging tests, and a biopsy. The most common treatment is a hysterectomy , which is surgery to remove the uterus. Sometimes the surgery also removes the ovaries and fallopian tubes. Other treatments include hormone therapy, radiation therapy, and chemotherapy. Some women get more than one type of treatment. NIH: National Cancer Institute"
Uterine Diseases,https://medlineplus.gov/uterinediseases.html,"Uterine diseases are conditions that affect the uterus such as endometriosis, which is when tissue grows where it's not supposed to. Learn more here."," The uterus, or womb, is the place where a baby grows when a woman is pregnant. The first sign of a problem with the uterus may be bleeding between periods or after sex. Causes can include hormones, thyroid problems, fibroids , polyps, cancer , infection, or pregnancy. Treatment depends on the cause. Sometimes birth control pills treat hormonal imbalances. If a thyroid problem is the cause, treating it may also stop the bleeding. If you have cancer or hyperplasia, an overgrowth of normal cells in the uterus, you may need surgery. With two other uterine problems, tissue that normally lines the uterus grows where it is not supposed to. In endometriosis , it grows outside the uterus. In adenomyosis, it grows in the uterus's outside walls. Pain medicine may help. Other treatments include hormones and surgery."
Uterine Fibroids,https://medlineplus.gov/uterinefibroids.html,Fibroids are almost always non-cancerous. Symptoms may include heavy bleeding or frequent urination. Here's what you should know about fibroids. ," Uterine fibroids are the most common benign tumors in women of childbearing age. Fibroids are made of muscle cells and other tissues that grow in and around the wall of the uterus, or womb. The cause of fibroids is unknown. Risk factors include being African American or being overweight. Many women with fibroids have no symptoms. If you do have symptoms, they may include Heavy or painful periods or bleeding between periods Feeling ""full"" in the lower abdomen Urinating often Pain during sex Lower back pain Reproductive problems, such as infertility, multiple miscarriages or early labor Your health care provider may find fibroids during a gynecological exam or by using imaging tests. Treatment includes drugs that can slow or stop their growth, or surgery. If you have no symptoms, you may not even need treatment. Many women with fibroids can get pregnant naturally. For those who cannot, infertility treatments may help. NIH: National Institute of Child Health and Human Development"
Vaccine Safety,https://medlineplus.gov/vaccinesafety.html,Vaccines protect you and your family from disease. Learn about vaccine safety in the United States. It includes a thorough process of testing and evaluating vaccines before they can be approved.," What are vaccines? Vaccines play an important role in keeping us healthy. They protect us from serious and sometimes deadly diseases. Vaccines are injections (shots), liquids, pills, or nasal sprays that you take to teach your body's immune system to recognize and defend against harmful germs. The germs could be viruses or bacteria . Some types of vaccines contain germs that cause disease. But the germs have been killed or weakened enough that they won't make you sick. Some vaccines only contain a part of a germ. Other types of vaccines include instructions for your cells to make a protein of the germ. These different vaccine types all spark an immune response, which helps your body fight off the germs. Your immune system will also remember the germ and attack it if that germ ever invades again. This protection against a certain disease is called immunity. These diseases can be very serious. Because of this, getting immunity from a vaccine is safer than getting immunity by being sick with the disease. And for a few vaccines, getting vaccinated can actually give you a better immune response than getting the disease would. Do vaccines cause side effects? As with medicines, any vaccine can cause side effects. Most of the time the side effects are minor, such as a sore arm, fatigue , or mild fever . They usually go away within a few days. These common side effects are often a sign that your body is starting to build immunity against a disease. Serious side effects from vaccines can happen, but they are very rare. These side effects could include a severe allergic reaction . Other possible side effects are different for each vaccine. Talk with your health care provider if you're concerned about your health after getting vaccinated. Some people worry that childhood vaccines could cause autism spectrum disorder (ASD). But many scientific studies have looked at this and have found no link between vaccines and ASD. How are vaccines tested for safety? Every vaccine that is approved in the United States goes through extensive safety testing. It starts with testing and evaluation of the vaccine before it's approved by the Food and Drug Administration (FDA). This process can often take several years. First, the vaccine is tested in labs. Based on those tests, the FDA decides whether to test the vaccine with people. Testing with people is done through clinical trials . In these trials, the vaccines are tested on volunteers. Clinical trials usually start with 20 to 100 volunteers, but eventually include thousands of volunteers. The clinical trials have three phases. The trials are looking for the answer to important questions such as Is the vaccine safe? What dose (amount) works best? How does the immune system react to it? How effective is it? During the process, the FDA works closely with the company who makes the vaccine to evaluate the vaccine's safety and effectiveness. If the vaccine is found to be safe and effective, it will be approved and licensed by the FDA. After a vaccine is licensed, experts may consider adding it to the recommended vaccine, or immunization, schedule. This schedule is from the Centers for Disease Control and Prevention (CDC). It lists which vaccines are recommended for different groups of people. They list which age groups should get which vaccines, how many doses they need, and when they should get them. Testing and monitoring continue after the vaccine is approved: The company making the vaccines tests every batch of vaccines for quality and safety. The FDA reviews the results of these tests. It also inspects the factories where the vaccine is made. These checks help make sure the vaccines meet standards for quality and safety. The FDA, CDC, and other federal agencies continue to monitor its safety, to watch for possible side effects. They have systems to track any safety issues with the vaccines. These high safety standards and testing help to make sure that vaccines in the United States are safe. Vaccines help protect against serious, even deadly, diseases. They not only protect you, but also help to keep these diseases from spreading to others."
Vaccines,https://medlineplus.gov/vaccines.html,"Vaccines, also called immunizations or inoculations, can prevent many life-threatening diseases. Learn about how they protect you and which ones you need."," What are vaccines? Vaccines are injections (shots), liquids, pills, or nasal sprays that you take to teach your body's immune system to recognize and defend against harmful germs. For example, there are vaccines to protect against Viruses , like the ones that cause the flu and COVID-19 Bacteria , including tetanus, diphtheria, and pertussis What are the types of vaccines? There are several types of vaccines: Live-attenuated vaccines use a weakened form of the germ Inactivated vaccines use a killed version of the germ Subunit, recombinant, polysaccharide, and conjugate vaccines use only specific pieces of the germ, such as its protein, sugar, or casing Toxoid vaccines that use a toxin (harmful product) made by the germ mRNA vaccines use messenger RNA, which gives your cells instructions for how to make a protein or (piece of a protein) of the germ Viral vector vaccines use genetic material, which gives your cells instructions for making a protein of the germ. These vaccines also contain a different, harmless virus that helps get the genetic material into your cells. Vaccines work in different ways, but they all spark an immune response. The immune response is the way your body defends itself against substances it sees as foreign or harmful. These substances include germs that can cause disease. What happens in an immune response? There are different steps in the immune response: When a germ invades, your body sees it as foreign Your immune system helps your body fight off the germ Your immune system also remembers the germ. It will attack the germ if it ever invades again. This ""memory"" protects you against the disease that the germ causes. This type of protection is called immunity. What are immunization and vaccination? Immunization is the process of becoming protected against a disease. But it can also mean the same thing as vaccination, which is getting a vaccine to become protected against a disease. Why are vaccines important? Vaccines are important because they protect you against many diseases. These diseases can be very serious. So getting immunity from a vaccine is safer than getting immunity by being sick with the disease. And for a few vaccines, getting vaccinated can actually give you a better immune response than getting the disease would. But vaccines don't just protect you. They also protect the people around you through community immunity. What is community immunity? Community immunity, or herd immunity, is the idea that vaccines can help keep communities healthy. Normally, germs can travel quickly through a community and make a lot of people sick. If enough people get sick, it can lead to an outbreak. But when enough people are vaccinated against a certain disease, it's harder for that disease to spread to others. This type of protection means that the entire community is less likely to get the disease. Community immunity is especially important for people who can't get certain vaccines. For example, they may not be able to get a vaccine because they have weakened immune systems. Others may be allergic to certain vaccine ingredients. And newborn babies are too young to get some vaccines. Community immunity can help to protect them all. Are vaccines safe? Vaccines are safe . They must go through extensive safety testing and evaluation before they are approved in the United States. What is a vaccine schedule? A vaccine, or immunization, schedule lists which vaccines are recommended for different groups of people. It includes who should get the vaccines, how many doses they need, and when they should get them. In the United States, the Centers for Disease Control and Prevention (CDC) publishes the vaccine schedule. It's important for both children and adults to get their vaccines according to the schedule. Following the schedule allows them to get protection from the diseases at exactly the right time."
Vaginal Bleeding,https://medlineplus.gov/vaginalbleeding.html,"Vaginal bleeding is different from a period. It may last for weeks, or is between periods, before puberty, or after menopause. Learn about the causes."," Menstruation, or period, is a woman's monthly bleeding.Abnormal vaginal bleeding is different from normal menstrual periods. It could be bleeding that is between periods, is very heavy, or lasts much longer than usual. It also includes bleeding that happens before puberty or after menopause. Causes can include Uterine fibroids or polyps Hormone problems Hormone pills, such as birth control pills and hormone replacement therapy (menopausal hormone therapy) Cancer of the cervix , ovaries , uterus or vagina Thyroid problems Bleeding during pregnancy can have several different causes. It is not always serious, but to be safe you should contact your health care provider right away. Pelvic exams, blood tests, imaging tests , and other procedures can help your health care provider diagnose the problem. Treatment depends on the cause. Treatments may include medicines, hormones, and surgery."
Vaginal Cancer,https://medlineplus.gov/vaginalcancer.html,Vaginal cancer is not very common and can be found early with a pap smear. Learn about risk factors such as HPV and the treatment options available.," Vaginal cancer is a rare type of cancer. It is more common in women 60 and older. You are also more likely to get it if you have had a human papillomavirus ( HPV ) infection or if your mother took diethylstilbestrol (DES) when she was pregnant. Doctors prescribed DES in the 1950's to prevent miscarriages. You are also at higher risk if you have had abnormal cells in the vagina, cervix, or uterus. It often doesn't have early symptoms. However, see your doctor if you notice Bleeding that is not your period A vaginal lump Pelvic pain A Pap test can find abnormal cells that may be cancer. Vaginal cancer can often be cured in its early stages. Treatment might include surgery, radiation therapy, and chemotherapy. NIH: National Cancer Institute"
Vaginal Diseases,https://medlineplus.gov/vaginaldiseases.html,"Vaginal diseases can cause uncomfortable symptoms like itching, burning, and pain. Read about vaginitis (inflammation) and other vaginal problems."," Vaginal problems are some of the most common reasons women go to the doctor. They may have symptoms such as Itching Burning Pain Abnormal bleeding Discharge One common problem is vaginitis , an inflammation of the vagina. Other problems that affect the vagina include sexually transmitted diseases, vaginal cancer , and vulvar cancer . Treatment of vaginal problems depends on the cause."
