index	pickup	dropoff	passengers	distance	fare	tip	tolls	total	color	payment	pickup_zone	dropoff_zone	pickup_borough	dropoff_borough
4442	2019-03-06 13:50:17	2019-03-06 14:34:36	1	19.99	52.0	11.71	5.76	70.27	yellow	credit card	JFK Airport	Central Harlem North	Queens	Manhattan
4443	2019-03-08 15:52:02	2019-03-08 16:05:17	1	1.15	9.5	1.0	0.0	13.8	yellow	credit card	Lincoln Square West	Upper West Side South	Manhattan	Manhattan
4444	2019-03-26 07:04:54	2019-03-26 07:11:34	1	1.2	6.5	1.96	0.0	11.76	yellow	credit card	Gramercy	Midtown Center	Manhattan	Manhattan
4445	2019-03-13 18:38:38	2019-03-13 18:44:02	1	0.64	5.0	1.86	0.0	11.16	yellow	credit card	Upper East Side North	East Harlem South	Manhattan	Manhattan
4446	2019-03-30 11:00:44	2019-03-30 11:16:46	1	2.2	12.0	3.05	0.0	18.35	yellow	credit card	Yorkville East	Midtown Center	Manhattan	Manhattan
4447	2019-03-05 17:23:52	2019-03-05 17:32:27	1	0.89	7.0	1.7	0.0	13.0	yellow	credit card	Midtown East	Upper East Side South	Manhattan	Manhattan
4448	2019-03-17 21:43:06	2019-03-17 21:46:56	2	0.73	4.5	1.24	0.0	9.54	yellow	credit card	Penn Station/Madison Sq West	West Chelsea/Hudson Yards	Manhattan	Manhattan
4449	2019-03-16 20:39:27	2019-03-16 20:45:47	3	1.1	6.0	1.5	0.0	11.3	yellow	credit card	Little Italy/NoLiTa	TriBeCa/Civic Center	Manhattan	Manhattan
4450	2019-03-11 19:55:58	2019-03-11 20:04:39	1	1.21	7.5	2.36	0.0	14.16	yellow	credit card	Midtown Center	Times Sq/Theatre District	Manhattan	Manhattan
4451	2019-03-02 18:27:57	2019-03-02 18:54:12	2	4.9	21.0	4.86	0.0	29.16	yellow	credit card	Union Sq	Upper West Side North	Manhattan	Manhattan
4452	2019-03-31 12:41:46	2019-03-31 13:21:10	1	4.4	25.0	6.0	0.0	34.3	yellow	credit card	Lenox Hill West	West Chelsea/Hudson Yards	Manhattan	Manhattan
4453	2019-03-13 22:54:01	2019-03-13 22:57:07	2	0.5	4.0	1.2	0.0	9.0	yellow	credit card	Lincoln Square West	Upper West Side South	Manhattan	Manhattan
4454	2019-03-08 11:05:49	2019-03-08 11:10:21	0	0.9	5.5	1.75	0.0	10.55	yellow	credit card	East Village	Gramercy	Manhattan	Manhattan
4455	2019-03-12 22:54:21	2019-03-12 23:41:22	1	11.04	38.5	0.0	0.0	42.3	yellow	cash	Lincoln Square East	Flatbush/Ditmas Park	Manhattan	Brooklyn
4456	2019-03-13 10:20:59	2019-03-13 10:42:56	1	2.23	14.0	0.0	0.0	17.3	yellow	credit card	TriBeCa/Civic Center	Greenwich Village South	Manhattan	Manhattan
4457	2019-03-07 09:40:48	2019-03-07 09:59:59	3	1.82	12.5	3.95	0.0	19.75	yellow	credit card	Lenox Hill West	Times Sq/Theatre District	Manhattan	Manhattan
4458	2019-03-31 10:43:05	2019-03-31 10:51:34	2	1.0	7.0	0.0	0.0	10.3	yellow	cash	Clinton West	Clinton East	Manhattan	Manhattan
4459	2019-03-30 07:35:42	2019-03-30 07:43:33	5	2.84	10.0	0.0	0.0	13.3	yellow	cash	Manhattanville	Upper West Side South	Manhattan	Manhattan
4460	2019-03-07 20:16:17	2019-03-07 20:22:48	1	0.74	6.0	1.96	0.0	11.76	yellow	credit card	Kips Bay	Midtown East	Manhattan	Manhattan
4461	2019-03-01 17:38:01	2019-03-01 18:11:26	1	9.27	30.0	10.02	5.76	50.08	yellow	credit card	Midtown East	LaGuardia Airport	Manhattan	Queens
4462	2019-03-07 14:39:16	2019-03-07 14:42:55	1	0.5	4.5	0.0	0.0	7.8	yellow	cash	Yorkville West	Lenox Hill West	Manhattan	Manhattan
4463	2019-03-09 22:46:15	2019-03-09 23:12:11	2	3.84	17.5	2.13	0.0	23.43	yellow	credit card	Lincoln Square East	Gramercy	Manhattan	Manhattan
4464	2019-03-06 15:37:42	2019-03-06 15:54:11	1	2.9	13.5	3.35	0.0	20.15	yellow	credit card	TriBeCa/Civic Center	Penn Station/Madison Sq West	Manhattan	Manhattan
4465	2019-03-26 19:18:00	2019-03-26 19:22:14	1	0.75	5.0	1.86	0.0	11.16	yellow	credit card	Lenox Hill West	Upper East Side North	Manhattan	Manhattan
4466	2019-03-24 03:17:59	2019-03-24 03:52:41	1	14.8	43.5	0.0	0.0	47.3	yellow	cash	Midtown Center		Manhattan	
4467	2019-03-17 15:08:07	2019-03-17 15:26:35	1	4.23	17.0	0.0	0.0	17.8	yellow	cash	LaGuardia Airport	Elmhurst	Queens	Queens
4468	2019-03-23 21:12:38	2019-03-23 21:33:18	0	1.8	13.5	1.2	0.0	18.5	yellow	credit card	Midtown South	Midtown North	Manhattan	Manhattan
4469	2019-03-27 14:40:43	2019-03-27 14:58:14	1	3.49	15.5	3.76	0.0	22.56	yellow	credit card	East Village	Financial District North	Manhattan	Manhattan
4470	2019-03-22 19:03:02	2019-03-22 19:26:40	1	3.5	16.5	2.0	0.0	22.8	yellow	credit card	Garment District	Financial District North	Manhattan	Manhattan
4471	2019-03-11 10:10:47	2019-03-11 10:23:47	1	1.92	10.0	2.66	0.0	15.96	yellow	credit card	Murray Hill	West Village	Manhattan	Manhattan
4472	2019-03-06 22:13:29	2019-03-06 22:17:35	2	0.55	4.5	1.66	0.0	9.96	yellow	credit card	Kips Bay	Kips Bay	Manhattan	Manhattan
4473	2019-03-11 08:13:03	2019-03-11 08:18:12	1	0.6	5.5	1.75	0.0	10.55	yellow	credit card	Upper East Side North	Upper East Side North	Manhattan	Manhattan
4474	2019-03-09 00:20:47	2019-03-09 00:27:37	4	0.7	6.0	0.0	0.0	9.8	yellow		East Village	Stuy Town/Peter Cooper Village	Manhattan	Manhattan
4475	2019-03-06 18:04:10	2019-03-06 18:21:41	2	1.77	12.0	3.26	0.0	19.56	yellow	credit card	Murray Hill	West Village	Manhattan	Manhattan
4476	2019-03-06 19:04:49	2019-03-06 19:15:37	2	0.98	8.0	1.96	0.0	11.76	yellow	credit card	Park Slope	Downtown Brooklyn/MetroTech	Brooklyn	Brooklyn
4477	2019-03-16 09:33:22	2019-03-16 09:35:14	3	0.66	4.0	0.0	0.0	7.3	yellow	cash	Upper West Side South	Lincoln Square East	Manhattan	Manhattan
4478	2019-03-04 14:13:31	2019-03-04 14:24:15	1	1.22	8.5	2.36	0.0	14.16	yellow	credit card	Greenwich Village North	Meatpacking/West Village West	Manhattan	Manhattan
4479	2019-03-13 20:08:04	2019-03-13 20:12:48	3	0.9	5.5	0.0	0.0	9.3	yellow	cash	Lenox Hill West	Yorkville West	Manhattan	Manhattan
4480	2019-03-24 08:23:04	2019-03-24 08:31:30	5	2.57	9.5	2.56	0.0	15.36	yellow	credit card	Midtown South	Upper East Side North	Manhattan	Manhattan
4481	2019-03-28 19:13:03	2019-03-28 19:49:59	1	6.31	27.5	6.36	0.0	38.16	yellow	credit card	Upper East Side North	TriBeCa/Civic Center	Manhattan	Manhattan
4482	2019-03-19 23:47:47	2019-03-20 00:00:00	1	1.7	9.5	2.65	0.0	15.95	yellow	credit card	Sutton Place/Turtle Bay North	Midtown South	Manhattan	Manhattan
4483	2019-03-30 12:48:47	2019-03-30 12:49:13	6	0.0	2.5	0.0	0.0	3.3	yellow	credit card	East Chelsea	East Chelsea	Manhattan	Manhattan
4484	2019-03-27 13:36:40	2019-03-27 14:34:04	6	18.94	59.5	0.0	5.76	68.56	yellow	cash	Morningside Heights	Flatlands	Manhattan	Brooklyn
4485	2019-03-23 16:43:56	2019-03-23 16:46:36	5	0.39	4.0	0.96	0.0	5.76	yellow	credit card	Manhattan Valley	Upper West Side North	Manhattan	Manhattan
4486	2019-03-04 08:40:26	2019-03-04 08:59:39	1	2.98	14.0	3.46	0.0	20.76	yellow	credit card	Upper East Side North	Midtown South	Manhattan	Manhattan
4487	2019-03-08 15:50:34	2019-03-08 16:16:39	1	4.54	20.0	5.0	0.0	25.8	yellow	credit card	Washington Heights South	East Harlem North	Manhattan	Manhattan
4488	2019-03-19 11:26:49	2019-03-19 11:52:51	1	10.85	33.5	8.51	5.76	51.07	yellow	credit card	Sutton Place/Turtle Bay North	LaGuardia Airport	Manhattan	Queens
4489	2019-03-16 16:46:39	2019-03-16 16:49:17	1	0.37	4.0	1.46	0.0	8.76	yellow	credit card	Midtown South	Midtown South	Manhattan	Manhattan
4490	2019-03-13 18:50:04	2019-03-13 19:00:31	1	2.05	9.0	0.0	0.0	13.3	yellow	cash	Lenox Hill West	East Harlem South	Manhattan	Manhattan
4491	2019-03-29 16:55:56	2019-03-29 17:00:15	2	0.5	5.0	1.85	0.0	11.15	yellow	credit card	Upper East Side South	Midtown North	Manhattan	Manhattan
4492	2019-03-16 12:29:23	2019-03-16 12:59:02	0	11.3	34.5	10.85	5.76	54.41	yellow	credit card	LaGuardia Airport	Midtown South	Queens	Manhattan
4493	2019-03-10 09:55:13	2019-03-10 10:03:55	1	3.1	11.0	2.85	0.0	17.15	yellow	credit card	Lower East Side	Financial District North	Manhattan	Manhattan
4494	2019-03-20 18:26:04	2019-03-20 18:47:05	3	3.18	15.5	0.0	0.0	19.8	yellow	cash	Manhattan Valley	Lenox Hill West	Manhattan	Manhattan
4495	2019-03-26 06:42:19	2019-03-26 06:48:05	1	0.9	6.0	1.85	0.0	11.15	yellow	credit card	Clinton East	Midtown Center	Manhattan	Manhattan
4496	2019-03-22 23:15:54	2019-03-22 23:21:51	1	0.85	5.5	0.0	0.0	9.3	yellow	cash	Murray Hill	Greenwich Village North	Manhattan	Manhattan
4497	2019-03-10 00:34:10	2019-03-10 00:59:42	1	8.45	27.0	0.0	0.0	30.8	yellow	credit card	Penn Station/Madison Sq West	East Concourse/Concourse Village	Manhattan	Bronx
4498	2019-03-26 19:28:05	2019-03-26 19:40:19	1	1.9	10.0	2.85	0.0	17.15	yellow	credit card	Midtown South	Upper East Side South	Manhattan	Manhattan
4499	2019-03-15 16:53:20	2019-03-15 17:24:47	1	3.83	21.0	5.06	0.0	30.36	yellow	credit card	Midtown East	TriBeCa/Civic Center	Manhattan	Manhattan
4500	2019-03-04 20:02:25	2019-03-04 20:17:35	1	4.82	17.0	4.16	0.0	24.96	yellow	credit card	East Chelsea	Upper West Side North	Manhattan	Manhattan
4501	2019-03-12 07:04:41	2019-03-12 07:14:40	2	1.75	8.5	1.2	0.0	13.0	yellow	credit card	West Chelsea/Hudson Yards	Midtown Center	Manhattan	Manhattan
4502	2019-03-08 13:32:58	2019-03-08 13:39:34	1	0.95	6.0	1.86	0.0	11.16	yellow	credit card	Midtown Center	Upper East Side South	Manhattan	Manhattan
4503	2019-03-16 15:33:38	2019-03-16 15:47:42	1	1.5	10.0	2.65	0.0	15.95	yellow	credit card	Greenwich Village North	East Chelsea	Manhattan	Manhattan
4504	2019-03-23 11:21:20	2019-03-23 11:26:13	1	0.76	5.5	1.76	0.0	10.56	yellow	credit card	Lenox Hill West	Upper East Side South	Manhattan	Manhattan
4505	2019-03-15 19:42:31	2019-03-15 19:47:31	1	0.8	5.5	1.47	0.0	11.27	yellow	credit card	Kips Bay	Gramercy	Manhattan	Manhattan
4506	2019-03-31 12:41:42	2019-03-31 12:44:52	5	0.77	4.5	1.56	0.0	9.36	yellow	credit card	Upper West Side South	Lincoln Square East	Manhattan	Manhattan
4507	2019-03-05 14:37:50	2019-03-05 14:56:18	1	4.7	18.0	2.0	0.0	23.3	yellow	credit card	Financial District North	Gramercy	Manhattan	Manhattan
4508	2019-03-21 16:14:32	2019-03-21 16:23:58	1	1.02	7.5	2.36	0.0	14.16	yellow	credit card	Penn Station/Madison Sq West	West Chelsea/Hudson Yards	Manhattan	Manhattan
4509	2019-03-08 00:59:14	2019-03-08 01:15:26	1	4.39	16.0	5.94	0.0	25.74	yellow	credit card	TriBeCa/Civic Center	Prospect-Lefferts Gardens	Manhattan	Brooklyn
4510	2019-03-31 19:00:02	2019-03-31 19:12:32	1	1.5	9.0	5.0	0.0	17.3	yellow	credit card	Times Sq/Theatre District	Midtown South	Manhattan	Manhattan
4511	2019-03-31 13:45:10	2019-03-31 13:52:55	1	1.0	7.0	1.56	0.0	9.36	yellow	credit card	Morningside Heights	Manhattan Valley	Manhattan	Manhattan
4512	2019-03-02 18:22:31	2019-03-02 18:33:00	1	1.47	8.5	2.36	0.0	14.16	yellow	credit card	West Village	Flatiron	Manhattan	Manhattan
4513	2019-03-01 18:12:55	2019-03-01 18:26:37	1	1.9	10.5	2.96	0.0	17.76	yellow	credit card	Upper East Side North	Midtown Center	Manhattan	Manhattan
4514	2019-03-07 23:47:42	2019-03-07 23:57:40	2	1.4	8.5	1.0	0.0	13.3	yellow	credit card	Meatpacking/West Village West	SoHo	Manhattan	Manhattan
4515	2019-03-31 09:42:47	2019-03-31 09:53:15	1	1.9	9.0	0.0	0.0	12.3	yellow		Garment District	West Chelsea/Hudson Yards	Manhattan	Manhattan
4516	2019-03-20 14:53:51	2019-03-20 15:00:25	1	0.82	5.0	2.08	0.0	10.38	yellow	credit card	Sutton Place/Turtle Bay North	Murray Hill	Manhattan	Manhattan
4517	2019-03-22 01:46:15	2019-03-22 01:47:49	1	0.46	3.5	1.46	0.0	8.76	yellow	credit card	Greenwich Village South	Greenwich Village North	Manhattan	Manhattan
4518	2019-03-06 14:40:57	2019-03-06 14:54:14	2	1.16	9.5	0.0	0.0	12.8	yellow	cash	East Chelsea	Clinton East	Manhattan	Manhattan
4519	2019-03-22 23:00:04	2019-03-22 23:08:53	2	1.1	7.5	3.35	0.0	14.65	yellow	credit card	Clinton East	Midtown North	Manhattan	Manhattan
4520	2019-03-07 08:33:04	2019-03-07 08:41:34	1	0.9	7.0	3.05	0.0	13.35	yellow	credit card	Penn Station/Madison Sq West	Union Sq	Manhattan	Manhattan
4521	2019-03-31 11:38:35	2019-03-31 11:43:44	1	0.61	5.0	1.66	0.0	9.96	yellow	credit card	Union Sq	East Chelsea	Manhattan	Manhattan
4522	2019-03-08 13:22:35	2019-03-08 13:34:50	1	2.21	10.0	2.66	0.0	15.96	yellow	credit card	Sutton Place/Turtle Bay North	Gramercy	Manhattan	Manhattan
4523	2019-03-13 20:16:52	2019-03-13 20:25:30	1	1.06	7.0	1.5	0.0	12.3	yellow	credit card	Midtown East	Murray Hill	Manhattan	Manhattan
4524	2019-03-31 17:25:04	2019-03-31 17:30:29	1	1.09	6.0	0.0	0.0	6.8	yellow	credit card	Bloomingdale	Central Harlem	Manhattan	Manhattan
4525	2019-03-22 21:56:13	2019-03-22 22:02:58	1	1.03	6.5	0.0	0.0	10.3	yellow	cash	Times Sq/Theatre District	West Chelsea/Hudson Yards	Manhattan	Manhattan
4526	2019-03-24 18:47:21	2019-03-24 18:50:05	1	0.37	4.0	0.0	0.0	7.3	yellow	cash	East Village	East Village	Manhattan	Manhattan
4527	2019-03-19 10:54:46	2019-03-19 11:11:31	1	2.0	12.0	3.06	0.0	18.36	yellow	credit card	Upper East Side South	Upper East Side North	Manhattan	Manhattan
4528	2019-03-08 08:27:20	2019-03-08 08:38:39	1	1.4	8.5	2.35	0.0	14.15	yellow	credit card	Upper West Side North	East Harlem South	Manhattan	Manhattan
4529	2019-03-12 23:09:46	2019-03-12 23:40:09	1	6.4	25.5	5.85	0.0	35.15	yellow	credit card	East Chelsea	East Williamsburg	Manhattan	Brooklyn
4530	2019-03-09 12:56:28	2019-03-09 13:15:57	5	3.18	14.5	1.0	0.0	18.8	yellow	credit card	Yorkville West	Lincoln Square West	Manhattan	Manhattan
4531	2019-03-11 21:11:38	2019-03-11 21:17:43	1	0.69	5.5	1.86	0.0	11.16	yellow	credit card	East Chelsea	Garment District	Manhattan	Manhattan
4532	2019-03-12 23:09:03	2019-03-12 23:42:10	1	16.79	47.5	10.26	0.0	61.56	yellow	credit card	Financial District South	Allerton/Pelham Gardens	Manhattan	Bronx
4533	2019-03-28 22:29:41	2019-03-28 22:45:48	5	6.72	20.5	0.0	0.0	21.8	yellow	cash	JFK Airport	Richmond Hill	Queens	Queens
4534	2019-03-06 09:25:47	2019-03-06 09:30:36	1	0.4	5.0	1.66	0.0	9.96	yellow	credit card	Upper East Side North	Upper East Side North	Manhattan	Manhattan
4535	2019-03-08 08:08:55	2019-03-08 08:17:38	2	1.25	7.5	2.7	0.0	13.5	yellow	credit card	Bloomingdale	Upper West Side South	Manhattan	Manhattan
4536	2019-03-19 17:20:55	2019-03-19 17:24:15	1	0.82	4.5	1.76	0.0	10.56	yellow	credit card	Upper West Side South	Upper West Side South	Manhattan	Manhattan
4537	2019-03-18 06:42:46	2019-03-18 06:50:52	1	3.1	11.0	2.85	0.0	17.15	yellow	credit card	Yorkville East	Midtown East	Manhattan	Manhattan
4538	2019-03-27 12:03:37	2019-03-27 12:21:56	1	2.33	13.0	0.0	0.0	16.3	yellow	cash	Greenwich Village North	West Chelsea/Hudson Yards	Manhattan	Manhattan
4539	2019-03-29 17:55:03	2019-03-29 17:59:32	1	0.3	5.0	1.85	0.0	11.15	yellow	credit card	West Chelsea/Hudson Yards	Clinton West	Manhattan	Manhattan
4540	2019-03-14 09:48:30	2019-03-14 09:57:43	5	1.22	7.5	2.16	0.0	12.96	yellow	credit card	Greenwich Village South	West Village	Manhattan	Manhattan
4541	2019-03-09 11:04:42	2019-03-09 11:13:15	2	0.98	7.0	2.06	0.0	12.36	yellow	credit card	Union Sq	Stuy Town/Peter Cooper Village	Manhattan	Manhattan
4542	2019-03-01 14:57:16	2019-03-01 15:05:48	1	1.09	7.0	1.03	0.0	11.33	yellow	credit card	Upper East Side South	Midtown Center	Manhattan	Manhattan
4543	2019-03-03 22:01:58	2019-03-03 22:12:17	1	2.05	9.0	0.0	0.0	12.8	yellow	cash	Greenwich Village South	World Trade Center	Manhattan	Manhattan
4544	2019-03-14 01:16:04	2019-03-14 01:23:43	1	1.01	6.5	0.0	0.0	10.3	yellow	cash	Midtown Center	Clinton East	Manhattan	Manhattan
4545	2019-03-22 11:03:23	2019-03-22 11:09:58	1	0.8	6.0	2.75	0.0	12.05	yellow	credit card	Lincoln Square East	Lincoln Square East	Manhattan	Manhattan
4546	2019-03-01 15:25:52	2019-03-01 15:59:16	1	12.89	38.0	9.41	5.76	56.47	yellow	credit card	World Trade Center	LaGuardia Airport	Manhattan	Queens
4547	2019-03-05 17:47:00	2019-03-05 17:52:09	0	0.6	5.5	2.9	0.0	12.7	yellow	credit card	Upper East Side South	Lincoln Square East	Manhattan	Manhattan
4548	2019-03-23 23:49:45	2019-03-24 00:04:03	3	2.8	12.0	3.16	0.0	18.96	yellow	credit card	Meatpacking/West Village West	Central Park	Manhattan	Manhattan
4549	2019-03-27 10:07:33	2019-03-27 10:19:15	3	1.24	8.5	0.0	0.0	11.8	yellow	cash	Central Park	Lenox Hill West	Manhattan	Manhattan
4550	2019-03-02 17:42:00	2019-03-02 17:42:06	1	0.0	2.5	0.0	0.0	3.3	yellow	cash	Long Island City/Hunters Point	Long Island City/Hunters Point	Queens	Queens
4551	2019-03-09 19:27:55	2019-03-09 19:44:13	3	1.8	11.5	1.48	0.0	16.28	yellow	credit card	Lincoln Square East	Clinton East	Manhattan	Manhattan
4552	2019-03-09 17:46:51	2019-03-09 17:59:41	2	0.9	9.0	1.0	0.0	13.3	yellow	credit card	Penn Station/Madison Sq West	Flatiron	Manhattan	Manhattan
4553	2019-03-27 12:59:37	2019-03-27 13:31:38	1	8.76	31.0	10.29	0.0	44.59	yellow	credit card	Upper East Side North	Brooklyn Heights	Manhattan	Brooklyn
4554	2019-03-11 20:49:48	2019-03-11 20:57:45	1	1.79	8.0	1.25	0.0	13.05	yellow	credit card	Midtown East	Upper East Side North	Manhattan	Manhattan
4555	2019-03-05 18:25:49	2019-03-05 18:32:40	5	0.61	6.0	0.0	0.0	10.3	yellow	cash	Gramercy	Midtown South	Manhattan	Manhattan
4556	2019-03-21 14:33:58	2019-03-21 14:58:38	1	2.2	15.5	2.0	0.0	20.8	yellow	credit card	Union Sq	Midtown North	Manhattan	Manhattan
4557	2019-03-10 17:36:40	2019-03-10 17:43:57	1	1.04	6.5	0.0	0.0	9.8	yellow	cash	Garment District	Midtown North	Manhattan	Manhattan
4558	2019-03-19 16:56:47	2019-03-19 17:21:07	1	3.27	16.5	5.2	0.0	26.0	yellow	credit card	Lincoln Square West	Union Sq	Manhattan	Manhattan
4559	2019-03-01 22:19:46	2019-03-01 22:30:47	1	1.5	9.0	2.55	0.0	15.35	yellow	credit card	East Village	Midtown South	Manhattan	Manhattan
4560	2019-03-29 16:35:52	2019-03-29 17:04:43	1	2.48	18.5	2.0	0.0	24.8	yellow	credit card	Lincoln Square West	East Chelsea	Manhattan	Manhattan
4561	2019-03-07 08:24:30	2019-03-07 08:45:22	1	1.61	13.5	3.36	0.0	20.16	yellow	credit card	Upper West Side North	Upper East Side North	Manhattan	Manhattan
4562	2019-03-03 23:02:48	2019-03-03 23:02:57	1	0.1	20.0	0.0	0.0	20.8	yellow		Long Island City/Hunters Point	Long Island City/Hunters Point	Queens	Queens
4563	2019-03-09 22:47:42	2019-03-09 23:07:26	1	6.36	21.5	0.0	0.0	25.3	yellow	cash	Clinton West	Central Harlem North	Manhattan	Manhattan
4564	2019-03-28 13:33:11	2019-03-28 13:50:32	1	1.32	11.5	2.96	0.0	17.76	yellow	credit card	Penn Station/Madison Sq West	Times Sq/Theatre District	Manhattan	Manhattan
4565	2019-03-08 21:36:24	2019-03-08 21:46:11	1	0.97	7.5	0.0	0.0	11.3	yellow	cash	Murray Hill	Penn Station/Madison Sq West	Manhattan	Manhattan
4566	2019-03-13 13:59:46	2019-03-13 14:14:16	1	2.3	11.5	2.95	0.0	17.75	yellow	credit card	Morningside Heights	Upper East Side North	Manhattan	Manhattan
4567	2019-03-31 14:47:36	2019-03-31 15:04:35	1	1.8	11.5	3.7	0.0	18.5	yellow	credit card	Midtown East	Penn Station/Madison Sq West	Manhattan	Manhattan
4568	2019-03-16 08:28:22	2019-03-16 08:38:14	1	1.4	8.0	0.0	0.0	11.3	yellow	cash	Upper West Side South	Bloomingdale	Manhattan	Manhattan
4569	2019-03-28 09:12:55	2019-03-28 09:44:54	4	3.07	19.5	0.0	0.0	22.8	yellow	cash	Lenox Hill West	Penn Station/Madison Sq West	Manhattan	Manhattan
4570	2019-03-06 08:58:03	2019-03-06 09:14:47	1	3.24	14.0	3.46	0.0	20.76	yellow	credit card	East Village	Sutton Place/Turtle Bay North	Manhattan	Manhattan
4571	2019-03-06 22:39:48	2019-03-06 22:49:05	5	1.69	8.5	1.5	0.0	13.8	yellow	credit card	Midtown North	Murray Hill	Manhattan	Manhattan
4572	2019-03-22 08:29:27	2019-03-22 08:47:35	1	2.7	13.5	3.35	0.0	20.15	yellow	credit card	Upper East Side North	Garment District	Manhattan	Manhattan
4573	2019-03-15 23:32:19	2019-03-15 23:42:56	1	1.34	8.5	0.0	0.0	12.3	yellow	cash	Times Sq/Theatre District	Murray Hill	Manhattan	Manhattan
4574	2019-03-03 18:32:27	2019-03-03 18:33:29	2	0.1	3.0	0.0	0.0	3.8	yellow	cash	Bushwick South	Bushwick South	Brooklyn	Brooklyn
4575	2019-03-18 22:07:12	2019-03-18 22:18:15	2	2.16	9.5	2.66	0.0	15.96	yellow	credit card	Times Sq/Theatre District	Meatpacking/West Village West	Manhattan	Manhattan
4576	2019-03-01 20:20:04	2019-03-01 20:38:15	2	3.8	15.5	3.0	0.0	22.3	yellow	credit card	Lincoln Square East	Meatpacking/West Village West	Manhattan	Manhattan
4577	2019-03-06 17:48:04	2019-03-06 17:52:27	1	0.94	5.0	1.86	0.0	11.16	yellow	credit card	Sutton Place/Turtle Bay North	Murray Hill	Manhattan	Manhattan
4578	2019-03-16 17:40:46	2019-03-16 17:46:03	1	0.98	6.0	1.86	0.0	11.16	yellow	credit card	Battery Park City	Hudson Sq	Manhattan	Manhattan
4579	2019-03-29 23:08:40	2019-03-29 23:17:24	1	0.99	7.0	3.24	0.0	14.04	yellow	credit card	Lenox Hill East	Upper East Side South	Manhattan	Manhattan
4580	2019-03-26 18:06:58	2019-03-26 18:19:02	2	2.0	10.0	2.85	0.0	17.15	yellow	credit card	Central Park	Lenox Hill East	Manhattan	Manhattan
4581	2019-03-13 00:10:53	2019-03-13 00:19:31	1	5.01	15.5	3.86	0.0	23.16	yellow	credit card	Financial District North	Midtown East	Manhattan	Manhattan
4582	2019-03-08 18:38:14	2019-03-08 18:42:48	1	1.05	5.5	0.75	0.0	10.55	yellow	credit card	Sutton Place/Turtle Bay North	Kips Bay	Manhattan	Manhattan
4583	2019-03-14 11:47:01	2019-03-14 12:14:15	1	2.4	17.0	0.0	0.0	20.3	yellow	cash	Lenox Hill East	Kips Bay	Manhattan	Manhattan
4584	2019-03-12 11:06:59	2019-03-12 11:19:27	1	2.79	11.0	0.0	0.0	11.8	yellow	credit card	Yorkville West	Central Harlem	Manhattan	Manhattan
4585	2019-03-31 19:20:41	2019-03-31 19:39:47	1	2.43	13.0	0.0	0.0	16.3	yellow	cash	TriBeCa/Civic Center	East Village	Manhattan	Manhattan
4586	2019-03-07 21:55:40	2019-03-07 21:59:18	1	0.6	4.5	0.0	0.0	8.3	yellow	cash	Upper East Side North	Yorkville West	Manhattan	Manhattan
4587	2019-03-09 22:15:19	2019-03-09 22:30:47	1	2.7	12.5	3.25	0.0	19.55	yellow	credit card	Clinton West	Upper East Side North	Manhattan	Manhattan
4588	2019-03-29 17:34:57	2019-03-29 17:49:48	1	4.9	16.5	4.15	0.0	24.95	yellow	credit card	Financial District North	Murray Hill	Manhattan	Manhattan
4589	2019-03-21 17:20:02	2019-03-21 17:34:22	1	2.55	11.0	0.0	0.0	15.3	yellow	cash	Lincoln Square East	Manhattan Valley	Manhattan	Manhattan
4590	2019-03-13 22:31:15	2019-03-13 22:37:58	3	1.8	8.0	2.35	0.0	14.15	yellow	credit card	Sutton Place/Turtle Bay North	Yorkville East	Manhattan	Manhattan
4591	2019-03-11 21:08:25	2019-03-11 21:14:23	2	0.9	6.0	2.94	0.0	12.74	yellow	credit card	Midtown East	Murray Hill	Manhattan	Manhattan
4592	2019-03-23 22:09:10	2019-03-23 22:21:08	1	1.53	9.0	0.0	0.0	12.8	yellow	cash	Midtown North	Upper West Side South	Manhattan	Manhattan
4593	2019-03-21 14:45:22	2019-03-21 14:55:38	1	1.4	8.5	2.35	0.0	14.15	yellow	credit card	Upper East Side North	Upper West Side South	Manhattan	Manhattan
4594	2019-03-10 23:34:24	2019-03-10 23:42:04	2	1.66	8.0	2.79	0.0	12.09	yellow	credit card	Central Harlem	East Harlem South	Manhattan	Manhattan
4595	2019-03-13 06:34:04	2019-03-13 06:44:49	1	2.21	9.5	1.28	0.0	14.08	yellow	credit card	Sutton Place/Turtle Bay North	Penn Station/Madison Sq West	Manhattan	Manhattan
4596	2019-03-04 13:43:33	2019-03-04 13:49:22	1	0.8	5.5	1.75	0.0	10.55	yellow	credit card	Midtown East	Midtown Center	Manhattan	Manhattan
4597	2019-03-04 19:11:55	2019-03-04 19:20:42	2	1.2	7.5	1.77	0.0	13.57	yellow	credit card	Midtown North	UN/Turtle Bay South	Manhattan	Manhattan
4598	2019-03-10 16:13:48	2019-03-10 16:17:53	1	0.7	4.5	0.0	0.0	7.8	yellow	credit card	Yorkville East	Yorkville West	Manhattan	Manhattan
4599	2019-03-30 12:29:05	2019-03-30 12:33:04	2	0.5	4.5	0.0	0.0	7.8	yellow	cash	Midtown South	Murray Hill	Manhattan	Manhattan
4600	2019-03-30 10:44:41	2019-03-30 11:15:10	2	11.5	36.0	9.0	5.76	54.06	yellow	credit card	Times Sq/Theatre District	LaGuardia Airport	Manhattan	Queens
