text,category
Venue and Governing Law This Agreement shall be governed in all respects by the laws of the State of California.,other
"(a) Subject to Section 2.3(g), upon the written request of the Majority Holders requesting that the Company effect the registration under the Securities Act of all or part of such Designated Holders’ Registrable Securities and specifying the intended method of disposition thereof, the Company will promptly give written notice of such requested registration to all Designated Holders, and thereafter the Company will use its reasonable best efforts to effect as expeditiously as possible the registration under the Securities Act of the following:",other
"Upon the written request of one or more registered holders of Securities, which request will state the intended method of disposition by such holders and will request that the Company effect the registration under the Securities Act of all or part of the Registrable Common Stock (as defined in Section 9.5 hereof) of such holders, the Company will, within ten (10) days after the receipt of such request give written notice of such requested registration to all registered holders of Securities and thereupon (except as expressly provided herein) will use reasonable efforts to effect the registration (""Demand Registration"") under the Securities Act of (x) the shares of Registrable Common Stock included in the initial request for registration (for disposition in accordance with the intended method of disposition stated in such request) and (y) all other shares of Registrable Common Stock the holders of which have made written request to the Company for registration thereof within 15 days after the receipt of such written notice from the Company, provided that:",other
(a) Any notice given under or in connection with any Finance Document shall be in English.,other
20.01 The Parties agree that they are bound by the Ontario Occupational Health and Safety Act.,other
"If an obligation of a Party would otherwise be due to be performed on a day which is not a Business Day in respect of the relevant Allocated Account, such obligation shall be due to be performed on the next succeeding Business Day in respect of that Allocated Account.",other
"Trading Day If any event provided for in this Agreement is scheduled to take place on a day on which the Corporation's corporate offices are not open for business, such event shall take place on the next succeeding day on which the Corporation's corporate offices are open for business.",other
"It is the responsibility of every department to provide the safest working conditions, tools, equipment and work methods for employees. Management and labor must see that all safety rules and good working methods are used by all employees. It is the duty of all employees to use the safety rules and safe methods recommended for their safety. Violations of safety rules are to be considered the same as violation of any other department rule.",other
"The Parties hereto acknowledge that they have requested that this Agreement and all documents ancillary thereto, including all the documentation provided to the Grantee in respect of the Award, be drafted in the English language only. Les parties aux présentes reconnaissent qu’elles ont exigé que la présente convention et tous les documents y afférents, y compris toute la documentation transmise au bénéficiaire relativement à l’octroi des droits prévu aux présentes, soient rédigés en langue anglaise seulement.",other
This Lease shall be governed by and construed in accordance with the laws of the State of Washington.,other
"In the event that any Lender refuses to agree to a proposed amendment, modification, waiver or other action that is consented to by the Required Lenders, then, so long as no Event of Default shall then be continuing, the Borrower shall have the right to substitute for any such Lender a replacement lender or lenders (which may be one or more of the Lenders) reasonably satisfactory to the Administrative Agent.",other
Substitution of Lenders Section 10.19. Effect of Amendment and Restatement of the Existing Credit Agreement Section 10.20. USA PATRIOT Act Notice SCHEDULE I - Disclosure Schedule SCHEDULE II - Debentures SCHEDULE III - Existing Letters of Credit SCHEDULE IV - Commitments EXHIBIT A-1 - Form of Note EXHIBIT A-2 - Form of Swingline Note EXHIBIT B-1 - Form of Borrowing Request EXHIBIT B-2 - Form of Issuance Request EXHIBIT C - Form of Continuation/Conversion Notice EXHIBIT D - Form of Lender Assignment Agreement EXHIBIT E - Form of Borrower Effective Date Certificate EXHIBIT F - Form of Compliance Certificate EXHIBIT G - Form of Perfection Certificate EXHIBIT H - Form of Total Leverage Ratio Certificate EXHIBIT I - Form of Solvency Certificate,other
"This Agreement, together with the other Loan Documents, embodies the entire agreement and understanding among the Company, the Banks and the Agent, and supersedes all prior or contemporaneous agreements and understandings of such Persons, verbal or written, relating to the subject matter hereof and thereof.",other
"(a) At any time or from time to time, if the Partnership shall be requested in writing by the Company, by one or more Affiliates of the Company who Beneficially Own Registrable Securities, or by one or more Holders who Beneficially Own at least 250,000 Registrable Securities, to effect a registration under the Securities Act of Registrable Securities in accordance with this Section 2 (a registration effected by the Partnership pursuant to this Section 2 is referred to as a “Demand Registration”), then the Partnership shall promptly give written notice of such proposed Demand Registration to each Holder and shall offer to include (subject to the terms of this Agreement) in such proposed Demand Registration any Registrable Securities requested to be included in such proposed Demand Registration by such Holders who respond in writing to the Partnership’s notice within 15 days after delivery of such notice (which response shall specify the number of Registrable Securities proposed to be included in such Demand Registration and the intended method of distribution, which may be pursuant to a shelf Registration Statement). Such written Demand Registration request shall specify the number of Registrable Securities requested to be registered, and the anticipated per share price range for such offering, if applicable, and the intended method of distribution (which may be pursuant to a shelf Registration Statement). Following the expiration of such 15-day response period, the Partnership shall use its commercially reasonable efforts to promptly effect such Demand Registration on an appropriate form under the Securities Act of the Registrable Securities which the Partnership has been so requested to register; provided, however, that the Partnership shall not be obligated to effect any Demand Registration under the Securities Act except in accordance with the following provisions: Hou: 3536868.2",other
"severability-governing-law THIS INDENTURE AND THE SECURITIES SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK, WITHOUT GIVING EFFECT TO ANY PRINCIPLES OF CONFLICTS OF LAWS THEREUNDER TO THE EXTENT THE LAWS OF ANOTHER JURISDICTION WOULD BE REQUIRED THEREBY.",other
"request-for-demand-registration In case the Corporation shall receive from the Purchaser a written request that the Corporation effect a registration under the Securities Act with respect to not less than all of the shares of Common Stock subscribed to herein, the Corporation shall as soon as practicable, but in any event within 60 days, file and effect such registration (including, without limitation, appropriate qualification under applicable blue sky or other state securities laws and appropriate compliance with applicable regulations issued under the Securities Act and any other governmental requirements or regulations) as would permit or facilitate the sale and distribution of all such shares of Common Stock. The Corporation shall not be required to effect more than one (1) registration under this Section 14. In addition, during any twenty-four month period, the Corporation shall have the right to delay on one occasion any registration statement filed pursuant to this Section 14 for one (1) period not in excess of thirty (30) days.",other
"You acknowledge the existence of and the need for rules and regulations governing use of Gold’s Gym’s equipment and facilities and participation in programs and services (the “Rules and Regulations”). You acknowledge you will adhere to the Rules and Regulations and agree to comply with the Rules and Regulations as presently in effect and as they may hereafter be modified, amended or supplemented. Gold’s Gym reserves the right to modify, amend or supplement the Rules and Regulations from time to time in its sole discretion. Gold’s Gym may cancel your membership (and with such cancellation any services or products offered by or purchased from Gold’s Gym) at any time for breach of the Rules and Regulations or generally undesirable behavior, as determined by Gold’s Gym in its sole discretion, and you (or Company, if applicable) will not be entitled to a refund of any portion of initiation fees or dues paid to the date of cancellation.",other
"Action by Telephonic Communications Members of the Board, or any committee designated by the Board, may participate in meetings of the Board, or any committee, by means of telephone conference or similar communications equipment that allows all Persons participating in the meeting to hear each other, and such participation in a meeting shall constitute presence in Person at the meeting. If all the participants are participating by telephone conference or similar communications equipment, the meeting shall be deemed to be held at the principal place of business of the Company.",other
"The Holder has expressly requested that this Trust Agreement and all related documents, including notices, be in the English language. Le titulaire a expressément demandé que cette Convention de fiducie et tous documents y afférents, y compris tout avis, soient rédigés en langue anglaise. (Quebec only/Québec seulement)",other
"This Agreement (including any Schedules and Exhibits hereto and the documents and instruments referred to herein that are to be delivered at the Closing) constitutes the entire agreement among the Parties and supersedes any prior understandings, agreements or representations by or between the Parties, or any of them, written or oral, with respect to the subject matter hereof; provided that the Confidentiality Agreement shall remain in effect in accordance with its terms.",other
"Common Areas - <strong>Rules and Regulations</strong> The Lessor reserves the right to establish reasonable written rules and regulations relating to the use of the common areas in the premises, and to establish other reasonable rules and regulations as the Lessor may consider necessary for the general welfare, health, and comfort of all residents in the premises, and for the protection of buildings and property in the premises. The Government’s occupant, to the extent the Lessor’s rules and regulations do not otherwise alter the terms and conditions of this lease or otherwise conflict with Federal law, shall obey all of the rules and regulations that are in effect from time to time and see that all other occupants of the demised premises and all their guests and visitors also observe the rules and regulations.",other
"This Agreement is written in both Chinese and English language in six (6) copies, Party A, Party B and Party C having one (1) copy with equal legal validity; in case there is any conflict between the Chinese version and the English version, the English version shall prevail.",other
"compliance-with-rules-and-regulations The printed rules and regulations attached to this lease are made a part of this agreement which together form the entire agreement. Failure of Tenant to observe and exercise compliance with these rules and regulations, will constitute a breach of this agreement. Landlord reserves the right to make reasonable changes or additions to such rules and regulations and Tenant agrees to comply with such new rules and regulations.",other
compliance-with-governmental-rules-and-regulations The Company has issued various policies and procedures applicable to employees and the Executive including an Employment Policies Manual which sets forth the general human resources policies of the Company and addresses frequently asked questions regarding the Company. The Executive agrees to comply with such policies and procedures except to the extent inconsistent with this Agreement. Such policies and procedures may be changed or adopted in the sole discretion of the Company without advance notice.,other
"This Agreement (and any claims or disputes arising out of or related hereto or to the transactions contemplated hereby or to the inducement of any Party to enter herein, whether for breach of contract, tortious conduct or otherwise and whether predicated on common law, statute or otherwise) shall be governed by and construed and interpreted in accordance with the Laws of the State of Delaware, irrespective of the choice of Laws principles of the State of Delaware, including all matters of validity, construction, effect, enforceability, performance and remedies.",other
"Next Business Day Monday through Friday, excluding days on which the New York Stock Exchange is not open for business.",other
"(a) Each Obligor hereby agrees that except to the extent provided in clause (i) of the final sentence of Section 5.01, it will provide to the Administrative Agent all information, documents or other materials that it is obligated to furnish to the Administrative Agent pursuant to this Agreement or any other Loan Document, including, without limitation, all notices, requests, financial statements, financial and other reports, certificates and other information materials, but excluding any such communication that (i) relates to a request for a new, or a conversion of an existing, borrowing or other extension of credit (including any election of an interest rate or interest period relating thereto), (ii) relates to the payment of any principal or other amount due under this Agreement or any other Loan Document prior to the scheduled date therefor, (iii) provides notice of any Default or Event of Default, (iv) is required to be delivered to satisfy any condition precedent to the effectiveness of this Agreement and/or any Borrowing hereunder or (v) initiates or responds to legal process (all such non-excluded information being referred to herein collectively as the “Communications”) by transmitting the Communications in an electronic/soft medium (provided such Communications contain any required signatures) in a format acceptable to the Administrative Agent to xxxxxxxxxxxxxxx@xxxxxxxxx.xxx (or such other e-mail address designated by the Administrative Agent from time to time).",other
"If any Lender requests compensation under Section 13.1, if the Borrower is required to pay any additional amount to any Lender or any Governmental Authority for the account of any Lender pursuant to Section 13.2, if any Lender’s obligations are suspended pursuant to Section 13.4 or if any Lender defaults in its obligation to fund Accommodations hereunder, then the Borrower may either, at its sole expense and effort, upon 10 days’ notice to such Lender and the Agent: (i) repay all outstanding amounts due to such affected Lender (or such portion which has not been acquired pursuant to clause (ii) below) and thereupon such Commitment of the affected Lender shall be permanently cancelled and the aggregate Commitment shall be permanently reduced by the same amount and the Commitment of each of the other Lenders shall remain the same; or (ii) require such Lender to assign, without recourse (in accordance with and subject to the restrictions contained in, and consents required by, Article 20), all of its interests, rights and obligations under this Agreement and the related Loan Documents to an assignee that shall assume such obligations (which assignee may be another Lender, if a Lender accepts such assignment), provided that:",other
"This Agreement, including the Appendix, and the Plan and the other agreements referred to herein and therein and any schedules, exhibits and other documents referred to herein and therein constitute the entire agreement and understanding among the parties hereto in respect of the subject matter hereof and thereof and supersede all prior and contemporaneous arrangements, agreements and understandings, both oral and written, whether in term sheets, presentations or otherwise, among the parties hereto, or between any of them, with respect to the subject matter hereof and thereof.",other
"(a) At any time and from time to time, Investor may make written requests on the Company for the registration under the Securities Act of the shares of Company common stock (the ""Common Stock"") issuable upon conversion of the Series A Shares (the ""Conversion Shares"") having an anticipated aggregate offering price (net of discounts and commissions) of at least $5,000,000. The Company shall have no obligation to file more than two (2) registration statements under the Securities Act with respect to such requests; provided, however, that if the Conversion Shares may be -------- ------- registered on Form S-3 (or any successor form with similar ""short form"" disclosure requirements), the Investor shall have unlimited rights to request registration of its Conversion Shares on Form S-3 (or such successor form), provided, however, that each such registration of -------- ------- Conversion Shares shall have an anticipated aggregate offering price (net of discounts and commissions) of at least $500,000. Each such request described in the preceding two sentences shall be hereinafter referred to as a ""Demand Registration."" Any Demand Registration will specify the number of Conversion Shares proposed to be sold and will also specify the intended method of disposition thereof.",other
"Unless otherwise provided herein, communications may be via e-mail; provided that if communication by e-mail is required under this Agreement, but is not available for any reason, any other suitable means of written communication providing for same or next day delivery shall be used in lieu thereof, including by facsimile transmission or personal delivery.",other
"Choice of <strong>Language</strong> This Deed is drawn up in the English language. If this Deed is translated into another language, the English language text shall in any event prevail.",other
"All pleadings, complaints and other documents filed or presented in connection with, and all proceedings in, any dispute resolution proceeding described in this Section 15.11 must be in the English language.",other
"(a) Notwithstanding anything to the contrary contained in Section 10.01, the Borrowers may with respect to any Specified Lender:",other
"right-to-demand-registration Following receipt of a Demand Notice, the Company shall (subject to any rights set forth in the Existing Stockholders’ Agreement):",other
"consent-of-lender The Borrower shall be permitted to (a) replace with a financial institution or financial institutions, or (b) prepay, without premium or penalty (but subject to Section 2.21), the Loans of, any Lender that (i) requests reimbursement for amounts owing or otherwise results in increased costs imposed on the Borrower or on account of which the Borrower is required to pay additional amounts to any Governmental Authority pursuant to Section 2.19, 2.20 or 2.21 (to the extent a request made by a Lender pursuant to the operation of Section 2.21 is materially greater than requests made by other Lenders) or gives a notice of illegality pursuant to Section 2.22, (ii) is a Defaulting Lender or defaults in its obligation to comply with its obligations under Section 3.4 or (iii) has refused to consent to any waiver or amendment with respect to any Loan Document that requires such Lender’s consent and has been consented to by the Required Lenders; provided that, in the case of a replacement pursuant to clause",other
This Agreement constitutes the entire agreement and understanding of the parties with respect to its subject matter and supersedes all oral communication and prior writings with respect thereto.,other
"Request for Demand Registration (a) If a Purchaser is unable, at any time following the six-month holding period provided in Rule 144, to sell its Registrable Securities pursuant to Rule 144, such Purchaser may demand, in writing, that the Company prepare and file with the Commission a ""Shelf"" Registration Statement covering the resale of all Registrable Securities (or the maximum lesser amount as the Commission allows) for an offering to be made on a continuous basis pursuant to Rule 415. Thereupon, the Company shall as expeditiously as practicable, and in any event on or prior to the Filing Date, use all commercially reasonable efforts to effect the registration on the Registration Statement of all Registrable Securities which the Company has been requested to so register. The Registration Statement shall be on Form S-3 (except if the Company is not then eligible to register for resale the Registrable Securities on Form S-3, in which case such registration shall be on another appropriate form in accordance herewith as the Purchasers may consent) and shall contain (except if otherwise directed by the Purchasers) the ""Plan of Distribution"" substantially in the form attached hereto as Exhibit C.",other
"26.1 For purposes of this Agreement, ""business day"" means any day on which Odyssey's offices are generally open for the transaction of commercial business, but does not in any event include a Saturday, Sunday, civic or statutory holiday in the Province of British Columbia or, if the Shares are listed on the Toronto Stock Exchange, a day which is not a trading day on the Toronto Stock Exchange. In witness whereof this Agreement has been duly executed by the parties hereto as of the date and at the place first above written. ODYSSEY TRUST COMPANY Per: -11- 1Dec2017",other
"applicable-rules-and-regulations All transactions in your Account shall be subject to the constitution, rules, regulations, customs and usages of the exchange or market, and its clearinghouse, if any, where the transactions are executed. Transactions shall also be subject to the provisions of federal and state securities laws, as amended, and to the rules and regulations of the Securities and Exchange Commission and the Board of Governors of the Federal Reserve System. You agree that we or Clearing Firm shall not be liable for any loss caused directly or indirectly by our or its compliance with such rules or regulations or by government restrictions, exchange or market rulings, suspensions of trading, war, acts of terrorism, or other conditions beyond our or its control.",other
"You agree that this Agreement constitutes ""a writing signed by you"" under any applicable law or regulation. To the fullest extent permitted by applicable law, this Agreement and any other agreements, notices or other communications regarding your account and/or your use of the Service (""Communications""), may be provided to you electronically and you agree to receive all Communications from FISTM Integrated Payables in electronic form. Electronic Communications may be posted on the pages within the FISTM Integrated Payables website and/or delivered to your e-mail address. You may print a copy of any Communications and retain it for your records. All Communications in either electronic or paper format will be considered to be in ""writing,"" and to have been received no later than five (5) business days after posting or dissemination, whether or not you have received or retrieved the Communication. FIS reserves the right but assumes no obligation to provide Communications in paper format.",other
"payment-on-non-business-day Where under this Agreement the day on which any act, matter or thing is to be done is a day other than a Business Day, such act, matter or thing shall be done on the immediately succeeding Business Day.",other
"Replacement of Lenders The Borrower may replace any Lender to the extent contemplated by, and in accordance with, Section 10.13.",other
All arbitration proceedings shall be conducted in the English language.,other
"Non-<strong>Business Day</strong> The term ""BUSINESS DAY"" means any day other than a Saturday, Sunday, or other day on which commercial banks in San Francisco, California are authorized or required by law to close.",other
"If any Lender exercises its rights under Section 2.11(b) or requests compensation under Section 2.12, or if the Borrower is required to pay any additional amount to any Lender or any Governmental Authority for account of any Lender pursuant to Section 2.14, or if any Lender becomes a Defaulting Lender, or if any Lender becomes a Non-Consenting Lender, then the Borrower may, at its sole expense and effort, upon notice to such Lender and the Administrative Agent, require such Lender to assign and delegate, without recourse (in accordance with and subject to the restrictions contained in Section 9.04), all its interests, rights and obligations under this Agreement to an assignee that shall assume such obligations (which assignee may be another Lender, if a Lender accepts such assignment); provided that (i) the Borrower shall have received the prior written consent of the Administrative Agent which consent shall not unreasonably be withheld or delayed, (ii) such Lender shall have received payment of an amount equal to the outstanding principal of its Loans, accrued interest thereon, accrued fees and all other amounts payable to it hereunder, from the assignee (to the extent of such outstanding principal and accrued interest and fees) or the Borrower (in the case of all other amounts) and (iii) in the case of any such assignment resulting from a claim for compensation under Section 2.12 or payments required to be made pursuant to Section 2.14, such assignment will result in a reduction in such compensation or payments. A Lender shall not be required to make any such assignment and delegation if prior thereto, as a result of a waiver by such Lender or otherwise, the circumstances entitling the Borrower to require such assignment and delegation cease to apply.",other
"Visiting the Website or sending emails to us constitutes electronic communications. You consent to receive electronic communications and you agree that all agreements, notices, disclosures, and other communications that we provide to you electronically, by email and on the Website, satisfy any legal requirement that such communications be in writing. You acknowledge that we may disclose and transfer any information that you provide through this Website for everyday business purposes, such as to process your transactions and maintain your account(s), as well as for marketing purposes to offer our products and services.",other
"If any Lender requests compensation under Section 3.04, if the Borrowers are required to pay any additional amount to any Lender or any Governmental Authority for the account of any Lender pursuant to Section 3.01, if any Lender is a Defaulting Lender or a Non-Consenting Lender (so long as, in the case of a Non-Consenting Lender, no Default or Event of Default has occurred and is continuing), or if any other circumstance exists hereunder that gives the Borrowers the right to replace a Lender as a party hereto, then the Borrowers may, at their sole expense and effort, upon notice to such Lender and the Administrative Agent, require such Lender to assign and delegate, without recourse (in accordance with and subject to the restrictions contained in, and consents required by, Section 10.06 except as provided in this Section 10.13), all of its interests, rights and obligations under this Agreement and the related Loan Documents (or all of its Revolving Loans and Commitment if so requested by the Borrower) to an assignee that shall assume such obligations (which assignee may be another Lender, if a Lender accepts such assignment), provided that:",other
"The terms of this Agreement, and the Restrictive Covenant Agreement incorporated herein by reference as set forth in Section 5, are intended by the Parties to be the final expression of their agreement with respect to the subject matter hereof and supersede all prior understandings and agreements, whether written or oral, including any prior employment offer letter or employment agreement between Executive and the Company. The Parties further intend that this Agreement shall constitute the complete and exclusive statement of their terms and that no extrinsic evidence whatsoever may be introduced in any judicial, administrative, or other legal proceeding to vary the terms of this Agreement.",other
"(i) Each Lending Party agrees that notices and other communications to it hereunder may be delivered or furnished by electronic communication (including e-mail and Internet or intranet websites) pursuant to procedures approved by Administrative Agent (which include those set forth in the penultimate paragraph of Section 6.02); provided that the foregoing will not apply to notices to any Lending Party pursuant to Article II if such Lending Party has notified Administrative Agent that it is incapable of receiving notices under Article II by electronic communication. In furtherance of the foregoing, each Lending Party hereby agrees to notify Administrative Agent in writing, on or before the date such Lending Party becomes a party to this Agreement, of such Lending Party’s e-mail address to which a notice may be sent (and from time to time thereafter to ensure that Administrative Agent has on record an effective e-mail address for such Lending Party). Each of Administrative Agent and each Borrower may, in its discretion, agree to accept notices and other communications to it hereunder by means of electronic communication pursuant to procedures approved by it; provided that approval of such procedures may be limited to particular notices or communications.",other
"This Agreement shall be governed by, construed and interpreted in accordance with the laws of the State of New York, without regard to principles of conflicts of law.",other
effective-demand-registration Omitted.,other
Occupational Health and Safety Act 16.1 The University shall make every effort to provide employees a safe and healthy working environment. The University and the PBA agree to work cooperatively toward reducing job- related injuries and Workers’ Compensation costs by encouraging improved safety measures.,other
"trading-day For purposes of these By-Laws, “Business Day” shall mean any day other than a Saturday, a Sunday or a day on which banking institutions in the State of New York are authorized or obligated by law or executive order to close. Notice of Meetings. Notice of all meetings of the Shareholders, stating the time, place (which shall include a meeting held solely by means of remote communications) and purposes of the meeting, shall be given by the Trustees by mail or telegraphic or electronic means, or given as otherwise provided herein, to each Shareholder at the Shareholder’s address as recorded on the register of the Trust mailed at least ten days and not more than ninety days before the meeting, PROVIDED, HOWEVER, that notice of a meeting need not be given to a Shareholder to whom such notice need not be given under the proxy rules of the Commission under the 1940 Act and the Exchange Act; and PROVIDED, FURTHER, that notice of any Shareholder Requested Meeting shall be provided in a manner and time consistent with Section 3.2(e). Only the business stated in the notice of the meeting shall be considered at such meeting. Any adjourned meeting may be held and adjourned without further notice. No notice need be given to any Shareholder who shall have failed to inform the Trust of his or her current address or if a written waiver of notice, executed before or after the meeting by the Shareholder who shall have failed to inform the Trust of his or her current address or if a written waiver of notice, executed before or after the meeting by the Shareholder or his or her attorney thereunto authorized, is filed with the records of the meeting.",other
"electronic-communication The Service is an electronic, internet based-service. Therefore, you understand and agree that this Agreement will be entered into electronically, and that the following categories of information (""Communications"") may be provided by electronic means: • This Agreement and any amendments, modifications or supplements to it. • Any initial, periodic or other disclosures or notices provided in connection with the Service, including without limitation those required by federal or state law. • Any customer service communications, including without limitation communications with respect to claims of error or unauthorized use of the Service. • Any other communication related to the Service. Although Financial Institution reserves the right to provide Communications in paper format at any time, you agree that we are under no obligation to do so. All Communications in either electronic or paper format will be considered to be ""in writing."" You should print a paper copy of this Agreement and any electronic Communication that is important to you and retain the copy for your records. If you are not willing to receive this Agreement or the Communications electronically, you may not use the Service. You agree to promptly update your registration records if your e-mail address or other information changes. You may update your records, such as your e-mail address, at the xxxx pay site or by contacting a service representative. Communications may be posted on the pages of the xxxx pay site and/or delivered to the e-mail address you provide. All electronic Communications sent by e-mail will be deemed to have been received by you when Financial Institution sends it to you, whether or not you received the e-mail. If the Communications is posted on the xxxx pay site, then it will be deemed to have been received by you no later than five (5) business days after Financial Institution posts the Communication on the pages of the xxxx pay site, whether or not you retrieved the Communication. An electronic Communication by e-mail is considered to be sent at the time that it is directed by Financial Institution' to the appropriate e-mail address. An electronic Communication by posting to the pages of the xxxx pay site is considered to be sent at the time it is available to you and other users of the xxxx pay service. You agree that these are reasonable procedures for sending and receiving electronic Communications.",other
"Severability and <strong>Governing Law</strong> THIS AGREEMENT AND THE RIGHTS AND OBLIGATIONS OF THE PARTIES HEREUNDER SHALL BE CONSTRUED IN ACCORDANCE WITH AND GOVERNED BY THE LAW OF THE STATE OF NEW YORK, WITHOUT REGARD TO CONFLICTS OF LAWS PRINCIPLES THAT WOULD REQUIRE THE APPLICATION OF THE LAWS OF ANOTHER JURISDICTION.",other
"LIBOR Business Day Any day other than (a) a Saturday or Sunday or (b) another day on which banking institutions in the State of Minnesota are authorized or obligated by law, executive order, or governmental decree to be closed.",other
"Official <strong>Language</strong> This Agreement has been executed in English language only. Any translation of this Agreement into another language shall have no interpretive effect. All documents or notices to be delivered pursuant to or in connection with this Agreement shall be in the English language or, if any such document or notice is not in the English language, accompanied by an English translation thereof, and the English language version of any such document or notice shall control for purposes thereof.",other
"work-health-and-safety Section 1. An employee concerned about the design or structure of his/her work station (chair, keyboard height, lighting, etc.) may, with or without the UNION, petition his/her supervisor for an investigation of the work station to determine compliance with the Hennepin County Ergonomics Policy. If a question arises concerning the effect of the work station on the employee's health or safety, the supervisor may require an examination and report by a physician and/or other qualified Health and Safety professionals. If the supervisor's investigation is not completed within a reasonable time, or if the results of the investigation are not satisfactory to the employee, the employee and the UNION may petition the Department Head in writing to review the matter. If the Department Head does not complete a review within a reasonable period of time, or if the results of the review are not satisfactory to the employee and the UNION, the employee and the UNION may forward the matter in writing to the Hennepin County Environmental Health and Safety Ombudsperson for final review and appropriate action.",other
This Agreement shall be governed by and provisions shall be construed in accordance with the laws of the State of Ohio.,other
"integration-entire-agreement This Agreement embodies the entire agreement and understanding among the parties hereto, and supersedes all prior agreements and understandings relating to the subject matter hereof.",other
"If, in connection with any proposed change, waiver, discharge or termination to any of the provisions of this Agreement as contemplated by clauses (i) through (vii), inclusive, of the first proviso to Section 12.12(a), the consent of the Required Lenders is obtained but the consent of one or more of the other Lenders whose consent is required is not obtained, then Silgan shall have the right, so long as all Non-Consenting Lenders whose individual consent is required are treated as described in either clause (A) or (B) below, to either (A) replace each such Non-Consenting Lender or Lenders (or, at the option of Silgan if the respective Lender’s consent is required with respect to less than all Tranches of Loans (or related Commitments), to replace only the respective Tranche of Commitments and/or Loans of the respective Non-Consenting Lender which gave rise to the need to obtain such Lender’s individual consent) with one or more replacement Lenders pursuant to Section 2.13 so long as at the time of such replacement, each such replacement Lender consents to the proposed change, waiver, discharge or termination or (B) terminate such Non-Consenting Lender’s Revolving Loan Commitment, Canadian Revolving Loan Commitment and/or Incremental Term Loan Commitment, as the case may be (if such Lender’s consent is required as a result of its Revolving Loan Commitment, Canadian Revolving Loan Commitment and/or Incremental Term Loan Commitment) and/or repay each Tranche of outstanding Loans of such Lender which gave rise to the need to obtain such Lender’s consent and/or cash collateralize its applicable RL Percentage of the Letter of Credit of Outstandings, in accordance with Sections 4.02(b) and/or 5.01(b); provided that, unless the Commitments which are terminated and Loans which are repaid pursuant to preceding clause (B) are immediately replaced in full at such time through the addition of new Lenders or the increase of the Commitments and/or outstanding Loans of existing Lenders (who in each case must specifically consent thereto), then in the case of any action pursuant to preceding clause (B) the Required Lenders (determined after giving effect to the proposed action) shall specifically consent thereto, provided further, that Silgan shall not have the right to replace a Lender, terminate its Commitments or repay its Loans solely as a result of the exercise of such Lender’s rights (and the withholding of any required consent by such Lender) pursuant to the second proviso to Section 12.12(a).",other
"Common Areas - <strong>Rules and Regulations</strong> All results and regulations of the Board of Education and all federal, state, and local laws, ordinances and regulations are to be observed strictly by Contractor pursuant to this Agreement.",other
"The parties may do business electronically, including order placement and acceptance. Once accepted, such orders will create fully enforceable obligations subject to this Support Agreement. Such orders and acceptances will be deemed for all purposes to be an original signed writing. Parties will adopt commercially reasonable security measures for password and access protection.",other
"Choice of Language Throughout this Memorandum of Understanding, hereinafter referred to as MOU, the terms ""management"" or ""employer"" shall be understood to refer to the General Manager of the Department of Water and Power (Department). The term ""Board"" shall be understood to refer to the Board of Water and Power Commissioners, and the term ""Union"" shall be understood to refer to Local 18 of the International Brotherhood of Electrical Workers, AFL-CIO. The term ""parties"" shall be understood to refer jointly to the City of Los Angeles and the Union. The term ""employee"" shall be understood to refer to an employee in this Unit as established and/or modified by the Los Angeles City Employee Relations Board. The term ""annual rate"" shall apply to all positions in this Unit except those which are subject to an hourly or daily-rate of pay and are so identified on the respective Duties Description Records. The use of plural nouns shall be understood to include the singular and vice versa, where appropriate.",other
"D5 <strong>Health and Safety</strong> 8.1 All Lecturer Faculty have the right to work in a safe and healthy workplace that meets local, state, and federal safety and health requirements and that is free from hostility, intimidation, and abuse. Lecturer Faculty shall not be required to work under conditions that violate applicable safety or health laws or regulations. No Lecturer Faculty will be subject to discrimination, discipline, or termination for reporting violations of health and safety requirements, or for reporting workplace violence or the threat of violence in the workplace.",other
This Agreement constitutes the entire agreement among the Parties with respect to the subject matter hereof and supersedes all prior agreements and understandings among the Parties with respect thereto.,other
"We may decide to deliver any documents or notices related to this Agreement by electronic means. Except as otherwise provided in the Consent to Electronic Communications, you agree to receive such documents or notices by electronic delivery and to participate through an online or electronic system established and maintained by us or a third party designated by us. You agree that we may communicate with you using any telephone number, email address, or other contact information that you provide in the application, or using any telephone number, email address, or other contact information that you provide in the future.",other
"Postponement of Demand Registration Commencing on the date of this Agreement and ending with the termination of this Agreement pursuant to Section 9.3 hereof (""Demand Period""), subject to the terms and conditions of this Agreement, one or more holders of the Registrable Securities may make a written request to the Company for registration under the Securities Act of all or part of their Registrable Securities (""Demand Registration""). Such holders of Registrable Securities making such a demand are sometimes referred to herein as ""Initiating Holders"" or individually an ""Initiating Holder"". A registration shall not be deemed to be a Demand Registration (i) unless a Registration Statement with respect thereto has become effective, (ii) if after it has become effective, such registration is interfered with by any stop order, injunction or other order or requirement of the Commission or other governmental agency or court for any reason not attributable to the holders of Registrable Securities participating in such registration and has not thereafter become effective, or (iii) if the conditions to closing specified in the underwriting agreement, if any, entered into in connection with such registration are not satisfied or waived, other than by reason of a failure on the part of the Registrable Securities participating in such registration.",other
"Day not a <strong>Business Day</strong> .. 3 ""CINS""...................................................... 3 Commission.................................................. 3 Company..................................................... 3 Company Request or Company Order............................ 3",other
