task_id,text
49,"As a condition to such information being provided to each Recipient and its Recipient Representatives (as hereinafter defined), each Recipient agrees to treat
any information concerning the Provider (whether prepared by or on behalf of the Provider, its Recipient Representatives or otherwise and irrespective of the form of communication), which has been furnished in the past (including such information
that was furnished pursuant to the Agreements dated April 30, 2001 and May 3, 2001, respectively, by and between Phoenix and Synopsys, and the Agreement dated May 8, 2002 by and among Phoenix, Synopsys and InSilicon (collectively, the “Prior
Agreements”)) or is furnished now or in the future to the Recipient and its Recipient Representatives by or on behalf of the Provider in connection with a Possible Transaction, provided that such information is in writing and
reasonably identified in writing as confidential or, if such information is verbal, that it is either reasonably identified as confidential prior to the verbal disclosure or the Provider promptly (and in any event within 30 days following such
disclosure) sends each Recipient and its Recipient Representatives to whom such information was provided by the Provider a written notice identifying such information as confidential (herein collectively referred to, with respect to information
furnished by or on behalf of any Company in its capacity as a Provider to any other Company in its capacity as a Recipient, subject to the immediately following paragraph, as the “Evaluation Material”), in accordance with the
provisions of this agreement, and to take or abstain from taking certain other actions as hereinafter set forth"
49,"The term “Evaluation
Material” also shall be deemed to include all notes, analyses, compilations, studies, interpretations or other documents prepared by a Recipient or its Recipient  
1 


Representatives which contain, reflect or are based upon, in whole or in part, the information constituting Evaluation Material furnished to
such Recipient or its Recipient Representatives pursuant hereto"
49,"The term Evaluation Material does not include information which (i) is or becomes generally available to the public other than as a result of a disclosure by the Recipient or its
Recipient Representatives, (ii) was within the Recipient’s or its Recipient Representatives possession prior to its being furnished to the Recipient or its Recipient Representatives by or on behalf of the Provider pursuant hereto, provided that
the source of such information was not bound by a confidentiality agreement with, or other contractual, legal or fiduciary obligation of confidentiality to, the Provider or any other party with respect to such information, (iii) becomes available to
the Recipient or its Recipient Representatives on a non-confidential basis from a source other than the Provider or any of its directors, officers, employees, agents, partners or advisors (including, without limitation, attorneys, accountants,
consultants, bankers and financial advisors) (collectively, “Provider Representatives”), provided that such source is not bound by a confidentiality agreement with, or other contractual, legal or fiduciary obligation of
confidentiality to, the Provider or any other party with respect to such information, (iv) is independently developed by the Recipient or its Recipient Representatives without the use of any Evaluation Material, or (v) is approved for release by the
Provider in writing"
49,"In addition, each Recipient agrees that, without
the prior written consent of the Provider, such Recipient and its Recipient Representatives will not disclose to any other person (other than the other Companies and their Representatives) the fact that the Evaluation Material has been made
available to such Recipient, that discussions or negotiations are taking place concerning a Possible Transaction or any of the terms, conditions or other facts with respect thereto (including the status thereof); provided, however, that such
Recipient may make such disclosure if it has received the advice of outside counsel that such disclosure must be made by it in order that it not commit a violation of law, rule or regulation (including a Nasdaq rule or regulation); and further
 
2 


provided that any such permitted disclosure shall not otherwise effect or impair the Recipient’s obligations with respect to the Evaluation
Material"
49,"If any Company decides that it does not wish
to proceed with the Possible Transaction, it will promptly inform the other Company of that decision. In that case, or at any time upon the request of any Provider for any reason, the notified Recipient will promptly either (i) deliver to the
notifying or requesting Provider or (ii) destroy, all Evaluation Material (and all copies thereof) whether (a) furnished to the notified or requested Recipient or its Recipient Representatives by or on behalf of the notifying or requesting Provider
pursuant hereto or (b) prepared by the notified or requested Recipient or its Recipient Representatives; provided, however, that one copy thereof may be retained by legal counsel for the Recipient for archival purposes (and for no other purposes),
and the Recipient shall provide to the notifying or requesting Provider a certificate of compliance with this sentence"
49,"It is further understood and agreed that money damages would not be a sufficient remedy for any breach of this agreement by any Company or any of its Representatives and that the Company against which such breach is committed shall
be entitled to equitable relief, including injunction and specific performance, as a remedy for any such breach. Such remedies shall not be deemed to be the exclusive remedies for a breach by any Company of this agreement but shall be in addition to
all other remedies available at law or equity to the Company against which such breach is committed. In the event of litigation relating to this agreement, if a court of competent jurisdiction determines that there has been a willful breach of this
agreement, then the Company which is determined to have so willfully breached shall be liable and pay to the other Company the reasonable legal fees incurred by the other Company in connection with such litigation, including any appeal therefrom"
49,"This agreement shall be governed by and construed in accordance with the laws of the State of California
applicable to agreements made and to be performed entirely within such  
5 


State. Each Company also hereby irrevocably and unconditionally consents to submit to the exclusive jurisdiction of the courts of the State of
California and of the United States of America located in the State of California for any actions, suits or proceedings arising out of or relating to this agreement and the transactions contemplated hereby (and each Company agrees not to commence
any action, suit or proceeding relating thereto except in such courts, and further agrees that service of any process, summons, notice or document by U.S. registered mail to such Company’s address set forth below shall be effective service of
process for any action, suit or proceeding brought against such Company in any such court). Each Company hereby irrevocably and unconditionally waives any objection to the laying of venue of any action, suit or proceeding arising out of this
agreement or the transactions contemplated hereby, in the courts of the State of California located in Santa Xxxxx county and/or the courts of the United States of America located in the Northern District of California, and hereby further
irrevocably and unconditionally waives and agrees not to plead or claim in any such court that any such action, suit or proceeding brought in any such court has been brought in an inconvenient forum"
49,"This agreement shall terminate on the earlier of (i) two years of the date of this agreement or (ii) the closing of a Possible
Transaction; provided, however that any Recipient’s obligation to keep a Provider’s Evaluation Material confidential and to prevent its disclosure shall expire on the later of (A) two years from the date of this agreement and (B)
two years from the date of disclosure.    This agreement contains the entire agreement among the Companies regarding
the subject matter hereof and supersedes all prior agreements, understandings, arrangements and discussions among the Companies regarding such subject matter. In particular, without limitation, this agreement supercedes the Prior Agreements"
49,"In connection with the consideration of a possible
negotiated transaction among Synopsys, Inc. (together with its subsidiaries, affiliates and divisions, “Synopsys”), inSilicon Corporation (together with its subsidiaries, affiliates and divisions, excluding Phoenix,
“inSilicon”) and Phoenix Technologies Ltd. (together with its subsidiaries, affiliates and divisions, excluding inSilicon, “Phoenix”) (each of Synopsys, inSilicon and Phoenix being hereinafter referred to as a
“Company” and collectively as the “Companies”)"
49,"In the event that any Recipient or any of its Recipient Representatives are requested or required (by
oral questions, interrogatories, requests for information or documents in legal proceedings, subpoena, civil investigative demand or other similar process) to disclose any of the Evaluation Material, such Recipient shall provide the Provider with
prompt written notice of any such request or requirement so that the Provider may seek a protective order or other appropriate remedy and/or waive compliance with the provisions of this agreement. If, in the absence of a protective order or other
remedy or the receipt of a waiver by the Provider, the Recipient or any of its Recipient Representatives are nonetheless, in the written opinion of counsel, legally compelled to disclose Evaluation Material to any tribunal or else stand liable for
contempt or suffer other censure or penalty, such Recipient or its Recipient Representatives may, without liability hereunder, disclose to such tribunal only that portion of the Evaluation Material which such counsel advises the Recipient is legally
required to be disclosed, provided that the Recipient exercises its best efforts to preserve the confidentiality of the Evaluation Material, including, without limitation, by cooperating with the Provider to obtain an appropriate protective order or
other reliable assurance that confidential treatment will be accorded the Evaluation Material by such tribunal"
1816,The recipient shall not hire or employ any of the disclosing party's employees in the field of renewable energy in the European Union for a period of 2 years following the termination of this agreement.
1707,The parties agree to submit any disputes arising from this agreement to arbitration in London in accordance with the rules of the London Grain and Feed Trade Association (LGFTA)
144,"Successors and Assigns; Applicable Law; Jurisdiction and Venue. This Agreement will be binding upon and inure to the benefit of each
Party and its Representatives and their respective heirs, successors and assigns."
144,"THIS CONFIDENTIALITY AGREEMENT (“Agreement”) is being entered into as of March 2, 2020 between First Reserve XIV
Advisors, L.L.C. (the “Counterparty”) and Project Xxxxxx (“Xxxxxx”). The Counterparty and Xxxxxx are referred to collectively as the “Parties” and individually as a “Party"
144,"In order to facilitate the consideration, evaluation and negotiation of a possible negotiated transaction involving the Counterparty (or a
subsidiary or other Affiliate thereof) and Xxxxxx (or a subsidiary or other Affiliate thereof) (the “Transaction”), the Counterparty has requested access to certain non-public information
regarding Xxxxxx"
144,"Limitations on Use and Disclosure of Confidential Information. Subject to section 4 below, neither the Counterparty nor
any of the Counterparty’s Representatives (as defined in section 13 below) will, at any time, directly or indirectly: (a) make use of any of the Confidential Information (as defined in section 12 below), except for the specific purpose of
considering, evaluating and negotiating a possible Transaction; or (b) disclose any of the Confidential Information to any other Person (as defined in section 13 below). The Counterparty will be liable and responsible for any breach or
violation of the applicable terms of this Agreement by any of its Representatives. Without limiting the previous sentence, the Counterparty will (at its own expense) use commercially reasonable efforts to assure that its Representatives do not make
any unauthorized use or disclosure of any of the Confidential Information in violation of the terms of this Agreement applicable to Representatives"
144,"the Counterparty may disclose Confidential Information to the extent required by law, governmental regulation or rules of a regulatory agency or stock exchange or by subpoena or other valid legal process (a “Legal
Requirement”), in each case in accordance with and subject to section 4(b) below.  (b) If the Counterparty or any of the
Counterparty’s Representatives is required by a Legal Requirement to disclose any of the Confidential Information to any Person, then the Counterparty will (if legally permitted and reasonably practicable) promptly provide Xxxxxx with written
notice of the applicable Legal Requirement so that Xxxxxx may seek a protective order or other appropriate remedy"
144,"Limitation on Soliciting Employees. During the 18-month period commencing on
the date of this Agreement, neither the Counterparty nor any of the Counterparty’s Representatives (to the extent acting at the Counterparty’s direction) will solicit for employment or employ, whether directly or indirectly, any Specified
Employee; provided, however, that this section 6 will not prevent the Counterparty or any of the Counterparty’s Representatives from: (a) causing to be placed any general advertisement or similar notice that is not targeted specifically at
employees of Xxxxxx or any of its subsidiaries (and any hiring as a result thereof); (b) engaging any recruiting firm or similar organization to identify or solicit Persons for employment on behalf of the Counterparty (or a subsidiary thereof), and
any hiring as a result thereof, as long as such recruiting firm or organization is not instructed to target any employees of Xxxxxx or any of its subsidiaries; or (c) employing any Specified Employee who contacts the Counterparty on his or her
own initiative without any direct or indirect solicitation by or encouragement from the Counterparty in violation of this Agreement or who has not been employed by Xxxxxx (or a subsidiary or other Affiliate thereof) during the preceding six months.
For purposes of this section 6, a Person shall be deemed to be a “Specified Employee” if such Person is identified on Schedule A hereto or is a replacement of an individual identified on Schedule A hereto"
144,"Confidential Information. 
(a) For purposes of this Agreement, subject to section 12(b) below, “Confidential Information” will be deemed to
include the following: (i) any information (including any technology, intellectual property, know-how, patent application, test result, research study, business plan, contract provision, budget, forecast
or projection) relating directly or indirectly to the business, products or services of Xxxxxx, any predecessor entity or any subsidiary or other Affiliate of Xxxxxx (whether prepared by Xxxxxx or by any other Person and whether in written,
electronic, oral or other form) that is or has been made available (whether on or after the date of this Agreement) to the Counterparty or any Representative of the Counterparty who is acting on behalf of or at the direction of the Counterparty in
respect of the proposed Transaction by or on behalf of Xxxxxx or any Representative of Xxxxxx; and (ii) such portions of any memorandum, analysis, compilation, summary, interpretation, study, report or other document, record or material that is
or has been prepared by or for the Counterparty or any Representative of the Counterparty and to the extent it contains, reflects, interprets or is based directly or indirectly upon any information of the type referred to in clause “(i)”
of this sentence"
144,"Notwithstanding anything to the contrary in section 12(a) above, Xxxxxx’x
“Confidential Information” will be deemed not to include: (i) any information that is or becomes available to the public other than as a direct or indirect result of the disclosure of any of such information by the Counterparty or by
any of the Counterparty’s Representatives in violation hereof; (ii) any information that was in the Counterparty’s or its Representatives’ possession (to the extent any such third party Representatives were acting on behalf of
Counterparty) prior to the time it was first made available to the Counterparty or any of the Counterparty’s Representatives by or on behalf of Xxxxxx or any of Xxxxxx’x Representatives, provided that the source of such information
was not and is not known to the Counterparty or any of the Counterparty’s Representatives to be bound by any contractual or other obligation of confidentiality to Xxxxxx with respect to any of such information; (iii) any information that
becomes available to the Counterparty or its Representatives (to the extent any such third party Representatives are acting on behalf of Counterparty) on a non-confidential basis from a source other than
Xxxxxx or any of Xxxxxx’x Representatives, provided that such source is not known to the Counterparty or any of the Counterparty’s Representatives to be bound by any contractual or other obligation of confidentiality to Xxxxxx with
respect to any of such information; or (iv) any information which is or was independently developed by the Counterparty or its Representatives without violation hereof. 
(c) In addition, each Party further agrees that, without the consent of the other Party, such Party will not, and will direct its
Representatives not to: disclose to any Person (i) the existence and terms of this Agreement, and the fact that Confidential Information has been made available by Xxxxxx to the Counterparty or any of the Counterparty’s Representatives;
and (ii) the fact that discussions or negotiations are or may be taking place with respect to a possible Transaction, and the proposed terms of any such Transaction, provided that Xxxxxx may disclose such information on a “no names”
basis in a proxy statement, Form S-4, or other document filed with or furnished to the Securities and Exchange Commission"
1951,"In connection with your consideration of a possible negotiated strategic transaction between Isilon Systems, Inc. (“Isilon”) and XXX Xxxxxxxxxxx (“you”; and each of Isilon and you, a “party”; and such transaction, a “Transaction”), Isilon and you have made and expect to make available to one another certain non-public, confidential and/or proprietary information concerning their respective businesses, financial condition, plans and prospects, operations, employees, assets, technology and liabilities"
83,"This Confidentiality Agreement (""Agreement"") is entered into by and between LIFE TECHNOLOGIES CORPORATION (""LTC""), a Delaware corporation, with a principal business address at 00000 Xxxxxx Xxxxx Xxxx, Xxxxxx, Xxxxxx 00000 and Oxford lmmunotec, Ltd. (""OI""), a company incorporated under the laws of England and Wales, with a principal business address at 94C Innovation Drive, Xxxxxx Xxxx, Abingdon, Oxfordshire, OX14 4RY, U.K., effective as of August 12, 2013"
83,"RECITALS
 
WHEREAS, LTC and OI are parties to a Supply and Distribution Agreement having an effective date of August 12, 2013 (the ""Supply Agreement"");
 
WHEREAS, in connection with the Supply Agreement, LTC and OI may from time to time exchange or disclose information which is confidential, proprietary or a trade secret; and
 
WHEREAS, LTC and OI wish to memorialize the terms and conditions under which such confidential, proprietary or trade secret information may be disclosed and used"
83,"Confidential Information"" means any commercial or technical data, documents, materials, procedures, and similar information that is not generally known to the public and is maintained in a confidential manner and that is disclosed under this Agreement and in connection with the Supply Agreement. For sake of clarity, Confidential Information include any information derived through research or development activities and other technology, including materials business, financial or marketing plans or information relating to the LTC PRODUCTS, OI PRODUCTS or OI OTHER PRODUCTS (as those terms are defined in the Supply Agreement). Confidential Information in tangible or written form must be conspicuously marked as such. Confidential Information in intangible or verbal form should be identified as such and then a summary of the Confidential Information provided within thirty (30) days of disclosure"
83,The burdens of non-use and confidentiality on the parties to this Agreement will continue until terminated by mutual agreement of the parties
83,"Each Party shall use the Confidential Information only for purposes relating to the obligations and duties arising under or in connection with the Supply Agreement. Neither Party will disclose the Confidential Information to any person except those employees, consultants, and subcontractors to whom it is necessary to disclose the Confidential Information and any such disclosure to consultants or subcontractors shall be made solely pursuant to a written agreement with terms at least as restrictive as those specified herein. All consultants or subcontractors who receive Confidential Information must be identified in writing to the Party who disclosed the information. The receiving Party shall protect the Confidential Information of the disclosing Party by using the same degree of care as receiving Party uses to protect its own Confidential Information, but in any event no less than a reasonable degree of care"
83,"Each Party agrees to return all Confidential Information, including materials, received from the other Party upon request except that a Party may retain in its confidential files one copy of the Confidential Information for record purposes only"
127,"In connection with our interest in a possible transaction involving us and
Bolle Inc. (the ""Company"")"
127,"the Company is furnishing us with certain
information which is either non-public, confidential or proprietary in nature.
All information furnished to us, our directors, officers, employees, agents or
representatives, including without limitation attorneys, accountants,
consultants and financial advisors (collectively, ""representatives""), by the
Company, or any of their respective representatives, and all analyses,
compilations, data, studies or other documents prepared by us or our
representatives containing or based in whole or in part on any such furnished
information or reflecting our review of, or interest in, the Company is
hereinafter referred to as the ""Information."""
127,"The Information will be kept confidential. and will not, without the
prior written consent of the Company, be disclosed by us or our representatives
to any other person, in any manner whatsoever, in whole or in part, and will not
be used by us or our representatives directly or indirectly for any purpose
other than evaluating the transaction referred to above. Moreover, we agree to
transmit the Information only to those representatives who need to know the
Information for the purpose of evaluating the transaction referred to above, who
are informed by us of the confidential nature of the Information and who agree
to be bound by the terms of this Agreement. We agree to notify the Company prior
to the delivery or disclosure of any Information to our representatives, as to
the identity of such representatives. We will be responsible for any breach of
this Agreement by our representatives"
127,"Without the prior written consent of the Company, except to the extent
provided by this Agreement, we and our representatives will not disclose to any
other person the fact that the Information has been made available, that
discussions or negotiations are taking place concerning a possible transaction
involving us and the Company, or any of the terms, conditions or other facts
with respect to any such possible transaction, including the status thereof,
except as required by law and then only with proper written notice as soon as
possible to the Company. The term ""person"" as used in this letter shall be
broadly interpreted to include without limitation any corporation, company,
group, partnership or individual"
127,"This Agreement shalt be inoperative as to such portions of the
Information which (i) are or become generally available to the public other than
as a result of a disclosure by us or our representatives; (ii) become available
to us on a non-confidential basis from a source other than the Company or one of
their representatives which has represented to us (and which we have no reason
to disbelieve after due inquiry) is entitled to disclose it; or (iii) were known
to us on a non-confidential basis prior to their disclosure to us by the Company
or one of their representatives"
127,"We agree that, without the Company's prior written consent, we will
not, for a period of two years from the date of this Agreement, directly or
indirectly, (i) solicit the employment of any key employee, officer or senior
manager of the Company or (ii) hire any key employee, officer or senior manager
employed by the Company or any former key employee, officer or senior manager
whose employment with the Company has ceased within 90 days of such solicitation
or hire"
127,"In the event that we or anyone to whom we transmit the Information
pursuant to this Agreement are requested or become legally compelled (by oral
questions, interrogatories, request for information or documents, subpoena,
civil investigative demand or similar process) to disclose any of the
Information, we will provide the Company with prompt written notice so that the
Company may seek a protective order or other appropriate remedy and/or waive
compliance with the provisions of this Agreement. In the event that such
protective order or other remedy is not obtained, or that the Company waives
compliance with the provisions of this Agreement, we will furnish only that
portion of the Information which is legally required and will exercise our best
efforts to obtain reliable assurance that confidential treatment will be
accorded the Information"
127,"We agree that money damages would not be a sufficient remedy for any
breach of this Agreement by us or our directors, officers, employees and agents,
and the Company shall be entitled to equitable relief, including injunction and
specific performance, in the event of any breach of the provisions of paragraphs
1, 2, 3, 5, 6 or 8 of this Agreement. Such remedies shall not be deemed to be
the exclusive remedies for a breach of this Agreement by us or our
representatives but shall be in addition to all other remedies available at law
or equity. We agree to waive and to use our best efforts to cause our directors,
officers, employees or agents to waive, any requirement for the securing or
posting of any bond in connection with such remedy. We understand and agree that
in the event that there is a sale or a controlling interest in the Company, the
acquiror of such interest shall, should the Company so elect, also acquire all
rights of the Company pursuant to this Agreement including without limitation,
the right to enforce all terms of this Agreement. We understand that this
Agreement is for the benefit of the Company and the Company shall have the right
to enforce all the terms of this Agreement"
127,"This Agreement shall be governed and construed in accordance with the
laws of the State of California applicable to agreements made and to be
performed within such state"
1917,"Term. This Agreement shall terminate upon the earlier of (x) eighteen (18) months from the Effective Date, (y) one (1) year following the date of any notice provided under Section 6 hereof by either Party, and (z)\'a0consummation of a Transaction by the Parties, provided that either Party may terminate this Agreement, with or without cause, upon ten (10) days' prior written notice to the other Party (the Termination Date). All sections of this Agreement relating to the rights and obligations of the Parties concerning Confidential Information disclosed during the term of the Agreement shall survive any such termination until the Termination Date"
1792,The recipient shall not disclose or use any confidential information for any purpose other than as specifically authorized under this agreement and shall not use such information to compete with the disclosing party or to develop similar products or services.
1813,"The recipient shall not, during the term of this agreement and for a period of 3 years following its termination, provide services to any person or entity that competes with the disclosing party in France."
1718,"In case of a dispute between the Parties relating to or arising out of this Agreement, the Parties shall first attempt to resolve the dispute personally and in good faith. If these personal resolution attempts fail, the Parties shall then submit the dispute to binding arbitration. The arbitration shall be conducted in the county and state noted in the Governing Law provision of this Agreement. The arbitration shall be conducted by a single arbitrator, and such arbitrator shall have no authority to add Parties, vary the provisions of this Agreement, award punitive damages, or certify a class. The arbitrator shall be bound by applicable and governing Federal law as well as the law of Georgia. Each Party shall pay their own costs and fees. Claims necessitating arbitration under this section include, but are not limited to: contract claims, tort claims, claims based on Federal and state law, and claims based on READ ONLY local laws, ordinances, statutes or regulations. Intellectual property claims by the Coach will not be subject to arbitration and may, as an exception to this sub-part, be litigated. The Parties, in agreement with this sub-part of this Agreement, waive any rights they may have to a jury trial in regard to arbitral claims"
15,"In connection with our mutual consideration of a possible
    acquisition, business combination or other strategic
    collaboration (any such transaction a “Possible
    Transaction”) between you or an Affiliate (as defined
    herein) and Cougar Biotechnology, Inc.
and/or its
    subsidiaries, Affiliates or divisions (collectively, with such
    subsidiaries, Affiliates and divisions, the
    “Company”), the Company is prepared to make
    available to you and your Representatives (as hereinafter
    defined) certain information concerning the business, financial
    condition, operations, assets and liabilities of the Company and
    you are prepared to make available to the Company certain
    information concerning you and your Affiliates and their
    businesses. As a condition to such information being furnished
    by each party hereto (a “Party” and the
    “Parties”) to the other Party and its
    Representatives, the Parties agree that they will, and will
    cause their Representatives to, treat the Evaluation Material
    (as hereinafter defined) in accordance with the provisions of
    this letter agreement and take or abstain from taking certain
    other actions as set forth herein"
15,"Evaluation Material.  The term
    “Evaluation Material” shall mean, with respect
    to either Party, all information relating, directly or
    indirectly, to that Party or the business, products, markets,
    condition (financial or other), operations, assets, liabilities,
    results of operations, cash flows or prospects of that Party or
    any Affiliate (whether prepared by that Party, its advisors or
    otherwise) which is delivered, disclosed or furnished by or on
    behalf of that Party (the “Disclosing Party”)
    to the other Party (the “Receiving Party”) or
    its Representatives, on or after the date hereof, regardless of
    the manner in which it is delivered, disclosed or furnished, or
    which the Receiving Party or its Representatives otherwise learn
    or obtain, through observation or through analysis of such
    information, data or knowledge, and shall also be deemed to
    include




 

 

November 14,
    2008
    

 

    all notes, analyses, compilations, studies, forecasts,
    interpretations or other documents prepared by the Receiving
    Party or its Representatives that contain, reflect or are based
    upon, in whole or in part, the information delivered, disclosed
    or furnished to the Receiving Party or its Representatives
    pursuant hereto"
15,"Notwithstanding any other provision hereof, the
    term Evaluation Material shall not include information which
    (i) is or becomes generally available to the public other
    than as a result of a disclosure by the Receiving Party or its
    Representatives in breach of the obligations hereunder,
    (ii) was within the Receiving Party’s possession prior
    to it being furnished to the Receiving Party by or on behalf of
    the Disclosing Party pursuant hereto, provided that the
    source of such information was not known by the Receiving Party
    to be bound by a confidentiality agreement with, or other
    contractual, legal or fiduciary obligation of confidentiality
    to, the Disclosing Party or any other party with respect to such
    information, (iii) was independently discovered or
    developed by or on behalf of the Receiving Party or its
    Representatives without the use of Disclosing Party’s
    Evaluation Material (as evidenced by the Receiving Party’s
    written records) or (iv) becomes available to the Receiving
    Party on a non-confidential basis from a source other than the
    Disclosing Party or any of its Representatives, provided that
    such source is not known by the Receiving Party to be bound by a
    confidentiality agreement with, or other contractual, legal or
    fiduciary obligation of confidentiality to, the Disclosing Party
    or any other party with respect to such information"
15,"In addition, each Party agrees that, without the prior written
    consent of the other Party or unless otherwise permitted
    hereunder, it and its Representatives will not disclose to any
    other person the fact that it or its Representatives have
    received Evaluation Material or that



    Page 2 of 10


 

 

November 14,
    2008
    

 

    Evaluation Material has been made available to it or its
    Representatives, that investigations, discussions or
    negotiations are taking place concerning a Possible Transaction
    or any of the terms, conditions or other facts with respect to
    any Possible Transaction, including the status thereof and the
    identity of the parties thereto (collectively, the
    “Discussion Information”). The term
    “Person” as used in this letter agreement shall be
    broadly interpreted to include the media"
15,"Return and Destruction of Evaluation
    Material.  In the event that the Receiving Party
    decides not to proceed with a Possible Transaction, it will
    promptly inform the Disclosing Party of that decision. In that
    case, or at any time upon the request of the Disclosing Party in
    its sole discretion and for any reason, the Receiving Party will
    promptly deliver, at its expense, to the Disclosing Party or, in
    its discretion, destroy all Evaluation Material (and any copies
    thereof) furnished to the Receiving Party or its Representatives
    by or on behalf of the Disclosing Party pursuant hereto and
    provide written certification as to such destruction. In the
    event of such a decision or request, all other Evaluation
    Material prepared by the Receiving Party or on its behalf shall
    be returned or destroyed; provided that Receiving
    Party’s legal counsel may retain a copy thereof for
    archival purposes solely for the purpose of monitoring and
    ensuring compliance with all of the legal obligations hereunder
    (provided, however, such archival copy shall be destroyed
    three (3) years after the date of this letter agreement
    upon the written request of the Disclosing Party). Upon the
    Disclosing Party’s request, the Receiving Party shall
    provide the Disclosing Party with prompt written confirmation of
    its compliance with this paragraph. Notwithstanding the return
    or destruction of the Evaluation Material, the Receiving Party
    and its Representatives shall continue to be bound by their
    obligations of confidentiality and other obligations and
    agreements hereunder"
15,"Governing Law; Waiver of Jury
    Trial.  This letter agreement is for the benefit
    of the Parties (and their subsidiaries and Affiliates) and their
    Representatives, and shall be governed by and construed in
    accordance with the laws of the State of New York, without
    regard to the conflict of law provisions thereof. Each Party
    hereby waives, to the fullest extent permitted by applicable
    law, any right it may have to a trial by jury in respect to any
    claim, action, suit or proceeding directly or indirectly arising
    out of, under or in connection with this letter agreement or any
    transaction contemplated hereby. Each Party (A) certifies
    that no Representative of the other Party has represented,
    expressly or otherwise, that such other Party would not, in the
    event of any claim, action, suit or proceeding, seek to enforce
    the foregoing waiver and (B) acknowledges that it and the
    other Party have been induced to enter into this letter
    agreement by, among other things, the mutual waivers and
    certifications in this Section 12"
