text,firstCharEnt1,firstCharEnt2,lastCharEnt1,lastCharEnt2,chunk1,chunk2,label1,label2,rel,direction
"Chan Chief Executive Officer American Champion Media, Inc.

/s/ He, Li

He, Li Chief Financial Officer Shun Li De Commerce & Trading Ltd. ",72,103,78,136,"He, Li",Shun Li De Commerce & Trading Ltd,SIGNING_PERSON,PARTY,other,0
"DONG-A ST CO., LTD. By: /s/ Daesik Eom Daesik Eom, Chairman and CEO NEUROBO PHARMACEUTICALS, INC. By: /s/ John L. ",39,51,49,67,Daesik Eom,Chairman and CEO,SIGNING_PERSON,SIGNING_TITLE,other,0
"  Foundation Medicine, Inc.

/s/ Steven J. Kafka

Name: Steven J. Kafka

Title: Chief Operating Officer   F. ",2,56,26,71,"Foundation Medicine, Inc",Steven J. Kafka,PARTY,SIGNING_PERSON,other,0
"IndeLiving Holdings, Inc.

By: /s/ Raviv Melamed By: /s/ Robert Forrest Chief Executive Officer Chief Executive Officer

14.3.

14.4.

14.5.

14.6.

14.7.

14.8.

14.9.

Source: HEALTHCARE INTEGRATED TECHNOLOGIES INC., 8-K, 8/12/2019





Schedule 1 Territory, Products, Price, Ordering Address, Notices

Territory USA

Products Walabot HOME hardware device

Price $*** per Product unit + $*** for shipment and tax (subject to any tax changes) MOQ *** units

Address to which Orders should be sent Supplier's Ordering Email address: logistics@walabot.com

Address for Notices to the Supplier Vayyar Ltd. ",0,57,24,71,"IndeLiving Holdings, Inc",Robert Forrest,PARTY,SIGNING_PERSON,other,0
"This Agreement may be executed in counterparts, all of which when taken together shall be deemed to constitute one and the same instrument.

[Signature Page Follows]

16

Source: IDEANOMICS, INC., 10-K, 3/30/2016





IN WITNESS WHEREOF and intending to be legally bound hereby, the parties have executed this Content License Agreement as of the date first set forth above.

LICENSOR:

BEIJING SUN SEVEN STARS CULTURE DEVELOPMENT LIMITED

By: /s/ Bruno Wu Name: Bruno Wu Title:Chairman & CEO

LICENSEE:

YOU ON DEMAND HOLDINGS, INC.

By: /s/ Shane McMahon Name: Shane McMahon Title:Chairman

[SIGNATURE PAGE TO CONTENT LICENSE AGREEMENT]

Source: IDEANOMICS, INC., 10-K, 3/30/2016





SCHEDULE A

TITLES

[Attached]

Source: IDEANOMICS, INC., 10-K, 3/30/2016. ",504,542,531,555,"YOU ON DEMAND HOLDINGS, INC",Shane McMahon,PARTY,SIGNING_PERSON,other,0
"Glatt Joseph D. Glatt Vice President APOLLO HYBRID VALUE ADVISORS, L.P. ",6,22,21,36,Joseph D. Glatt,Vice President,SIGNING_PERSON,SIGNING_TITLE,other,0
" The parties acknowledge and agree that this Agreement does not become effective until it has been signed by all parties indicated below.

      SIGNATURE PAGE TO MULTIPLE LINAC AND MULTI-MODALITY DISTRIBUTOR AGREEMENT

DISTRIBUTOR:     ACCURAY INCORPORATED:             By: /s/ Christian Klaussner     By: /s/ Euan Thompson             Print name: Christian Klaussner     Print name: Euan Thomson             Title: HIM OCS CFO     Title: President and Chief Executive Officer             Date: June 8, 2010     Date: June 7, 2010                        By: /s/ Holger Schmidt     By: /s/ Darren Milliken             Print name: Holger Schmidt     Print name: Darren Milliken             Title: HIM OCS CEO     Title: Senior Vice President and General Counsel             Date: June 8, 2010     Date: June 7, 2010





     SCHEDULE 2.3.2     ACCEPTANCE PROCESS     · Accuray shall have 5 Business Days from date of the submission of a proposed Multiple LINAC Purchase or Multi-Modality Purchases by  Siemens in which to either give or withhold approval of such purchase, with any failure to approve or disapprove of such purchase in  such period constituting disapproval;     · Such approval may be given by either Accuray's applicable General Regional Manager or a corporate representative of Accuray, expressly  designated with such approval authority in writing by Accuray to Siemens;     · Siemens' shall provide any information concerning such proposed purchase and the proposed purchaser as is reasonably requested by  Accuray;     · Such approval of any such proposed purchase must not be unreasonably withheld or delayed;     · In determining whether to grant such approval, Accuray may consider, at a minimum:     · Existing exclusivity arrangements between Accuray and Third Parties;     · Prior and current contact with the proposed purchaser by either Party;     · Other commercial relationships that either Party may have with the proposed purchaser;     · Bona fide concerns about the suitability of the proposed purchaser; and     · Whether Accuray or any of its distributors have obtained any required regulatory clearances and/or import licenses required in  connection with the proposed purchase.





     EXHIBIT A     DISTRIBUTOR DISCOUNTS ON PRODUCTS AND SERVICES



* Siemens distributor channel discount. ",349,417,368,428,Christian Klaussner,HIM OCS CFO,SIGNING_PERSON,SIGNING_TITLE,other,0
"acquire all of the shares in BTL; or

(b) obtains Control of BTL as a result of a compromise or arrangement sanctioned by a court under Section 899 of the UK Companies Act 2006, or sanctioned under any other similar law of another jurisdiction; or

(c) becomes bound or entitled under Sections 979 to 985 of the UK Companies Act 2006 (or similar law of another jurisdiction) to acquire shares in BTL; or

(d) obtains Control of BTL in any other way, including but not limited to by way of a merger.

19





THIS AGREEMENT has been executed and delivered as a deed by or on behalf of the parties on the date written at the top of page 1.

Executed as a Deed by BICYCLETX LIMITED acting by a director:

/s/ Kevin Lee (Director) in the presence of: /s/ Phil Jeffrey Witness Name: Phil Jeffrey Witness Address:

20





Executed as a Deed by NIGEL CROCKETT:

/s/ Nigel Crockett (Nigel Crockett) in the presence of: /s/ Paula Barnes Witness Name: Paula Barnes Witness Address:

21. ",706,717,715,725,Kevin Lee,Director,SIGNING_PERSON,SIGNING_TITLE,other,0
"Kubient Signature: By: /s/ Paul Roberts Its: President Date: 3/27/2020 Customer Signature: By: /s/ Ted Mendelsohn Its: VP, Commercial Mkts Date: 3/27/2020





SCHEDULE 1 TO EXHIBIT 'B' This Schedule 1 to Exhibit B (""Schedule 1"") is entered into as of the 26th day of March, 2020 by and between Kubient, Inc. ",27,45,39,54,Paul Roberts,President,SIGNING_PERSON,SIGNING_TITLE,other,0
"Minda

/s/ Pear Kamdar

Nirmal K. Minda      Pearl Kamdar Managing Director      Director, Asia Pacific Operations

MR. NIRMAL K. ",24,58,39,75,Nirmal K. Minda,Managing Director,SIGNING_PERSON,SIGNING_TITLE,other,0
"  (""Supplier"")   Bank of America, N.A.

By:  /s/ Scott Grime   By:  /s/ Chandra Torrence Name: Scott Grime   Name: Chandra Torrence Title:  Chief Executive Officer   Title:  V.P., Sourcing Manager Date:  11/8/10   Date:  11/4/10

Address for Notices:

Cardlytics, Inc. ",95,140,106,163,Scott Grime,Chief Executive Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
"Kelly Title: President and Chief Executive Officer





Exhibit 10.1

White Hat Strategic Partners LP

By: White Hat SP GP LLC, its General Partner

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Member

White Hat SP GP LLC

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Member

White Hat Capital Partners LP

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Partner

White Hat Capital Partners LP

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Member. ",157,196,169,211,Mark Quinlan,Managing Member,SIGNING_PERSON,SIGNING_TITLE,other,0
"  MOTOROLA SOLUTIONS, INC.

By:   /s/ Anders Gustafsson Name:   Anders Gustafsson Title:   Chief Executive Officer

ZEBRA TECHNOLOGIES CORPORATION By:   /s/ Michael Annes Name:   Michael Annes Title:   Senior Vice President. ",38,91,55,114,Anders Gustafsson,Chief Executive Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
"Kelly Title: President and Chief Executive Officer





Exhibit 10.1

White Hat Strategic Partners LP

By: White Hat SP GP LLC, its General Partner

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Member

White Hat SP GP LLC

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Member

White Hat Capital Partners LP

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Partner

White Hat Capital Partners LP

By: /s/ Mark Quinlan Name: Mark Quinlan Title: Managing Member. ",213,261,232,273,White Hat SP GP LLC,Mark Quinlan,PARTY,SIGNING_PERSON,other,0
"By:/s/ Michael Gorzynski Name: Michael Gorzynski Title: Sole Director Percy Rockdale LLC By:/s/ Michael Gorzynski Name: Michael Gorzynski Title: Sole Manager Rio Royal LLC By:/s/ Michael Gorzynski Name: Michael Gorzynski Title: Sole Manager [Signature Page to Cooperation Agreement]





Exhibit A MG CAPITAL PARTIES MG CAPITAL MANAGEMENT LTD. ",203,228,220,240,Michael Gorzynski,Sole Manager,SIGNING_PERSON,SIGNING_TITLE,other,0
"  ANTHEMIC, LLC   VNUE, INC               By: Alan Sartirana   By: /s/ Matthew Carona                 Title: CEO/ Founder   Title: CEO                 Date: June 23, 2015   Date: June 23rd 2015

Page of 9 of Sponsorship Agreement. ",2,46,15,60,"ANTHEMIC, LLC",Alan Sartirana,PARTY,SIGNING_PERSON,other,0
"(""Fox""), as Administrator for Twentieth Century Fox Film Corporation (""Trademark Licensor"") and Glu Mobile, Inc. ",30,71,68,89,Twentieth Century Fox Film Corporation,Trademark Licensor,ORG,ROLE,other,0
"MKOS represents that it is not an investment company, registered or unregistered.

APPROVED AND AGREED:   UTEK Corporation     Manakoa Services Corporation

By:  /s/ Doug Schaedler     By:  /s/ Chris Outwater   Doug Schaedler       Chris Outwater   Chief Operating Officer       President   - 5 -. ",211,249,225,272,Doug Schaedler,Chief Operating Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
" No course of conduct or dealing  shall be  construed  to modify, amend or otherwise affect any of the provisions hereof.

                                               Very truly yours,

ALAMOGORDO FINANCIAL                           ALAMOGORDO FEDERAL SAVINGS AND CORPORATION                                    LOAN ASSOCIATION

By Its Authorized                              By Its Authorized Representative:                                Representative:

- ----------------------------                   --------------------------------- Miles Ledgerwood                               Miles Ledgerwood Chairman                                       Chairman

AF MUTUAL HOLDING COMPANY

By Its Authorized Representative:

- ---------------------------- Miles Ledgerwood Chairman

Accepted as of the date first above written

Charles Webb & Company, a Division Keefe, Bruyette & Woods, Inc.

By Its Authorized Representative:

- ----------------------------- Patricia A. ",236,544,330,560,ALAMOGORDO FEDERAL SAVINGS AND CORPORATION                                    LOAN ASSOCIATION,Miles Ledgerwood,PARTY,SIGNING_PERSON,other,0
"250 64293 Darmstadt, Germany Designated Filer: Ares Trading SA Issuer and CUSIP: Intrexon Corporation (46122T102) Dated: January 7, 2019 ARES TRADING SA ARES TRADING SA By: /s/ Cédric Hyde By: /s/ Luigia Bocola Name: Cédric Hyde Name: Luigia Bocola Title: CFO Title: Finance Manager MERCK SERONO SA, COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY MERCK SERONO SA, COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY By: /s/ Cédric Hyde By: /s/ Tearaboth Te Name: Cédric Hyde Name: Tearaboth Te Title: CFO Title: Treasury Director MERCK KGAA, DARMSTADT, GERMANY MERCK KGAA, DARMSTADT, GERMANY By: /s/ Rando Bruns By: /s/ Tim Nielsen Name: Rando Bruns Name: Tim Nielsen Title: Head of Treasury Title: Head of Capital Markets. ",177,256,188,259,Cédric Hyde,CFO,SIGNING_PERSON,SIGNING_TITLE,other,0
"Exhibit 10.4

FORM OF TRANSFER AND SERVICING AGREEMENT

among

VERIZON OWNER TRUST 2020-A, as Issuer,

VERIZON ABS LLC, as Depositor

and

CELLCO PARTNERSHIP d/b/a VERIZON WIRELESS, as Servicer, Marketing Agent and Custodian

Dated as of January 29, 2020

Source: VERIZON ABS LLC, 8-K, 1/23/2020





TABLE OF CONTENTS

ARTICLE I USAGE AND DEFINITIONS 1 Section 1.1 Usage and Definitions 1

ARTICLE II TRANSFER AND ACQUISITION OF DEPOSITOR TRANSFERRED PROPERTY; REPRESENTATIONS AND WARRANTIES

Section 2.1 Transfers of Depositor Transferred Property 1 Section 2.2 Acknowledgement of Further Assignments 3 Section 2.3 Savings Clause 3 Section 2.4 Representations and Warranties About Depositor Transferred Property. ",103,123,118,132,VERIZON ABS LLC,Depositor,PARTY,ROLE,other,0
"mail, return receipt requested postage prepaid, to the following address:   If to PPD: PPD Development, LP 929 North Front Street Wilmington, NC 28401 Telephone: (910) 251-0081 Facsimile: (910) 343-5920 Attn.: Chief Executive Officer With a Copy to: General Counsel

If to VS: VirtualScopics, Inc. ",87,210,106,233,"PPD Development, LP",Chief Executive Officer,NAME,TITLE,other,0
"Byi'Sj' JimR- Brcck___________________ JiinE. Brcck President and Chief Financial Officer





GUARANTY BANK, FS B  ' Kelly L. ",39,52,51,89,JiinE. Brcck,President and Chief Financial Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
"2801 East Plano Parkway Plano, Texas 75074

or at such other address as is given in writing by ADAMS GOLF to CONSULTANT.

12





  IN WITNESS WHEREOF, the parties hereto have caused this Agreement to be executed as of the date first set forth above.

    APPROVED FOR CONSULTANT                       By: /s/ Tom Watson     Date: January 13, 2005

Tom Watson



    APPROVED FOR ADAMS GOLF, LTD. ",269,310,279,320,CONSULTANT,Tom Watson,PARTY,SIGNING_PERSON,other,0
"KIROMIC, INC: CONSULTANT:

By: /s/ Scott Dahlbeck /s/ Gianluca Rotino Signature

Name: Scott Dahlbeck Gianluca Rotino

Title: President 844.KEY.CURE | www.kiromic.com PAGE 6





EXHIBIT A

SERVICES AND COMPENSATION

1. ",87,126,101,135,Scott Dahlbeck,President,SIGNING_PERSON,SIGNING_TITLE,other,0
"Exhibit 10.17(b)                                                                 ----------------

                          FIRST AMENDMENT TO SAGEBRUSH                       MANAGEMENT AND MAINTENANCE AGREEMENT

     THIS FIRST AMENDMENT TO SAGEBRUSH MANAGEMENT AND MAINTENANCE AGREEMENT (""Amendment"") is made and entered into as of December 1, 1990 by and among Sagebrush, a California general partnership (""Partnership""), the undersigned partners of the Partnership, being all of the Sagebrush partners (""Partners""), and ToyoWest Management Inc., a California corporation (""Manager""), with respect to the following facts and circumstances:

                                 R E C I T A L S                                  ---------------

     A. ",365,411,374,422,Sagebrush,Partnership,PARTY,ROLE,other,0
"  CAPSUGEL US, LLC   By: /s/ Amit Patel   Name: Amit Patel   Title: President, Dosage Form Solutions     CARDAX, INC. ",2,48,18,58,"CAPSUGEL US, LLC",Amit Patel,PARTY,SIGNING_PERSON,other,0
" Distributor shall not assign this Agreement or any rights or obligations hereunder without the prior written consent of the Company.

IN WITNESS WHEREOF, the parties have caused this Agreement to be executed by their duly authorized officers as of the date and year indicated above.

SNOTARATOR LLC

By:/s/ Orsolya Peresztegi Orsolya Peresztegi Title:  President and Manager

DISTRIBUTOR SMSA Ballinger Acquisition Corp.

By:/s/ Timothy P. ",285,327,299,345,SNOTARATOR LLC,Orsolya Peresztegi,PARTY,SIGNING_PERSON,other,0
"Provence Print Name: Jeffrey R. Provence Title: Trustee, Secretary and Treasurer Potomac Fund Management, Inc. ",21,48,40,80,Jeffrey R. Provence,"Trustee, Secretary and Treasurer",SIGNING_PERSON,SIGNING_TITLE,other,0
    WESTROCK COMPANY           By: /s/ Robert B. McIntosh     Name: Robert B. ,4,39,20,57,WESTROCK COMPANY,Robert B. McIntosh,PARTY,SIGNING_PERSON,other,0
"  Party A: Nanjing Tuniu Technology Co., Ltd.

By:   /s/ Yu Dunde     Name: Yu Dunde     Title: Chairman

Party B: Beijing Tuniu Technology Co., Ltd.

By:   /s/ Yu Dunde     Name: Yu Dunde     Title: Chairman. ",57,96,65,104,Yu Dunde,Chairman,SIGNING_PERSON,SIGNING_TITLE,other,0
"This Agreement may be executed in counterparts, each             of which will serve to evidence the parties' binding agreement.

CyberShop                                Excite, Inc.

By: /s/ Jill Markus                      By: /s/ Robert C. ",130,193,139,204,CyberShop,Jill Markus,PARTY,SIGNING_PERSON,other,0
By:/s/ Vincent Hingot Name: Vincent Hingot Title: Senior Vice President Industrial Affairs Date: 22 Dec. ,7,50,21,90,Vincent Hingot,Senior Vice President Industrial Affairs,SIGNING_PERSON,SIGNING_TITLE,other,0
"ABBVIE BIOTECHNOLOGY LTD By: /s/ Gerald McMahon Name: Gerald McMahon Title: President and CEO

By: /s/ Robert Michael Name: Robert Michael Title: Director

[SIGNATURE PAGE TO DEVELOPMENT AND OPTION AGREEMENT]

Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020





Schedule 1.84

Initial Development Plan

[***]

Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020





Schedule 1.99

Licensed Compound

[***]

Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020





Schedule 3.7

Pre-Approved Third Party Providers

[***]

Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020





Schedule 10.2

Disclosure Schedules

[***]

Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020





Schedule 10.2.1

Existing Patents [***]

Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020





Schedule 13.7.3

Arbitration

[***]

Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020. ",33,76,47,93,Gerald McMahon,President and CEO,SIGNING_PERSON,SIGNING_TITLE,other,0
"(""Company""), a Nevada corporation, and TruckThat LLC (""Consultant""). ",39,55,52,65,TruckThat LLC,Consultant,PARTY,ROLE,other,0
"              By /s/ Dennis Pelino   By /s/ Jay Rifkin     Name: Dennis Pelino   Name: Jay Rifkin     Title: Chairman   Title: CEO                         ""CONTENT PROVIDER"":                   YGP, LLC                   By /s/ Dennis Pelino         Name: Dennis Pelino         Title: Managing Partner                             ""CONTENT PROVIDER"":                   TWK Holdings, LLC

Source: MIDWEST ENERGY EMISSIONS CORP., 8-K, 6/4/2008





  By /s/ Beh Chong Wah         Name: Beh Chong Wah         Title: Managing Member





EXHIBIT A TO CONTENT LICENSE AGREEMENT BY AND AMONG DIGICORP, INC. ",44,127,54,130,Jay Rifkin,CEO,SIGNING_PERSON,SIGNING_TITLE,other,0
"                      Electric City of Illinois L.L.C.

By:   /s/Joseph Marino                    By:   Jim Stump       -------------------                       -------------------------------       President

                                    Page -14-. ",22,104,53,113,Electric City of Illinois L.L.C,Jim Stump,PARTY,SIGNING_PERSON,other,0
"(""COMPANY"") and New China Media LLC, a Florida limited liability company (a/k/a New China Media Limited) with offices at 400 Alton Road, Penthouse 7, Miami Beach, Florida 33139 (""NCM""); YGP, LLC, a Florida limited liability company with offices at 4000 Hollywood Blvd, Suite 485 South, Hollywood, Florida, 33021 (""YGP"") and TWK Holdings, LLC with offices at Room 4301, 43/F, Jardine House , One Connaught Place, Central, Hong Kong (""TWK"") (NCM, YGP and TWK shall be individually and collectively referred to as ""CONTENT PROVIDER"") (COMPANY and CONTENT PROVIDER are hereinafter sometimes collectively referred to as the ""Parties"").



                W I T N E S S E T H:

  WHEREAS, COMPANY intends to build and maintain web sites based in the People's Republic of China which will include content provided to COMPANY by third parties for the purpose of providing information to users of the web site, and providing access to the products and/or services of such third parties;





WHEREAS, CONTENT PROVIDER has acquired from one or more third parties (individually a ""Licensor"" and collectively the ""Licensors"") the right to distribute by means of the internet certain content described more fully in the attached Exhibit A (the ""Current Content"") and intends to acquire from Licensors in the future the right to distribute by means of the internet additional content (the ""Future Content"") (the Current Content and the Future Content are hereinafter sometimes collectively referred to as the ""Content""); and,





  WHEREAS, COMPANY and CONTENT PROVIDER wish to distribute the Content through the web sitesreferred to above.



  NOW, THEREFORE, in consideration of the promises and the mutual covenants of this Agreement, the partieshereto agree as follows:



  1. ",324,512,341,528,"TWK Holdings, LLC",CONTENT PROVIDER,PARTY,ROLE,other,0
"Yours very truly, DUNDEE SECURITIES LTD. By: /s/ Aaron Unger Name: Aaron Unger Title: Managing Director KES 7 CAPITAL INC. ",67,86,78,103,Aaron Unger,Managing Director,SIGNING_PERSON,SIGNING_TITLE,other,0
"22 Source: EL POLLO LOCO HOLDINGS, INC., 10-K, 3/6/2020





EXHIBITS EXHIBIT ""A"" TO DEVELOPMENT AGREEMENT - TERRITORY23 EXHIBIT ""B"" TO DEVELOPMENT AGREEMENT - DEVELOPMENT SCHEDULE24 EXHIBIT ""C"" TO DEVELOPMENT AGREEMENT - EXISTING EL POLLO LOCO® RESTAURANTS IN THE TERRITORY 25

EL POLLO LOCO® FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)

THIS FRANCHISE DEVELOPMENT AGREEMENT (""Agreement"") dated for identification purposes only as of _____________________, is made and entered into by and between EL POLLO LOCO, INC., a Delaware corporation, with its principal place of business at 3535 Harbor Blvd, Suite 100, Costa Mesa, California 92626 (referred to herein as ""El Pollo Loco"" or ""Franchisor"") and __________________an individual, with its principal place of business at _____________________________________ (""Developer"").

Recitals.

A.Franchisor owns certain proprietary and other property rights and interests in and to the ""El Pollo Loco®"" trademark and service mark, and such other trademarks, service marks, logo types, insignias, trade dress designs and commercial symbols as Franchisor may from time to time authorize or direct Developer to use in connection with the operation of a(n) ""El Pollo Loco®"" restaurant (the ""El Pollo Loco® Marks""). ",733,828,745,837,an individua,Developer,PARTY,ROLE,other,0
"  For the remainder, the Schedule remains unchanged and this Amendment I shall form an integral part thereof.

                  INSTITUTE OF GRASSLAND AND  ENVIRONMENTAL RESEARCH   CERES, INC.

                  By:   /s/ M Humphreys  By:   /s/ Peter Mascia

Name: Professor Mervyn Humphreys

Name: Peter Mascia      Title: Director      Title: Vice President of Product Development                            By:   /s/ Richard Flavell

Name: Richard Flavell, CBE, FRS              Title: Chief Scientific Officer







Ceres-IGER Milestones — Year 1

Page 2 of 3

Confidential Treatment Requested and the Redacted Material has been separately filed with the Commission

              Contract Year             (April 1 - March 31)   Schedule   Milestone   See key Year 1     Agronomy    Characterise [***] in the potential for [***] amongst [***]  from the [***]   A

            Year 1   Agronomy  Survey of [***] capacity of [***] genotypes taken from the [***] trial during July 20[***]. ",129,266,179,292,INSTITUTE OF GRASSLAND AND  ENVIRONMENTAL RESEARCH,Professor Mervyn Humphreys,PARTY,SIGNING_PERSON,other,0
"Any disputes under this Consulting Agreement shall be resolved by appropriate proceedings in the state of New York.

This Consulting Agreement may not be changed orally, but may be changed only in a writing executed by the party to be charged with enforcement.

If any terms and conditions of this Consulting Agreement shall be held to be illegal, invalid or otherwise unenforceable by a court of competent jurisdiction, all remaining terms and conditions shall remain in full force and effect

IN WITNESS WHEREOF, the parties hereto have duly executed this Agreement as of the Effective Date.

Sphere 3D Corp.

/s/ Peter Tassiopoulos

Name: Peter Tassiopoulos

Title: CEO

GROUPE PARAMEUS CORP.

/s/ Samuel Kafkas

Name:

Title: President





EXHIBIT A

Consultant Services

The Consultant agrees, to the extent reasonably require in the conduct of its business with the Company, to place at the disposal of the Company its judgment and experience and to provide business development services to the Company, including, but not limited to, the following:

a. ",595,642,609,660,Sphere 3D Corp,Peter Tassiopoulos,PARTY,SIGNING_PERSON,other,0
"(""Company""), a Nevada corporation, and TruckThat LLC (""Consultant""). ",39,55,52,65,TruckThat LLC,Consultant,PARTY,ROLE,other,0
"Legacy Education Alliance Holdings, Inc. T&B Seminars, Inc. By: /s/ James E. May By: /s/ Tarek El Moussa Name:James E. ",41,89,58,104,"T&B Seminars, Inc",Tarek El Moussa,PARTY,SIGNING_PERSON,other,0
" Water and sediments (BSW)   0,5 % in volume  Salt   20 PTB  Steam pressure   Eleven (11) psi at 100°F  Gravity in API degrees 18 degrees 50 degrees

TYPE OF BOND AMOUNT  Performance Insurance Policy Four thousand forty seven millions of Colombian pesos ($4.047.000.000)

  1







   All notifications and communications to be delivered to the Parties as a result of the execution of the Contract hereof shall be made to the  addresses indicated as follows:    ECOPETROL

  THE SENDER





BY THE SENDER: BY ECOPETROL S.A.:  Signature ""/s/ Duncan Nightingale"" Signature ""/s/ Rafael Espinosa Rozo""          Name: DUNCAN NIGHTINGALE Name: RAFAEL ESPINOSA ROZO  Title: Legal Representative  Pasaporte No. ",499,542,505,560,SENDER,Duncan Nightingale,PARTY,SIGNING_PERSON,other,0
"Neither the franchisor, any person or franchise broker in Item 2 of the Disclosure Document is subject to any currently effective order of any national securities association or national securities exchange, as defined in the Securities Exchange Act of 1934, 15 U.S.C.A. ",12,12,22,22,franchisor,franchisor,PARTY,ROLE,other,0
"1

                                  EXHIBIT 10.13

                                                                  EXECUTION COPY

                              ENDORSEMENT AGREEMENT                               ---------------------

         This Endorsement Agreement (""Agreement"") is made this 13th day of October, 1999 by and between SQUARE TWO GOLF INC., a New Jersey corporation (the ""Company""), and KATHY WHITWORTH, an individual, with an address at 302 La Mancha Court, Santa Fe, New Mexico, 87501 (the ""Professional"").

                                    RECITALS                                     --------

         WHEREAS, the Company manufactures and sells women's golf clubs and other golf equipment;

         WHEREAS, the Professional is a retired Ladies Professional Golf Association (""LPGA"") Tour Professional;

         WHEREAS, the Company desires to utilize the services of the Professional in connection with the promotion, marketing, and sale of a signature line of women's golf clubs and the Company's other products and services; and

         WHEREAS, the Company and the Professional desire to enter into an agreement pursuant to which the Professional will serve the Company as an independent contractor, on the terms and subject to the conditions set forth herein.

         NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the Company and the Professional hereby agree as follows:

1. ",411,517,426,529,KATHY WHITWORTH,Professional,PARTY,ROLE,other,0
"IN WITNESS WHEREOF, the Parties have executed this Agreement as of the Effective Date Acceptance by Developer By: /s/ Julian Valentine Julian Valentine, VP

Acceptance by Client: By: /s/ Dave Comeau Dave Comeau, Shareholder

25

Source: PELICAN DELIVERS, INC., S-1, 2/11/2020





Source: PELICAN DELIVERS, INC., S-1, 2/11/2020. ",171,199,177,210,Client,Dave Comeau,PARTY,SIGNING_PERSON,other,0
"  By: /s/ Elvis Gooden    Elvis Gooden - President     NFL Alumni - Northern California Chapter   By: /s/ Eric Price    Eric Price - President     Endorsement Agreement Addendum I  Page 2 of 2

Source: GRIDIRON BIONUTRIENTS, INC., 8-K, 12/6/2017. ",120,133,130,142,Eric Price,President,SIGNING_PERSON,SIGNING_TITLE,other,0
"MICROGENICS CORPORATION   By: /s/ Blake Wise By: /s/ Marc Tremblay

Name: Blake Wise Name: Marc Tremblay

Title: COO Title: President, Clinical Diagnostics

Date: 4/26/16 Date: 4/26/2016



Signature Page to Collaborative Development and Commercialization Agreement DB2/ 26356633.19

[***] Certain information in this document has been omitted and filed separately with the Securities and Exchange Commission. ",53,124,66,155,Marc Tremblay,"President, Clinical Diagnostics",SIGNING_PERSON,SIGNING_TITLE,other,0
"  Party A: Nanjing Tuniu Technology Co., Ltd.

By:   /s/ Yu Dunde     Name: Yu Dunde     Title: Chairman

Party B: Beijing Tuniu Technology Co., Ltd.

By:   /s/ Yu Dunde     Name: Yu Dunde     Title: Chairman. ",76,96,84,104,Yu Dunde,Chairman,SIGNING_PERSON,SIGNING_TITLE,other,0
"REYNOLDS CONSUMER PRODUCTS LLC, as Seller

By: //s// Lance Mitchell Lance Mitchell Chief Executive Officer

PACTIV LLC, as Buyer

By: //s// John McGrath John McGrath Chief Executive Officer

Source: REYNOLDS CONSUMER PRODUCTS INC., S-1, 11/15/2019. ",140,166,152,189,John McGrath,Chief Executive Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
"The redacted information has been excluded because it is both (i) not material and (ii) would be competitively harmful if publicly disclosed.

GLOBAL MASTER SUPPLY AGREEMENT

This Global Master Supply Agreement (""Agreement"" or ""Contract"") is between ExxonMobil Chemical Company, a division of Exxon Mobil Corporation (""Seller""),on behalf of itself and in the interest of the ExxonMobil affiliates listed on Attachment B (each an ""ExxonMobil Selling Affiliate"" or ""EMCC/A"" or collectively, ""ExxonMobil Selling Affiliates""), and West Pharmaceutical Services, Inc. ",250,319,277,325,ExxonMobil Chemical Company,Seller,PARTY,ROLE,other,0
"By: /s/ Iwald Mons By: /s/ Arun Menawat Name: Iwald Mons Name: Arun Menawat Title: M&A Project Leader Title: Chief Executive Officer Date: July 31, 2017 Date: July 31, 2017





[Redacted - Commercially Sensitive - Schedules concerning Product specifications, details, pricing, lead times, production plan and transition details]. ",27,109,39,132,Arun Menawat,Chief Executive Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
