,pubmed_id,abstract,pubdate,title,fulljournalname
968,PMC6198430,"Diabetic patients, during the course of the disease, are most likely to experience depressive symptoms that might ultimately lead to suicidal ideation or suicide. The size of literature in diabetes depression/suicide is a good indicator of national and international efforts to address psychological co-morbidities associated with diabetes mellitus (DM). Therefore, the objective of this study was to give a comprehensive analysis, both quantitative and qualitative, of scientific literature in diabetes depression/suicide.
SciVerse Scopus was used to retrieve relevant literature up to 2016.
In total, 1664 journal documents were retrieved with an average of 26.9 citations per article and an h-index of 98. Publications started in 1949 but showed a steep and noticeable increase after 2001. Retrieved articles were published in 641 different journals with Diabetes Care journal being the top productive one with a total of 130 (7.8%) articles. Researchers from 83 different countries participated in retrieved publications. Researchers from the United States of America participated in publishing 685 articles. There was a strong and positive correlation between research output and Gross Domestic Product (r = 0.083; p < 0.001) but not with prevalence or mortality caused by DM. Researchers from 4870 different institutions/organizations participated in publishing retrieved articles. Publications from the University of Washington, Seattle, USA had the highest h-index (38), while “VA medical centers” had the highest number of publications (75; 4.5%). In total, 5715 authors appeared in retrieved articles giving an average of 3.4 authors per article. Top cited articles focused on prevalence, impact of depression on glycemic control, and potential risk of diabetic complications. The total number of publications in depression/suicide in diabetic patients was lesser than that in cardiac (1938) or in cancer (1828) patients. However, publications in diabetes depression/suicide exceeded those in cardiac and cancer in the last 2 years of the study period.
The current study showed a noticeable growth of publications indicative of the importance of this topic. Research focusing on the psychiatric component of diabetes mellitus needs to be strengthened and encouraged. At the practical level, screening for depression/suicide among patients attending primary healthcare clinics is needed to optimize health and quality of life of diabetic patients.
The online version of this article (10.1186/s12991-018-0214-2) contains supplementary material, which is available to authorized users.",2018 Oct 23,Analysis of global research output on diabetes depression and suicide,Annals of General Psychiatry
969,PMC7644753,"Diabetic kidney disease (DKD) occurs in approximately 20–40% of patients with type 2 diabetes mellitus. Patients with DKD have a higher risk of cardiovascular and all-cause mortality. Angiotensin-converting enzyme inhibitors or angiotensin receptor blockers and antihyperglycemic drugs form the mainstay of DKD management and aim to restrict progression to more severe stages of DKD. Sodium-glucose cotransporter 2 inhibitors (SGLT2i) control hyperglycemia by blocking renal glucose reabsorption in addition to preventing inflammation, thereby improving endothelial function and reducing oxidative stress; consequently, this class of prescription medicines is emerging as an important addition to the therapeutic armamentarium. The EMPA-REG OUTCOME, DECLARE TIMI 58, and CANVAS trials demonstrated the renoprotective effects of SGLT2i, such as restricting decline in glomerular filtration rate, in the progression of albuminuria, and in death due to renal causes. The renoprotection provided by SGLT2i was further confirmed in the CREDENCE study, which showed a 30% reduction in progression of chronic kidney disease, and in the DELIGHT study, which demonstrated a reduction in albuminuria with dapagliflozin compared with placebo (− 21.0%, confidence interval [CI] − 34.1 to − 5.2, p = 0.011). Furthermore, a meta-analysis demonstrated a reduced risk of dialysis, transplantation, or death due to kidney disease (relative risk 0.67; 95% CI 0.52–0.86; p = 0.0019) and a 45% risk reduction in worsening of renal function, end-stage renal disease, or renal death (hazard ratio 0.55, CI 0.48–0.64, p < 0.0001) with SGLT2i, irrespective of baseline estimated glomerular filtration rate. Thus, there is emerging evidence that SGLT2i may be used to curb the mortality and improve the quality of life in patients with DKD. However, clinicians need to effectively select candidates for SGLT2i therapy. In this consensus statement, we have qualitatively synthesized evidence demonstrating the renal effects of SGLT2i and proposed recommendations for optimal use of SGLT2i to effectively manage and delay progression of DKD.",2020 Oct 6,Kidney Disease in Type 2 Diabetes Mellitus and Benefits of Sodium-Glucose Cotransporter 2 Inhibitors: A Consensus Statement,Diabetes Therapy
970,PMC4900976,"The use of insulin analogs for the treatment of type 1 diabetes mellitus (T1DM) is widespread; however, the therapeutic benefits still require further evaluation given their higher costs. The objective of this study was to evaluate the effectiveness and safety of analog insulin glargine compared to recombinant DNA (rDNA) insulin in patients with T1DM in observational studies, building on previous reviews of randomized controlled trials comparing neutral protamine Hagedorn insulin and insulin glargine.
A systematic review with a meta-analysis was performed. The review included cohort studies and registries available on PubMed, LILACS, and the Cochrane Central Register of Controlled Trials (CENTRAL), as well as manual and gray literature searches. The meta-analysis was conducted in Review Manager 5.3 software. The primary outcomes were glycated hemoglobin (Hb1Ac), weight gain, and hypoglycemia. Methodological quality was assessed using the Newcastle-Ottawa scale.
Out of 796 publications, 11 studies were finally included. The meta-analysis favored insulin glargine in HbA1c outcomes (adult patients) and hypoglycemic episodes (P < 0.05), but without reaching glycemic control (Hb1Ac to approximately 7%). The methodological quality of the studies was moderate, noting that 45% of studies were funded by pharmaceutical companies.
Given the high heterogeneity of the studies, the discrete value presented by the estimated effect on effectiveness and safety, potential conflicts of interest of the studies, and the appreciable higher cost of insulin glargine, there is still no support for recommending first-line therapy with analogs. The role of analogs in the treatment of T1DM could be better determined by further observational studies of good methodological quality to assess their long-term effectiveness and safety, as well as their cost-effectiveness.",2016 Apr 5,Clinical Effectiveness and Safety of Analog Glargine in Type 1 Diabetes: A Systematic Review and Meta-Analysis,Diabetes Therapy
971,PMC8009572,"Neonatal diabetes (ND) appears during the first months of life and is caused by a single gene mutation. It is heterogenous and very different compared to other forms of multi-factorial or polygenic diabetes. Clinically, this form is extremely severe, however, early genetic diagnosis is pivotal for successful therapy. A large palette of genes is demonstrated to be a cause of ND, however, the mechanisms of permanent hyperglycemia are different. This review will give an overview of more frequent genetic mutations causing ND, including the function of the mutated genes and the specific therapy for certain sub-forms.",2021 Mar 23,Genetic Spectrum of Neonatal Diabetes,Balkan Journal of Medical Genetics : BJMG
972,PMC8369224,"The Committee of Clinical Practice Guidelines of the Korean Diabetes Association (KDA) updated the previous clinical practice guidelines for Korean adults with diabetes and prediabetes and published the seventh edition in May 2021. We performed a comprehensive systematic review of recent clinical trials and evidence that could be applicable in real-world practice and suitable for the Korean population. The guideline is provided for all healthcare providers including physicians, diabetes experts, and certified diabetes educators across the country who manage patients with diabetes or the individuals at the risk of developing diabetes mellitus. The recommendations for screening diabetes and glucose-lowering agents have been revised and updated. New sections for continuous glucose monitoring, insulin pump use, and non-alcoholic fatty liver disease in patients with diabetes mellitus have been added. The KDA recommends active vaccination for coronavirus disease 2019 in patients with diabetes during the pandemic. An abridgement that contains practical information for patient education and systematic management in the clinic was published separately.",2021 Jul 30,2021 Clinical Practice Guidelines for Diabetes Mellitus in Korea,Diabetes & Metabolism Journal
973,PMC6659178,"Type 1 and type 2 diabetes are increasing in prevalence and diabetes complications are common. Diabetes complications are rarely studied in youth, despite the potential onset in childhood. Microvascular complications of diabetes include retinopathy, diabetic kidney disease or nephropathy, and neuropathy that may be somatic or autonomic. Macrovascular disease is the leading cause of death in patients with type 1 diabetes. Strict glycaemic control will reduce microvascular and macrovascular complications; however, they may still manifest in youth. This article discusses the diagnosis and treatment of complications that arise from type 1 and type 2 diabetes mellitus in youth. Screening for complications is paramount as early intervention improves outcome. Screening should commence from 11 years of age depending on the duration of type 1 diabetes or at diagnosis for patients with type 2 diabetes. Diabetic retinopathy may require invasive treatment such as laser therapy or intravitreal antivascular endothelial growth factor therapy to prevent future blindness. Hypertension and albuminuria may herald diabetic nephropathy and require management with angiotensin converting enzyme (ACE) inhibition. In addition to hypertension, dyslipidaemia must be treated to reduce macrovascular complications. Interventional trials aimed at examining the treatment of diabetes complications in youth are few. Statins, ACE inhibitors and metformin have been successfully trialled in adolescents with type 1 diabetes with positive effects on lipid profile, microalbuminuria and measures of vascular health. Although relatively rare, complications do occur in youth and further research into effective treatment for diabetes complications, particularly therapeutics in children in addition to prevention strategies is required.",2019 Jul 25,Management of diabetes complications in youth,Therapeutic Advances in Endocrinology and Metabolism
974,PMC8349457,"Emergence of COVID-19 pandemic has led to increased use of telemedicine in health care delivery. Telemedicine facilitates long-term clinical care for monitoring and prevention of complications of diabetes mellitus.
Precise indications for teleconsultation, clinical care services which can be provided, and good clinical practices to be followed during teleconsultation are explained. Guidance on risk assessment and health education for diabetes risk factors, counselling for blood glucose monitoring, treatment compliance, and prevention of complications are described.
The guidelines will help physicians in adopting teleconsultation for management of diabetes mellitus, facilitate access to diabetes care and improve health outcomes.",2021 Aug 8,Management of diabetes mellitus through teleconsultation during COVID-19 and similar scenarios - Guidelines from Indian Council of Medical Research (ICMR) expert group,Diabetes & Metabolic Syndrome
975,PMC8353670,"This is the fourth reported case of central diabetes insipidus with oligohydramnios. Central diabetes insipidus does not adversely affect pregnancy; it can present with oligohydramnios, which can be improved by treating central diabetes insipidus.
This is the fourth reported case of central diabetes insipidus with oligohydramnios. Central diabetes insipidus does not adversely affect pregnancy; it can present with oligohydramnios, which can be improved by treating central diabetes insipidus.",2021 Aug 10,Pregnancy complicated by central diabetes insipidus and oligohydramnios,Clinical Case Reports
976,PMC6392655,"We assessed the association between diabetes mellitus and the risk of pleural empyema in Taiwan.
A population-based retrospective cohort study was conducted using the database of the Taiwan National Health Insurance Program. There were 28,802 subjects aged 20 to 84 years who were newly diagnosed with diabetes mellitus from 2000 to 2010 as the diabetes group and 114,916 randomly selected subjects without diabetes mellitus as the non-diabetes group. The diabetes group and the non-diabetes group were matched by sex, age, comorbidities, and the year of index date. The incidence of pleural empyema at the end of 2011 was estimated. A multivariable Cox proportional hazards regression model was used to estimate the hazard ratio (HR) and 95% confidence interval (95% CI) for pleural empyema associated with diabetes mellitus.
The overall incidence of pleural empyema was 1.65-fold higher in the diabetes group than that in the non-diabetes group (1.58 vs 0.96 per 10,000 person-years, 95% CI 1.57–1.72). After adjusting for confounders, a multivariable Cox proportional hazards regression model revealed that the adjusted HR of pleural empyema was 1.71 in subjects with diabetes mellitus (95% CI 1.16–2.51), compared with those without diabetes mellitus. In further analysis, even in the absence of any comorbidity, the adjusted HR was 1.99 for subjects with diabetes mellitus alone (95% CI 1.18–3.38).
Diabetic patients confer a 1.71-fold increased hazard of developing pleural empyema. Even in the absence of any comorbidity, the risk remains existent.",2017 Sep 8,Population-based cohort study investigating the correlation of diabetes mellitus with pleural empyema in adults in Taiwan,Medicine
977,PMC7195762,"Xylitol is an approved food additive that is widely used as a sweetener in many manufactured products. It is also used in pharmaceuticals. Secondary oxalosis resulting from high dietary oxalate has been reported. However, reported cases of oxalosis following xylitol infusion are rare.
A 39-year-old man with a 16-year history of organic psychiatric disorder was hospitalized for a laparoscopic cholecystectomy because of cholecystolithiasis. He had been treated with several antipsychotics and mood stabilizers, including lithium. The patient had polyuria (> 4000 mL/day) and his serum sodium levels ranged from 150 to 160 mmol/L. Urine osmolality was 141 mOsm/L, while serum arginine vasopressin level was 6.4 pg/mL. The patient was diagnosed with nephrogenic diabetes insipidus (NDI), and lithium was gradually discontinued. Postoperative urine volumes increased further to a maximum of 10,000 mL/day, and up to 10,000 mL/day of 5% xylitol was administered. The patient’s consciousness level declined and serum creatinine increased to 4.74 mg/dL. This was followed by coma and metabolic acidosis. After continuous venous hemodiafiltration, serum sodium improved to the upper 140 mmol/L range and serum creatinine decreased to 1.25 mg/dL at discharge. However, polyuria and polydipsia of approximately 4000 mL/day persisted. Renal biopsy showed oxalate crystals and decreased expression of aquaporin-2 (AQP2) in the renal tubules. Urinary AQP2 was undetected. The patient was discharged on day 82 after admission.
Our patient was diagnosed with lithium-induced NDI and secondary oxalosis induced by excess xylitol infusion. NDI became apparent perioperatively because of fasting, and an overdose of xylitol infusion led to cerebrorenal oxalosis. Our patient received a maximum xylitol dose of 500 g/day and a total dose of 2925 g. Patients receiving lithium therapy must be closely monitored during the perioperative period, and rehydration therapy using xylitol infusion should be avoided in such cases.",2020 May 1,Secondary oxalosis induced by xylitol concurrent with lithium-induced nephrogenic diabetes insipidus: a case report,BMC Nephrology
978,PMC3349710,"To test the hypothesis that a microalbuminuria (MA) threshold can help predict the risk for the development of diabetic retinopathy (DR) in type 2 diabetes mellitus (T2DM)_ patients.
We conducted a cross-sectional study of 4739 subjects with T2DM and a prospective study of 297 subjects with T2DM in China respectively.
Clinical and laboratory data were collected and biologic risk factors associated with any DR were analysed.
In the cross-sectional study, we found that MA was an independent risk factor for DR development; further, when the patients were divided into MA deciles, odds ratio (ORs) of DR for the patients in the sixth MA decile (10.7 mg/24 h) was 1.579-fold (1.161–2.147) compared to that for patients in the first MA decile. Furthermore, the OR of DR increased with a gradual increase in MA levels. Similarly, in the prospective study, during a mean follow-up of 4.5 years, we found that 51 patients (29.0%) of the 176 subjects with high MA level (10.7–30 mg/24 h) developed DR, while 17 patients (14.1%) of the 121 subjects with lower MA (<10.7 mg/24 h) developed DR, and the relative risk ratio of the development of DR is 2.13(95% CI, 1.58–3.62, P<0.001).
These data suggest that an MA threshold can predict the risk for the development of DR in type 2 diabetes mellitus, although it is still within the traditionally established normal range.",2012 May 10,A Microalbuminuria Threshold to Predict the Risk for the Development of Diabetic Retinopathy in Type 2 Diabetes Mellitus Patients,PLoS ONE
979,PMC5751142,"The kidney plays a central role in the regulation of the body water balance. The process of targeting the water channel aquaporin-2 (AQP2) on the apical plasma membrane of the collecting duct (CD) principal cells is mainly regulated by the antidiuretic peptide hormone arginine vasopressin (AVP), which is responsible for the maintenance of water homeostasis. Recently, much attention has been focused on the local factors modulating renal water reabsorption by AQP2 in the collecting ducts, especially prostaglandin E2 (PGE2). PGE2 is a lipid mediator involved in a variety of physiological and pathophysiological processes in the kidney. The biological function of PGE2 is mainly mediated by four G-protein-coupled receptors, namely EP1-4, which couple to drive separate intracellular signaling pathways. Increasing evidence demonstrates that PGE2 is essential for renal water transport regulation via multiple mechanisms. Each EP receptor plays a unique role in regulating water reabsorption in renal collecting ducts. This brief review highlights the role of PGE2 in the regulation of water reabsorption and discusses the involvement of each EP receptor subtype in renal collecting duct. A better understanding of the role of PGE2 in renal water transport process may improve disease management strategies for water balance disorders, including nephrogenic diabetes insipidus.",2017 Nov 27,Prostaglandin E2 in the Regulation of Water Transport in Renal Collecting Ducts,International Journal of Molecular Sciences
980,PMC8706563,"Rare genetic diseases are a group of pathologies with often unmet clinical needs. Even if rare by a single genetic disease (from 1/2000 to 1/more than 1,000,000), the total number of patients concerned account for approximatively 400 million peoples worldwide. Finding treatments remains challenging due to the complexity of these diseases, the small number of patients and the challenge in conducting clinical trials. Therefore, innovative preclinical research strategies are required. The zebrafish has emerged as a powerful animal model for investigating rare diseases. Zebrafish combines conserved vertebrate characteristics with high rate of breeding, limited housing requirements and low costs. More than 84% of human genes responsible for diseases present an orthologue, suggesting that the majority of genetic diseases could be modelized in zebrafish. In this review, we emphasize the unique advantages of zebrafish models over other in vivo models, particularly underlining the high throughput phenotypic capacity for therapeutic screening. We briefly introduce how the generation of zebrafish transgenic lines by gene-modulating technologies can be used to model rare genetic diseases. Then, we describe how zebrafish could be phenotyped using state-of-the-art technologies. Two prototypic examples of rare diseases illustrate how zebrafish models could play a critical role in deciphering the underlying mechanisms of rare genetic diseases and their use to identify innovative therapeutic solutions.",2021 Dec 12,Use of Zebrafish Models to Boost Research in Rare Genetic Diseases,International Journal of Molecular Sciences
981,PMC8274870,"Double disease burden such as Tuberculosis and Diabetes mellitus comorbidity is evident and on rising especially in high burden settings such as Tanzania. There is limited information about the availability of tuberculosis/diabetes integrated healthcare services in Tanzania. Therefore, this study explored the availability and examined the readiness of healthcare facilities with tuberculosis services to manage diabetes mellitus in Tanzania.
We abstracted data from the 2014–2015 Tanzania Service Provision Assessment Survey datasets. The service availability was assessed by calculating the proportion of tuberculosis facilities reported to manage diabetes mellitus. There were four domains; each domain with some indicators for calculating the readiness index. High readiness was considered if the tuberculosis facilities scored at least half (≥50%) of the indicators listed in each of the four domains (staff training and guideline, diagnostics, equipment, and medicines) as is recommended by the World Health Organization-Service Availability and Readiness Assessment manual while low readiness for otherwise.
Out of 341 healthcare facilities with tuberculosis services included in the current study, 238 (70.0%) reported providing management for diabetes mellitus. The majority of the facilities were dispensaries and clinics 48.1%; publicly owned 72.6%; and located in rural 62.6%. Overall, the readiness of tuberculosis facilities to manage diabetes was low (10.8%). Similarly, the readiness was low based on the domain-specific readiness of trained staff and guidelines.
Although the majority of the healthcare facilities with tuberculosis services had diabetes mellitus services the overall readiness was low. This finding provides a piece of evidence to inform the policymakers in high burden and low resource countries to strengthen the co-management of tuberculosis and diabetes.",2021 Jul 12,Readiness of healthcare facilities with tuberculosis services to manage diabetes mellitus in Tanzania: A nationwide analysis for evidence-informed policy-making in high burden settings,PLoS ONE
982,PMC6985429,"Background and Objectives: Congenital or primary nephrogenic diabetes insipidus (NDI) is a rare genetic disorder that severely impairs renal concentrating ability, resulting in massive polyuria. There is limited information about prognosis or evidence guiding the management of these patients, either in the high-risk period after diagnosis, or long-term. We describe the clinical presentation, genetic etiology, treatment and renal outcomes in a large group of children <21 years with NDI.
Design: A multi-center retrospective chart review.
Results: We report on 66 subjects from 16 centers. They were mainly male (89%) and white (67%). Median age at diagnosis was 4.2 months interquartile range (IQR 1.1, 9.8). A desmopressin acetate loading test was administered to 46% of children at a median age of 4.8 months (IQR 2.8, 7.6); only 15% had a water restriction test. Genetic testing or a known family history was present in 70% of the patients; out of those genetically tested, 89 and 11% had mutations in AVPR2 and AQP2, respectively. No positive family history or genetic testing was available for 30%. The most common treatments were thiazide diuretics (74%), potassium-sparing diuretics (67%) and non-steroidal anti-inflammatory drugs (42%). At the time of first treatment, 70 and 71% of children were below −2 standard deviations (SD) for weight and height, respectively. At last follow-up, median age was 72.3 months (IQR 40.9, 137.2) and the percentage below −2 SD improved to 29% and 38% for weight and height, respectively. Adverse outcomes included inpatient hospitalizations (61%), urologic complications (37%), and chronic kidney disease (CKD) stage 2 or higher in 23%.
Conclusion: We found the majority of patients were treated with thiazides with either a potassium sparing diuretic and/or NSAIDs. Hospitalizations, urologic complications, short stature, and CKD were common. Prospective trials to evaluate different treatment strategies are needed to attempt to improve outcomes.",2020 Jan 21,"Diagnosis, Treatment, and Outcomes in Children With Congenital Nephrogenic Diabetes Insipidus: A Pediatric Nephrology Research Consortium Study",Frontiers in Pediatrics
983,PMC8796247,"People with psychiatric disorders have increased risk of premature death partly due to diabetes. This study aims to explore the quality of diabetes care, diabetes management, diabetes support and well-being of people with psychiatric disorders and diabetes.
A total of 107 participants aged ≥18 years with diabetes and psychiatric disorders treated at psychiatric outpatient clinics in Denmark were recruited from August 2018 to June 2019. This descriptive cross-sectional study includes data from medical records on quality of diabetes care (eg, level and annual examination of hemoglobin A1c (HbA1c)) and questionnaires on diabetes management (measured on items from the Summary of Diabetes Self-Care Activities Scale and diabetes distress based on Problem Areas in Diabetes Scale (PAID-5)), diabetes support (no, some or high support from eight potential support persons and experience of care actions measured on items from Patient Assessment of Chronic Illness Care) and well-being (WHO 5-Item Scale and self-rated general health).
The mean age was 52 years, 56% were men, the mean body mass index was 31.9 kg/m2, the median HbA1c was 53 mmol/mol (7.0%) and the mean blood pressure was 131/83 mm Hg. The proportion with annual measurements of HbA1c was 93%, blood pressure 80%, cholesterol 93%, foot examination 77% and eye examination 75%. Fifty-one per cent had high diabetes distress (PAID-5 score ≥8). Diabetologists and general practitioners (39% and 37%) were the health professionals most frequently reported to provide high diabetes support.
This study highlights a need for improved diabetes support in people with psychiatric disorders and diabetes. Although a high proportion received appropriate diabetes care, we found high levels of diabetes distress, moderate levels of optimal self-management behaviors, low well-being and low diabetes support from psychiatric health professionals, while one-third of the population found it relevant to receive diabetes support from psychiatric health professionals.",2022 Jan 25,Need for improved diabetes support among people with psychiatric disorders and diabetes treated in psychiatric outpatient clinics: results from a Danish cross-sectional study,BMJ Open Diabetes Research & Care
984,PMC7783119,"Childhood-onset lymphocytic infundibuloneurohypophysitis (LINH) due to infiltration of autoimmune lymphocyte in the neurohypophysis is rarely reported. Its definitive diagnosis requires a pituitary biopsy, which is an invasive procedure. Recently, anti-rabphilin-3A antibody has been reported as a potential diagnostic marker for LINH in adults; however, only a few cases have been reported in children. Here, we present a case of childhood-onset LINH in a 10-yr-old boy identified as anti-rabphilin-3A antibody positive during chronic phase, 9 yr post-onset of central diabetes insipidus (CDI). T1-weighted magnetic resonance imaging (MRI) revealed pituitary stalk thickening and absence of posterior pituitary bright signal spot, and the hormonal responses of the adenohypophysis to GHRH, TRH, CRH, and LHRH revealed no abnormalities during the first admission. MRI at 5 mo post-onset indicated reduced stalk swelling; however, replacement treatment with intranasal desmopressin was continued to counter unimproved CDI. Additionally, GH replacement therapy was also initiated to counter its deficiency. Pituitary re-enlargement was not observed in the subsequent routine MRI, and no increase was observed in the levels of tumor markers during follow-up, which was considered clinically consistent with LINH. Our case study suggests that anti-rabphilin-3A antibody may be considered as a useful diagnostic marker for LINH in children.",2021 Jan 5,Lymphocytic infundibuloneurohypophysitis with positive anti-rabphilin-3A antibodies nine years post-onset of central diabetes insipidus,Clinical Pediatric Endocrinology
985,PMC6854535,"The present study reports on the frequency and the spectrum of genetic variants causative of monogenic diabetes in Russian children with non-type 1 diabetes mellitus. The present study included 60 unrelated Russian children with non-type 1 diabetes mellitus diagnosed before the age of 18 years. Genetic variants were screened using whole-exome sequencing (WES) in a panel of 35 genes causative of maturity onset diabetes of the young (MODY) and transient or permanent neonatal diabetes. Verification of the WES results was performed using PCR-direct sequencing. A total of 38 genetic variants were identified in 33 out of 60 patients (55%). The majority of patients (27/33, 81.8%) had variants in MODY-related genes: GCK (n=19), HNF1A (n=2), PAX4 (n=1), ABCC8 (n=1), KCNJ11 (n=1), GCK+HNF1A (n=1), GCK+BLK (n=1) and GCK+BLK+WFS1 (n=1). A total of 6 patients (6/33, 18.2%) had variants in MODY-unrelated genes: GATA6 (n=1), WFS1 (n=3), EIF2AK3 (n=1) and SLC19A2 (n=1). A total of 15 out of 38 variants were novel, including GCK, HNF1A, BLK, WFS1, EIF2AK3 and SLC19A2. To summarize, the present study demonstrates a high frequency and a wide spectrum of genetic variants causative of monogenic diabetes in Russian children with non-type 1 diabetes mellitus. The spectrum includes previously known and novel variants in MODY-related and unrelated genes, with multiple variants in a number of patients. The prevalence of GCK variants indicates that diagnostics of monogenic diabetes in Russian children may begin with testing for MODY2. However, the remaining variants are present at low frequencies in 9 different genes, altogether amounting to ~50% of the cases and highlighting the efficiency of using WES in non-GCK-MODY cases.",2019 Oct 16,Whole-exome sequencing in Russian children with non-type 1 diabetes mellitus reveals a wide spectrum of genetic variants in MODY-related and unrelated genes,Molecular Medicine Reports
986,PMC4014912,"Neonatal diabetes mellitus (NDM) is the term commonly used to describe diabetes with onset before 6 months‐of‐age. It occurs in approximately one out of every 100,000–300,000 live births. Although this term encompasses diabetes of any etiology, it is recognized that NDM diagnosed before 6 months‐of‐age is most often monogenic in nature. Clinically, NDM subgroups include transient (TNDM) and permanent NDM (PNDM), as well as syndromic cases of NDM. TNDM often develops within the first few weeks of life and remits by a few months of age. However, relapse occurs in 50% of cases, typically in adolescence or adulthood. TNDM is most frequently caused by abnormalities in the imprinted region of chromosome 6q24, leading to overexpression of paternally derived genes. Mutations in KCNJ11 and ABCC8, encoding the two subunits of the adenosine triphosphate‐sensitive potassium channel on the β‐cell membrane, can cause TNDM, but more often result in PNDM. NDM as a result of mutations in KCNJ11 and ABCC8 often responds to sulfonylureas, allowing transition from insulin therapy. Mutations in other genes important to β‐cell function and regulation, and in the insulin gene itself, also cause NDM. In 40% of NDM cases, the genetic cause remains unknown. Correctly identifying monogenic NDM has important implications for appropriate treatment, expected disease course and associated conditions, and genetic testing for at‐risk family members. Early recognition of monogenic NDM allows for the implementation of appropriate therapy, leading to improved outcomes and potential societal cost savings. (J Diabetes Invest, doi:10.1111/j.2040‐1124.2011.00106.x, 2011)",2011 Mar 2,Genetics and pathophysiology of neonatal diabetes mellitus,Journal of Diabetes Investigation
987,PMC4720828,"Diabetes is a serious disease that spread in the world dramatically. The diabetes patient has an average of risk to experience complications. Take advantage of recorded information to build ontology as information technology solution will help to predict patients who have average of risk level with certain complication. It is helpful to search and present patient’s history regarding different risk factors. Discovering diabetes complications could be useful to prevent or delay the complications.
We designed ontology based model, using adult diabetes patients’ data, to discover the rules of diabetes with its complications in disease to disease relationship.
Various rules between different risk factors of diabetes Patients and certain complications generated. Furthermore, new complications (diseases) might be discovered as new finding of this study, discovering diabetes complications could be useful to prevent or delay the complications.
The system can identify the patients who are suffering from certain risk factors such as high body mass index (obesity) and starting controlling and maintaining plan.",2015 Dec,Discovering Diabetes Complications: an Ontology Based Model,Acta Informatica Medica
988,PMC6961406,"Mutations of the WFS1 gene are responsible for most cases of Wolfram syndrome (WS), a rare, recessively inherited neurodegenerative disorder characterized by juvenile-onset non-autoimmune diabetes mellitus and optic atrophy. Variants of WFS1 are also associated with non-syndromic hearing loss and type-2 diabetes mellitus (T2DM). Our study adds to literature significant associations between WS and T2DM.
In this study, we analyzed the clinical and genetic data of two families with high prevalence of WS and T2DM. Genetic linkage analysis and DNA sequencing were exploited to identify pathogenic variants. One novel pathogenic variant (c.2243-2244insC) and one known pathogenic (c.1232_1233delCT) (frameshift) variant were identified in exon eight of WFS1 gene.
The mutational and phenotypic spectrum of WS is broadened by our report of novel WFS1 mutation. Our results reveal the value of molecular analysis of WFS1 in the improvement of clinical diagnostics for WS. This study also confirms the role of WFS1 in T2DM.",2020 Jan 14,Clinical and genetic analysis of two wolfram syndrome families with high occurrence of wolfram syndrome and diabetes type II: a case report,BMC Medical Genetics
989,PMC6400173,"Diabetes mellitus often causes high economic burden on the patients and their households. The present study aimed to assess the incidence and intensity of catastrophic health expenditure (CHE) relating to type 2 diabetes mellitus care, and to explore its determinants in China.
A total of 1,948 type 2 diabetes patients were included in the analysis. CHE for type 2 diabetes mellitus was defined as out‐of‐pocket payments for diabetes care that were ≥40% of the non‐food expenditure of a household. The Chi‐square‐test was used to identify the factors associated with CHE. Multivariate logistic regression was used to assess the effects of explanatory analysis variables.
The incidence of CHE for type 2 diabetes mellitus care was 13.8%. An association was observed between CHE incidence and household income level, and the poorest group was more likely to experience CHE as a result of diabetes mellitus care. The type 2 diabetes mellitus patients with complications were found to be more likely to experience CHE. Diabetes patients who experienced outpatient or inpatient services increased the likelihood of CHE, and those who experienced inpatient services were more likely to incur CHE.
Type 2 diabetes mellitus has a significantly catastrophic effect on patients and their households in China. Early screening for type 2 diabetes mellitus patients among the high‐risk groups and effective management of the detected cases should be priorities to reduce the overall healthcare expenditure for type 2 diabetes mellitus.",2018 Aug 25,"Catastrophic health expenditure among type 2 diabetes mellitus patients: A province‐wide study in Shandong, China",Journal of Diabetes Investigation
