text_id,text
23142507,"Heteromtoxin (HmTx), a novel heterodimeric phospholipase A(2) from Heterometrus laoticus scorpion venom. Heteromtoxin (HmTx) is a group III phospholipase A(2) produced in Heterometrus laoticus, in Thailand. In this study, HmTx was purified from venom by separation chromatography, and the PLA(2) activity of the fractions was determined by lecithin agar assay. The enzyme is an acidic protein with a pI of 5.6 and an apparent molecular weight of 14018.4 Da. The nucleotide sequence of HmTx contains 649 bp, and the mature protein is predicted to have 131 amino acid residues-104 of which make up the large subunit, and 27 of which make up the small subunit. The subunit structure of HmTx is highly similar to that of the other toxin, Pandinus imperator imperatoxin I (IpTx(i)) and to Mesobuthus tamulus phospholipase A(2) (MtPLA(2)). The 3D-structure of HmTx consists of three conserved alpha-helices: h1 (Lys24-His34), h2 (Cys59-Asp71), and h3 (Ala80-Phe89). The beta-sheet consisted of a single stranded anti-parallel beta-sheet (b1.1 at Glu43-Lys45 and b1.2 at Lys48-Asn50) that was highly similar to the conserved sequences (-CGXG-, -CCXXHDXC- and CXCEXXXXXC-) of Apis mellifera (bee) phospholipases."
23612710,"Comparative phosphoproteomic analysis of checkpoint recovery identifies new regulators of the DNA damage response. How cells recover from a DNA damage-induced arrest is currently poorly understood. We performed large-scale quantitative phosphoproteomics to identify changes in protein phosphorylation that occurred during recovery from arrest in the G2 phase of the cell cycle caused by DNA damage. We identified 154 proteins that were differentially phosphorylated, and systematic depletion of each of these differentially phosphorylated proteins by small interfering RNA (siRNA) identified at least 10 potential regulators of recovery. Astrin, a protein associated with the mitotic spindle, was among the potential regulators of recovery. We found that astrin controlled the abundance of the cell cycle regulator p53 during DNA damage-induced arrest. Cells in which astrin was depleted had decreased murine double minute 2 (MDM2) abundance and increased p53 at the later stages of the DNA damage response. Astrin was required for continued expression of genes encoding proteins that promote cell cycle progression in arrested cells. Thus, by controlling p53 abundance in cells recovering from DNA damage, astrin maintains the cells in a state competent to resume the cell cycle."
14638499,"Molecular mechanism of terbinafine resistance in Saccharomyces cerevisiae. Ten mutants of the yeast Saccharomyces cerevisiae resistant to the antimycotic terbinafine were isolated after chemical or UV mutagenesis. Molecular analysis of these mutants revealed single base pair exchanges in the ERG1 gene coding for squalene epoxidase, the target of terbinafine. The mutants did not show cross-resistance to any of the substrates of various pleiotropic drug resistance efflux pumps tested. The ERG1 mRNA levels in the mutants did not differ from those in the wild-type parent strains. Terbinafine resistance was transmitted with the mutated alleles in gene replacement experiments, proving that single amino acid substitutions in the Erg1 protein were sufficient to confer the resistance phenotype. The amino acid changes caused by the point mutations were clustered in two regions of the Erg1 protein. Seven mutants carried the amino acid substitutions F402L (one mutant), F420L (one mutant), and P430S (five mutants) in the C-terminal part of the protein; and three mutants carried an L251F exchange in the central part of the protein. Interestingly, all exchanges identified involved amino acids which are conserved in the squalene epoxidases of yeasts and mammals. Two mutations that were generated by PCR mutagenesis of the ERG1 gene and that conferred terbinafine resistance mapped in the same regions of the Erg1 protein, with one resulting in an L251F exchange and the other resulting in an F433S exchange. The results strongly indicate that these regions are responsible for the interaction of yeast squalene epoxidase with terbinafine."
14871882,"Ornithine metabolism in male and female rat kidney: mitochondrial expression of ornithine aminotransferase and arginase II. In the kidney, L-ornithine is reabsorbed along the proximal convoluted tubule (PCT), transported by basolateral carriers, and produced by arginase II (AII). Here, the renal metabolic fate of L-ornithine was analyzed in male and female rats. Kidneys and renal zones were dissected and used for Western blot analysis, immunofluorescence, and electron microscopic studies. Ornithine aminotransferase (OAT) and AII were localized using specific antibodies. Ornithine oxidation was determined by incubating microdissected tubules with L-[1-14C] or L-[U-14C]ornithine in the presence or absence of energy-providing substrates. Ornithine decarboxylase (ODC) mRNAs were localized by in situ hybridization. The 48-kDa OAT protein was detected in male and female kidneys, but its level was fourfold higher in the latter. OAT relative distribution increased from the superficial cortex toward the outer medulla to reach its highest level. Almost all OAT protein was localized in cortical and medullary proximal straight tubules (CPST and OSPST, respectively). In proximal straight tubule (PST), AII protein distribution overlapped that of OAT. No gender difference in AII protein level was found. OAT and AII were colocalized within PST mitochondria. L-[1-14C]ornithine decarboxylation occurred in all tubules, but predominantly in proximal tubules. L-[1-14C]ornithine decarboxylation was enhanced when L-[1-14C]ornithine was given to tubules as the sole substrate. The use of L-[U-14C]ornithine demonstrated the complete oxidation of ornithine. In conclusion, the OAT gene was expressed more in female rat proximal tubules than in male. Because OAT and AII proteins overlapped in PST mitochondria, L-arginine-derived ornithine may be preferentially converted to L-glutamate, as proven by ornithine oxidation. However, the coexpression of ODC, glutamate decarboxylase, and glutamine synthetase in PST suggests that L-ornithine can also be metabolized to putrescine, GABA, and L-glutamine. The fate of L-ornithine may depend on the cellular context."
17075268,"Dexamethasone suppresses histamine synthesis by repressing both transcription and activity of HDC in allergic rats. BACKGROUND: Histamine synthesized by histidine decarboxylase (HDC) from L-histidine is a major chemical mediator in the development of nasal allergy which is characterized by nasal hypersensitivity. However the regulatory mechanism of histamine synthesis by HDC remains to be elucidated. The objectives of the present study were to examine the changes of histamine content, HDC activity and HDC mRNA expression in the nasal mucosa of allergy model rats sensitized by the exposure to toluene diisocyanate (TDI) and to investigate the effect of dexamethasone on the above mentioned allergic parameters. METHODS: Rats were sensitized and provocated by TDI and the nasal allergy-like behaviors were scored during a 10 minute period after provocation. Histamine content and HDC activity in the nasal mucosa were determined using fluorometric high performance liquid chromatography. The expression of HDC mRNA in nasal mucosa was determined using real-time quantitative reverse transcriptase-polymerase chain reaction (RT-PCR). RESULTS: In TDI-sensitized rats, nasal allergy-like behaviors such as sneezing and watery rhinorrhea were induced. Histamine content, HDC activity and HDC mRNA expression in nasal mucosa were also significantly increased after TDI provocation. Pretreatment with dexamethasone significantly suppressed nasal allergy-like behaviors, up-regulation of histamine content, HDC activity and HDC mRNA induced by TDI in TDI-sensitized rats. CONCLUSIONS: These findings indicate that increased synthesis of histamine through up-regulation of HDC gene expression and HDC activity in nasal mucosa plays an important role in the development of nasal hypersensitivity. Repression of HDC gene expression and HDC activity by dexamethasone may underlie its therapeutic effect in the treatment of allergy."
23223345,"The Effects of Carbohydrate, Unsaturated Fat, and Protein Intake on Measures of Insulin Sensitivity: Results from the OmniHeart Trial. OBJECTIVE Impaired insulin sensitivity increases the risk of cardiovascular disease. Although calorie restriction and weight loss increase insulin sensitivity, the effects of modifying macronutrient composition on insulin sensitivity are uncertain. The purpose of this study is to determine the effects on insulin sensitivity of a carbohydrate-rich diet (CARB; similar to the Dietary Approaches to Stop Hypertension [DASH] diet), a protein-rich diet (PROT; protein predominantly from plant sources), and an unsaturated fat-rich diet (UNSAT; predominantly monounsaturated). RESEARCH DESIGN AND METHODS This study was a randomized, controlled, three-period, crossover feeding study. The study participants were 164 individuals with prehypertension or stage 1 hypertension without diabetes. Diets were administered for 6 weeks each, with a washout period between diets of 2-4 weeks. Weight was held constant throughout the study. For our primary outcome, we calculated the quantitative insulin sensitivity check index (QUICKI) using the end-of-period fasting serum glucose and insulin. QUICKI is a validated measure of insulin sensitivity. The primary analyses used generalized estimating equations. RESULTS At baseline, mean (SD) BMI was 30.2 (6.1) kg/m(2), and mean (SD) QUICKI was 0.35 (0.04). The UNSAT diet increased QUICKI by 0.005, more than the CARB diet (P = 0.04). PROT had no significant effect compared with CARB. CONCLUSIONS A diet that partially replaces carbohydrate with unsaturated fat may improve insulin sensitivity in a population at risk for cardiovascular disease. Given the well-recognized challenges of sustaining weight loss, our results suggest an alternative approach for improving insulin sensitivity."
16534527,"Antiobesity action of peripheral exenatide (exendin-4) in rodents: effects on food intake, body weight, metabolic status and side-effect measures. BACKGROUND: Exenatide (exendin-4) is an incretin mimetic currently marketed as an antidiabetic agent for patients with type 2 diabetes. In preclinical models, a reduction in body weight has also been shown in low-fat-fed, leptin receptor-deficient rodents. OBJECTIVE: To more closely model the polygenic and environmental state of human obesity, we characterized the effect of exenatide on food intake and body weight in high-fat-fed, normal (those with an intact leptin signaling system) rodents. As glucagon-like peptide-1 receptor agonism has been found to elicit behaviors associated with visceral illness in rodents, we also examined the effect of peripheral exenatide on kaolin consumption and locomotor activity. METHODS AND RESULTS: High-fat-fed C57BL/6 mice and Sprague-Dawley rats were treated with exenatide (3, 10 and 30 microg/kg/day) for 4 weeks via subcutaneously implanted osmotic pumps. Food intake and body weight were assessed weekly. At 4 weeks, body composition and plasma metabolic profiles were measured. Kaolin consumption and locomotor activity were measured in fasted Sprague-Dawley rats following a single intraperitoneal injection of exenatide (0.1-10 microg/kg). Exenatide treatment in mice and rats dose-dependently decreased food intake and body weight; significant reductions in body weight gain were observed throughout treatment at 10 and 30 microg/kg/day (P<0.05). Decreased body weight gain was associated with a significant decrease in fat mass (P<0.05) with sparing of lean tissue. Plasma cholesterol, triglycerides and insulin were also significantly reduced (P<0.05). Exenatide at 10 microg/kg significantly reduced food intake (P<0.05) but failed to induce kaolin intake. In general, locomotor activity was reduced at doses of exenatide that decreased food intake, although a slightly higher dose was required to produce significant changes in activity. CONCLUSION: Systemic exenatide reduces body weight gain in normal, high-fat-fed rodents, a model that parallels human genetic variation and food consumption patterns, and may play a role in metabolic pathways mediating food intake."
23381968,"Different effects of clopidogrel and clarithromycin on the enantioselective pharmacokinetics of sibutramine and its active metabolites in healthy subjects. In this study, we assessed the effects of clopidogrel and clarithromycin, known CYP2B6 and CYP3A inhibitors, respectively, on the enantioselective disposition of racemic sibutramine in conjunction with CYP2B6 polymorphisms in humans. Sibutramine showed enantioselective plasma profiles with consistently higher concentrations of R-enantiomers. Clopidogrel and clarithromycin significantly increased the sibutramine plasma concentration, but their effects differed between enantiomers; a 2.2-fold versus 4.1-fold increase in the AUC in S-enantiomer and 1.8-fold versus 2.0-fold for the R-enantiomer, respectively. The AUCs of S- and R-desmethyl metabolites changed significantly during the clopidogrel phase (P < .001 and P < .001, respectively) but not during the clarithromycin phase (P = .099 and P = .090, respectively). Exposure to sibutramine was higher in subjects with the CYP2B6*6/*6 genotype, but no statistical difference was observed among the CYP2B6 genotypes. These results suggest that the enantioselective disposition of sibutramine and its active metabolites are influenced by the altered genetic and environmental factors of CYP2B6 and CYP3A activity in vivo."
23506002,"New selective inhibitors of MMP-13 for inflammatory diseases: a patent evaluation (W02012151158). A series of compounds incorporating an aromatic scaffold based on isoxazolines were prepared in the patent application (WO2012151158). The new compounds from the patent are defined to be biologically active metabolites, prodrugs, isomers, stereoisomers, solvates, hydrates and pharmaceutically acceptable salts, they are claimed to be useful for treating immunological conditions because of their inhibitory activities on matrix metalloproteinase (MMP-13), although no specific MMP-13 inhibition data or other rationale to explain their biological effects is provided. The compounds have a broad potential utility with osteoarthritis, rheumatoid arthritis, juvenile arthritis, psoriatic arthritis, degenerative joint disease or systemic lupus erythematosus among the likely preferred indications."
23609963,"LIVER X RECEPTORS, NERVOUS SYSTEM AND LIPID METABOLISM. Lipids in the nervous system are represented by cholesterol and phospholipids as constituents of cell membranes and, in particular, of myelin. Therefore, lipids are finely regulated to guarantee physiological functions. In the central nervous system, cholesterol is locally synthesized due to the presence of the blood brain barrier. In the peripheral nervous system cholesterol is either uptaken by lipoproteins and/or produced by de novo biosynthesis. Defects in lipid homeostasis in these tissues lead to structural and functional changes that often result in different pathological conditions depending on the affected pathways (i.e. cholesterol biosynthesis, cholesterol efflux, fatty acid biosynthesis etc.). Alterations in cholesterol metabolism in the central nervous system are linked to several disorders such as Alzheimer's disease, Huntington disease, Parkinson disease, Multiple Sclerosis, Smith-Lemli-Opitz syndrome, Niemann-Pick type C disease, and glioblastoma. In the peripheral nervous system changes in lipid metabolism are associated with the development of peripheral neuropathy that may be caused by metabolic disorders, injuries, therapeutics and autoimmune diseases. Transcription factors, such as the Liver X receptors (LXRs), regulate both cholesterol and fatty acid metabolism in several tissues including the nervous system. In the last few years several studies elucidated the biology of LXRs in nervous system due to the availability of knock-out mice and the development of synthetic ligands. Here, we review a survey of the literature focused on central and peripheral nervous system and in physiological and pathological settings with particular attention on the roles played by LXRs in both districts."
11972613,"Cysteinyl leukotriene-dependent interleukin-5 production leading to eosinophilia during late asthmatic response in guinea-pigs. BACKGROUND: Allergic airway eosinophilia is suppressed by cysteinyl leukotriene (CysLT) receptor (CysLT1 receptor) antagonists in several species including humans and guinea-pigs, suggesting that CysLTs are directly or indirectly involved in induction of the response. OBJECTIVE: We examined the effect of CysLT antagonists (pranlukast and MCI-826) on antigen inhalation-induced eosinophilia in peripheral blood and lung, and on IL-5 activity in serum during late increase of airway resistance (late asthmatic response, LAR) in sensitized guinea-pigs. METHODS: Guinea-pigs inhaled ovalbumin (OVA) + Al(OH)3 and OVA mists alternately for sensitization and challenge, respectively, once every 2 weeks. At the fifth challenge, the effects of CysLT antagonists and an anti-IL-5 antibody (TRFK-5) on the occurrence of LAR, and blood and lung eosinophilia, which appeared at 5 h after challenge, were examined. The time-course of IL-5 activity in the serum after the challenge was evaluated by measuring in vitro 'eosinophil survival prolongation activity'. The influence of CysLT antagonists on IL-5 activity was assessed. RESULTS: CysLT antagonists and TRFK-5 completely abolished blood and lung eosinophilia. LAR was suppressed by both MCI-826 and TRFK-5 by 40-50%. Sera obtained from sensitized, challenged animals 3 h and 4 h after challenge induced an obvious prolongation of eosinophil survival. The activity of the sera was completely neutralized by prior exposure to TRFK-5, suggesting that it reflected IL-5 activity. Increased IL-5 activity in the serum was inhibited by both pranlukast and MCI-826 by over 90%. CONCLUSIONS: CysLTs produced after antigen provocation sequentially induced IL-5 production from some immune component cells via CysLT1 receptor activation. Thus, it is likely that CysLTs indirectly cause antigen-induced eosinophilia through IL-5 production."
22890749,"Theoretical study of the decomposition of ethyl and ethyl 3-phenyl glycidate. The mechanism of the decomposition of ethyl and ethyl 3-phenyl glycidate in gas phase was studied by density functional theory (DFT) and MP2 methods. A proposed mechanism for the reaction indicates that the ethyl side of the ester is eliminated as ethylene through a concerted six-membered cyclic transition state, and the unstable intermediate glycidic acid decarboxylates rapidly to give the corresponding aldehyde. Two possible pathways for glycidic acid decarboxylation were studied: one via a five-membered cyclic transition state, and the other via a four-membered cyclic transition state. The results of the calculations indicate that the decarboxylation reaction occurs via a mechanism with five-membered cyclic transition state."
15598972,"Meclofenamic acid and diclofenac, novel templates of KCNQ2/Q3 potassium channel openers, depress cortical neuron activity and exhibit anticonvulsant properties. The voltage-dependent M-type potassium current (M-current) plays a major role in controlling brain excitability by stabilizing the membrane potential and acting as a brake for neuronal firing. The KCNQ2/Q3 heteromeric channel complex was identified as the molecular correlate of the M-current. Furthermore, the KCNQ2 and KCNQ3 channel alpha subunits are mutated in families with benign familial neonatal convulsions, a neonatal form of epilepsy. Enhancement of KCNQ2/Q3 potassium currents may provide an important target for antiepileptic drug development. Here, we show that meclofenamic acid (meclofenamate) and diclofenac, two related molecules previously used as anti-inflammatory drugs, act as novel KCNQ2/Q3 channel openers. Extracellular application of meclofenamate (EC(50) = 25 microM) and diclofenac (EC(50) = 2.6 microM) resulted in the activation of KCNQ2/Q3 K(+) currents, heterologously expressed in Chinese hamster ovary cells. Both openers activated KCNQ2/Q3 channels by causing a hyperpolarizing shift of the voltage activation curve (-23 and -15 mV, respectively) and by markedly slowing the deactivation kinetics. The effects of the drugs were stronger on KCNQ2 than on KCNQ3 channel alpha subunits. In contrast, they did not enhance KCNQ1 K(+) currents. Both openers increased KCNQ2/Q3 current amplitude at physiologically relevant potentials and led to hyperpolarization of the resting membrane potential. In cultured cortical neurons, meclofenamate and diclofenac enhanced the M-current and reduced evoked and spontaneous action potentials, whereas in vivo diclofenac exhibited an anticonvulsant activity (ED(50) = 43 mg/kg). These compounds potentially constitute novel drug templates for the treatment of neuronal hyperexcitability including epilepsy, migraine, or neuropathic pain."
12431845,"Atomoxetine increases extracellular levels of norepinephrine and dopamine in prefrontal cortex of rat: a potential mechanism for efficacy in attention deficit/hyperactivity disorder. The selective norepinephrine (NE) transporter inhibitor atomoxetine (formerly called tomoxetine or LY139603) has been shown to alleviate symptoms in Attention Deficit/Hyperactivity Disorder (ADHD). We investigated the mechanism of action of atomoxetine in ADHD by evaluating the interaction of atomoxetine with monoamine transporters, the effects on extracellular levels of monoamines, and the expression of the neuronal activity marker Fos in brain regions. Atomoxetine inhibited binding of radioligands to clonal cell lines transfected with human NE, serotonin (5-HT) and dopamine (DA) transporters with dissociation constants (K(i)) values of 5, 77 and 1451 nM, respectively, demonstrating selectivity for NE transporters. In microdialysis studies, atomoxetine increased extracellular (EX) levels of NE in prefrontal cortex (PFC) 3-fold, but did not alter 5-HT(EX) levels. Atomoxetine also increased DA(EX) concentrations in PFC 3-fold, but did not alter DA(EX) in striatum or nucleus accumbens. In contrast, the psychostimulant methylphenidate, which is used in ADHD therapy, increased NE(EX) and DA(EX) equally in PFC, but also increased DA(EX) in the striatum and nucleus accumbens to the same level. The expression of the neuronal activity marker Fos was increased 3.7-fold in PFC by atomoxetine administration, but was not increased in the striatum or nucleus accumbens, consistent with the regional distribution of increased DA(EX). We hypothesize that the atomoxetine-induced increase of catecholamines in PFC, a region involved in attention and memory, mediates the therapeutic effects of atomoxetine in ADHD. In contrast to methylphenidate, atomoxetine did not increase DA in striatum or nucleus accumbens, suggesting it would not have motoric or drug abuse liabilities."
23298698,"Locally administered prostaglandin E2 prevents aeroallergen-induced airway sensitization in mice through immunomodulatory mechanisms. Prostaglandin E2 attenuates airway pathology in asthmatic patients and exerts a protective effect in antigen-sensitized mice when administered systemically. We aimed to establish the consequences of intranasal PGE2 administration on airway reactivity to aeroallergens in mice and reveal the underlying immunoinflammatory mechanisms. PGE2 was administered either daily during a 10-day exposure to house dust mite (HDM) extracts or for limited intervals. Airway hyperreactivity was measured by whole-body and invasive plethysmography. The phenotypes of lung immune cells and cytokine production were analysed by flow cytometry and ELISA, respectively. Airway hyperreactivity was sustainably reduced only when PGE2 administration was restricted to the initial 5 days of exposure to HDM. Lung inflammation, IL-4 production, and airway mast cell activity were also prevented under this early short-term treatment with PGE2. Interestingly, a Th2 response was already committed on day 5 of exposure to HDM. This was paralleled by GM-CSF and osteopontin upregulation and a decreased number of plasmacytoid dendritic and T regulatory cells, as well as a trend towards reduced IL-10 expression. Local PGE2 administration prevented the increase of airway IL-13 and osteopontin and kept lung plasmacytoid dendritic cell counts close to baseline. GM-CSF and Tregs were unaffected by the treatment. These findings suggest that the protection provided by PGE2 is a result of the modulation of early lung immunomodulatory mechanisms, and possibly a shift in the balance of dendritic cells towards a tolerogenic profile."
23220589,"In vitro investigation of efficacy of new reactivators on OPC inhibited rat brain acetylcholinesterase. Organophosphorus compounds (OPC) were developed as warfare nerve agents. They are also widely used as pesticides. The drug therapy of intoxication with OPC includes mainly combination of cholinesterase (ChE) reactivators and cholinolytics. There is no single ChE reactivator having an ability to reactivate sufficiently the inhibited enzyme due to the high variability of chemical structure of the inhibitors. The difficulties in reactivation of ChE activity and slight antidote effect regarding intoxication with some OPC are some of the reasons for continuous efforts to obtain new reactivators of ChE. The aim of the present study was to evaluate the efficacy of some ChE reactivators against OPC intoxication (tabun, paraoxon and dichlorvos) in in vitro experiments and to compare their activity to that known for some currently used oximes (obidoxime, HI-6, 2-PAM). Experiments were carried out using rat brain acetylcholinesterase (AChE). Reactivators showed different activity in the reactivation of rat brain AChE after dichlorvos, paraoxon and tabun inhibition. AChE was easier reactivated after paraoxon treatment. The best effect showed BT-07-4M, obidoxime, TMB-4 and BT-08 from the group of symmetric oximes, and Toxidin, BT-05 and BT-03 from asymmetric compounds. The reactivation of brain AChE inhibited with tabun demonstrated better activity of new compound BT-07-4M, TMB-4 and obidoxime from symmetric oximes, and BT-05 and BT-03 possessing asymmetric structure. All compounds showed low activity toward inhibition of AChE caused by dichlorvos. Comparison of two main structure types (symmetric/asymmetric) showed that the symmetric compounds reactivated better AChE, inhibited with this OPC, than asymmetric ones."
15562257,"State-dependent mibefradil block of Na+ channels. Mibefradil is a T-type Ca2+ channel antagonist with reported cross-reactivity with other classes of ion channels, including K+, Cl-, and Na+ channels. Using whole-cell voltage clamp, we examined mibefradil block of four Na+ channel isoforms expressed in human embryonic kidney cells: Nav1.5 (cardiac), Nav1.4 (skeletal muscle), Nav1.2 (brain), and Nav1.7 (peripheral nerve). Mibefradil blocked Nav1.5 in a use/frequency-dependent manner, indicating preferential binding to states visited during depolarization. Mibefradil blocked currents of all Na+ channel isoforms with similar affinity and a dependence on holding potential, and drug off-rate was slowed at depolarized potentials (k(off) was 0.024/s at -130 mV and 0.007/s at -100 mV for Nav1.5). We further probed the interaction of mibefradil with inactivated Nav1.5 channels. Neither the degree nor the time course of block was dependent on the stimulus duration, which dramatically changed the residency time of channels in the fast-inactivated state. In addition, inhibiting the binding of the fast inactivation lid (Nav1.5 ICM + MTSET) did not alter mibefradil block, confirming that the drug does not preferentially interact with the fast-inactivated state. We also tested whether mibefradil interacted with slow-inactivated state(s). When selectively applied to channels after inducing slow inactivation with a 60-s pulse to -10 mV, mibefradil (1 microM) produced 45% fractional block in Nav1.5 and greater block (88%) in an isoform (Nav1.4) that slow-inactivates more completely. Our results suggest that mibefradil blocks Na+ channels in a state-dependent manner that does not depend on fast inactivation but probably involves interaction with one or more slow-inactivated state(s)."
23154865,"Enhanced heterodimerization of Bax by Bcl-2 mutants improves irradiated cell survival. B Cell Lymphoma-2 (Bcl-2) protein suppresses ionizing radiation-induced apoptosis in hemato-lymphoid system. To enhance the survival of irradiated cells, we have compared the effects and mechanism of Bcl-2 and its functional variants, D34A (caspase-3 resistant) and S70E (mimics phosphorylation on S70). Bcl-2 and its mutants were transfected into hematopoietic cell line and assessed for cell survival, clonogenicity and cell cycle perturbations upon exposure to ionizing radiation. The electrostatic potential of BH3 cleft of Bcl-2/mutants and their heterodimerization with Bcl-2 associated X protein (Bax) were computationally evaluated. Correspondingly, these results were verified by co-immunoprecipitation and western blotting. The mutants afford higher radioprotective effect than Bcl-2 in apoptotic and clonogenic assays at D(0) (radiation dose at which 37 % cell survival was observed). The computational and functional analysis indicates that mutants have higher propensity to neutralize Bax protein by heterodimerization and have increased caspase-9 suppression capability, which is responsible for enhanced survival. This study implies potential of Bcl-2 mutants or their chemical/peptide mimics to elicit radioprotective effect in cells exposed to radiation."
15714982,"[Treatment of androgen-independent hormone refractory prostate cancer using docetaxel]. Although prostate cancer patients with metastatic lesion initially respond to androgen ablation therapy, almost patients develop to hormone-refractory states. The optimal treatment for men with hormone refractory prostate cancer (HRPC) has not been established. Docetaxel is a semisynthetic taxane that inhibit tumor growth by induction of microtubule stabilization and promotion of bcl-2 inactivation, which induce apoptosis. Docetaxel as single agent has significant anti-tumor effect in HRPC patients. Docetaxel combined with estramustine or other antimicrotubular agents have shown further significant cytotoxicity in HRPC patients. In the United States, Food and Drug Administration (FDA) approved docetaxel, injection in combination with prednisone for the treatment of patients with advanced metastatic prostate cancer in 2004."
18708991,"ABCB1 polymorphisms influence steady-state plasma levels of 9-hydroxyrisperidone and risperidone active moiety. Risperidone is metabolized to its active metabolite, 9-hydroxyrisperidone, mainly by the cytochrome P450 enzymes CYP2D6 and 3A4. Its antipsychotic effect is assumed to be related to the active moiety, that is, the sum of risperidone and 9-hydroxyrisperidone. Both risperidone and 9-hydroxyrisperidone are substrates of P-glycoprotein (P-gp), a transport protein involved in drug absorption, distribution, and elimination. The aim of the present study was to evaluate the influence of polymorphisms in genes encoding CYP3A5 and P-gp (ABCB1) on the steady-state plasma levels of risperidone, 9-hydroxyrisperidone, and the active moiety, taking CYP2D6 genotype status into account. Forty-six white patients with schizophrenia treated with risperidone (1-10 mg/d) in monotherapy for 4-6 weeks were genotyped, and their plasma concentrations of risperidone and 9-hydroxyrisperidone were measured. Dose-corrected plasma concentrations (C/D) of risperidone, 9-hydroxyrisperidone, and active moiety showed up to 68-, 9-, and 10-fold interindividual variation, respectively. Six patients carried 1 CYP3A5*1 allele and therefore were likely to express the CYP3A5 enzyme. The CYP3A5 genotype did not influence risperidone, 9-hydroxyrisperidone, or active moiety C/Ds. The CYP2D6 genotype in these 46 patients was again associated with risperidone C/D (P = 0.001) but not with 9-hydroxyrisperidone C/D or active moiety C/D, as previously shown by our group in 37 of these patients. Patients homozygous for the ABCB1 3435T/2677T/1236T haplotype had significantly lower C/Ds of 9-hydroxyrisperidone (P = 0.026) and active moiety (P = 0.028) than patients carrying other ABCB1 genotypes. In conclusion, our results confirmed the significant effect of CYP2D6 genotype on the steady-state plasma levels of risperidone and showed that ABCB1 polymorphisms have a moderate effect on those of 9-hydroxyrisperidone and the active moiety."
15133083,"Polyamine metabolism in a member of the phylum Microspora (Encephalitozoon cuniculi): effects of polyamine analogues. The uptake, biosynthesis and catabolism of polyamines in the microsporidian parasite Encephalitozoon cuniculi are detailed with reference to the effects of oligoamine and arylamine analogues of polyamines. Enc. cuniculi, an intracellular parasite of mammalian cells, has both biosynthetic and catabolic enzymes of polyamine metabolism, as demonstrated in cell-free extracts of mature spores. The uptake of polyamines was measured in immature, pre-emergent spores isolated from host cells by Percoll gradient. Spermine was rapidly taken up and metabolized to spermidine and an unknown, possibly acetamidopropanal, by spermidine/spermine N(1)-acetyltransferase (SSAT) and polyamine oxidase (PAO). Most of the spermidine and the unknown product were found in the cell incubation medium, indicating they were released from the cell. bis(Ethyl) oligoamine analogues of polyamines, such as SL-11144 and SL-11158, as well as arylamine analogues [BW-1, a bis(phenylbenzyl) 3-7-3 analogue] blocked uptake and interconversion of spermine at micromolar levels and, in the case of BW-1, acted as substrate for PAO. The Enc. cuniculi PAO activity differed from that found in mammalian cells with respect to pH optimum, substrate specificity and sensitivity to known PAO inhibitors. SL-11158 inhibited SSAT activity with a mixed type of inhibition in which the analogue had a 70-fold higher affinity for the enzyme than the natural substrate, spermine. The interest in Enc. cuniculi polyamine metabolism and the biochemical effects of these polyamine analogues is warranted since they cure model infections of Enc. cuniculi in mice and are potential candidates for human clinical trials."
23497227,"Synthesis and in vitro evaluation of N-Aryl pyrido-quinazolines derivatives as potent EGFR inhibitors. A series of pyrido-quinazolines have been synthesised, characterised and tested for their in vitro EGFR tyrosine kinase inhibitory activity. The compounds were prepared from Alkylideno/arylideno-bis-ureas. Their final structure of the compounds were elucidated on the basis of spectral studies (IR., 1H NMR, FT-IR and EI-MS). The cellular EGFR internalization response of selected compounds was evaluated using HeLa cells. Most of the synthesized compounds displayed potent EGFR-TK inhibitory activity and structurally halogenated derivatives had a pronounced effect in inhibiting EGFR internalization. © 2013 John Wiley & Sons A/S."
17600786,"A fluorescent polymeric heparin sensor. Linear copolymers have been developed which carry binding sites tailored for sulfated sugars. All binding monomers are based on the methacrylamide skeleton and ensure statistical radical copolymerization. They are decorated with o-aminomethylphenylboronates for covalent ester formation and/or alkylammonium ions for noncovalent Coulomb attraction. Alcohol sidechains maintain a high water solubility; a dansyl monomer was constructed as a fluorescence label. Statistical copolymerization of comonomer mixtures with optimized ratios was started by AIBN (AIBN=2,2'-azoisobutyronitrile) and furnished water-soluble comonomers with an exceptionally high affinity for glucosaminoglucans. Heparin can be quantitatively detected with an unprecedented 30 nM sensitivity, and a neutral polymer without any ammonium cation is still able to bind the target with almost micromolar affinity. From this unexpected result, we propose a new binding scheme between the boronate and a sulfated ethylene glycol or aminoethanol unit. Although the mechanism of heparin binding involves covalent boronate ester formation, it can be completely reversed by protamine addition, similar to heparin's complex formation with antithrombin III."
